case_id,topology,branch_inlet_config,num_branches,heads_per_branch,active_heads,total_flow_lpm,inlet_pressure_mpa,bead_height_mm,bead_height_std_mm,defect_count,p_bead,mc_iterations,terminal_pressure_mpa,pressure_margin_mpa,pass_fail,loss_pipe_mpa,loss_fitting_mpa,loss_bead_mpa,required_extra_inlet_pressure_mpa,worst_branch_index,ranking_or_location_id,mean_terminal_mpa,std_terminal_mpa,P5_terminal_mpa,P50_terminal_mpa,P95_terminal_mpa,fail_rate,fail_rate_CI95_low,fail_rate_CI95_high,terminal_B_mpa,improvement_pct
D1b,tree,80A-65A,4,8,31,2480.0,0.5327232837677002,0.0,,,,,0.1264227078768894,0.026422707876889384,PASS,0.107992,0.298308,0.0,0.0,3,,,,,,,,,,0.1264227078768894,0.0
D1b,tree,80A-65A,4,8,31,2480.0,0.5327232837677002,1.5,,,,,0.11352697431703547,0.013526974317035464,PASS,0.107992,0.298308,0.012896,0.0,3,,,,,,,,,,0.1264227078768894,11.359180174961141
D1b,tree,80A-65A,4,8,31,2480.0,0.5327232837677002,2.5,,,,,0.10097617744273914,0.0009761774427391318,PASS,0.107992,0.298308,0.025447,0.0,3,,,,,,,,,,0.1264227078768894,25.200528558907166
D1b,tree,80A-65A,4,8,31,2480.0,0.5327232837677002,3.0,,,,,0.09292732070335075,-0.007072679296649259,FAIL,0.107992,0.298308,0.033495,0.007072679296649259,3,,,,,,,,,,0.1264227078768894,36.04471421323447
D1b,tree,80A-65A,4,8,32,2560.0,0.5327232837677002,0.0,,,,,0.10000003472214611,3.472214610278357e-08,BOUNDARY,0.114858,0.317865,0.0,0.0,3,,,,,,,,,,0.10000003472214611,0.0
D1b,tree,80A-65A,4,8,32,2560.0,0.5327232837677002,1.5,,,,,0.08625889927439334,-0.013741100725606664,FAIL,0.114858,0.317865,0.013741,0.013741100725606664,3,,,,,,,,,,0.10000003472214611,15.930107575383746
D1b,tree,80A-65A,4,8,32,2560.0,0.5327232837677002,2.5,,,,,0.07288531342706825,-0.027114686572931757,FAIL,0.114858,0.317865,0.027115,0.027114686572931757,3,,,,,,,,,,0.10000003472214611,37.20189983433337
D1b,tree,80A-65A,4,8,32,2560.0,0.5327232837677002,3.0,,,,,0.06430880010642966,-0.03569119989357035,FAIL,0.114858,0.317865,0.035691,0.03569119989357035,3,,,,,,,,,,0.10000003472214611,55.4997676160156
