campaign,topology,total_flow_lpm,inlet_pressure_mpa,defect_count,bead_height_mm,head_position,terminal_mpa,baseline_terminal_mpa,delta_mpa
E1,uni,2560.0,0.537488,1,1.0,1,0.09898100735272074,0.10000022851834477,-0.001019221165624029
E1,uni,2560.0,0.537488,1,1.0,2,0.09921988731341384,0.10000022851834477,-0.0007803412049309233
E1,uni,2560.0,0.537488,1,1.0,3,0.09942691661268126,0.10000022851834477,-0.0005733119056635094
E1,uni,2560.0,0.537488,1,1.0,4,0.0985707834349429,0.10000022851834477,-0.0014294450834018702
E1,uni,2560.0,0.537488,1,1.0,5,0.0990853836649676,0.10000022851834477,-0.0009148448533771725
E1,uni,2560.0,0.537488,1,1.0,6,0.09886024921027912,0.10000022851834477,-0.0011399793080656417
E1,uni,2560.0,0.537488,1,1.0,7,0.09790369322929662,0.10000022851834477,-0.002096535289048143
E1,uni,2560.0,0.537488,1,1.0,8,0.09947609469608272,0.10000022851834477,-0.0005241338222620462
E1,uni,2560.0,0.537488,1,1.5,1,0.09839106377364241,0.10000022851834477,-0.0016091647447023516
E1,uni,2560.0,0.537488,1,1.5,2,0.098768211760682,0.10000022851834477,-0.0012320167576627683
E1,uni,2560.0,0.537488,1,1.5,3,0.09909507334944971,0.10000022851834477,-0.0009051551688950554
E1,uni,2560.0,0.537488,1,1.5,4,0.09770710958165428,0.10000022851834477,-0.002293118936690486
E1,uni,2560.0,0.537488,1,1.5,5,0.09853263239886288,0.10000022851834477,-0.0014675961194818843
E1,uni,2560.0,0.537488,1,1.5,6,0.09814843736896385,0.10000022851834477,-0.0018517911493809158
E1,uni,2560.0,0.537488,1,1.5,7,0.09649439446159326,0.10000022851834477,-0.0035058340567515056
E1,uni,2560.0,0.537488,1,1.5,8,0.09912377000415688,0.10000022851834477,-0.0008764585141878833
E1,uni,2560.0,0.537488,1,2.0,1,0.09773841400628729,0.10000022851834477,-0.0022618145120574806
E1,uni,2560.0,0.537488,1,2.0,2,0.09826852678255076,0.10000022851834477,-0.0017317017357940112
E1,uni,2560.0,0.537488,1,2.0,3,0.09872795785531245,0.10000022851834477,-0.0012722706630323155
E1,uni,2560.0,0.537488,1,2.0,4,0.09672158415035069,0.10000022851834477,-0.003278644367994077
E1,uni,2560.0,0.537488,1,2.0,5,0.09790189612282856,0.10000022851834477,-0.0020983323955162114
E1,uni,2560.0,0.537488,1,2.0,6,0.09731633350737794,0.10000022851834477,-0.0026838950109668303
E1,uni,2560.0,0.537488,1,2.0,7,0.09475276843306704,0.10000022851834477,-0.005247460085277725
E1,uni,2560.0,0.537488,1,2.0,8,0.09868836349702534,0.10000022851834477,-0.0013118650213194277
E1,bi,2560.0,0.537488,1,1.0,1,0.08964650032025438,0.09066572148587841,-0.001019221165624029
E1,bi,2560.0,0.537488,1,1.0,2,0.08988538028094749,0.09066572148587841,-0.0007803412049309233
E1,bi,2560.0,0.537488,1,1.0,3,0.0900924095802149,0.09066572148587841,-0.0005733119056635094
E1,bi,2560.0,0.537488,1,1.0,4,0.08923627640247654,0.09066572148587841,-0.0014294450834018702
E1,bi,2560.0,0.537488,1,1.0,5,0.08975087663250124,0.09066572148587841,-0.0009148448533771725
E1,bi,2560.0,0.537488,1,1.0,6,0.08952574217781277,0.09066572148587841,-0.0011399793080656417
E1,bi,2560.0,0.537488,1,1.0,7,0.08856918619683027,0.09066572148587841,-0.002096535289048143
E1,bi,2560.0,0.537488,1,1.0,8,0.09014158766361637,0.09066572148587841,-0.0005241338222620462
E1,bi,2560.0,0.537488,1,1.5,1,0.08905655674117606,0.09066572148587841,-0.0016091647447023516
E1,bi,2560.0,0.537488,1,1.5,2,0.0894337047282157,0.09066572148587841,-0.0012320167576627128
E1,bi,2560.0,0.537488,1,1.5,3,0.08976056631698336,0.09066572148587841,-0.0009051551688950554
E1,bi,2560.0,0.537488,1,1.5,4,0.08837260254918793,0.09066572148587841,-0.002293118936690486
E1,bi,2560.0,0.537488,1,1.5,5,0.08919812536639653,0.09066572148587841,-0.0014675961194818843
E1,bi,2560.0,0.537488,1,1.5,6,0.0888139303364975,0.09066572148587841,-0.0018517911493809158
E1,bi,2560.0,0.537488,1,1.5,7,0.0871598874291269,0.09066572148587841,-0.0035058340567515056
E1,bi,2560.0,0.537488,1,1.5,8,0.08978926297169053,0.09066572148587841,-0.0008764585141878833
E1,bi,2560.0,0.537488,1,2.0,1,0.08840390697382093,0.09066572148587841,-0.0022618145120574806
E1,bi,2560.0,0.537488,1,2.0,2,0.0889340197500844,0.09066572148587841,-0.0017317017357940112
E1,bi,2560.0,0.537488,1,2.0,3,0.0893934508228461,0.09066572148587841,-0.0012722706630323155
E1,bi,2560.0,0.537488,1,2.0,4,0.08738707711788433,0.09066572148587841,-0.003278644367994077
E1,bi,2560.0,0.537488,1,2.0,5,0.0885673890903622,0.09066572148587841,-0.0020983323955162114
E1,bi,2560.0,0.537488,1,2.0,6,0.08798182647491158,0.09066572148587841,-0.0026838950109668303
E1,bi,2560.0,0.537488,1,2.0,7,0.08541826140060069,0.09066572148587841,-0.005247460085277725
E1,bi,2560.0,0.537488,1,2.0,8,0.08935385646455898,0.09066572148587841,-0.0013118650213194277
