campaign,topology,total_flow_lpm,defect_count,bead_height_mm,critical_inlet_mpa
B2,uni,2800,0,1.0,0.622656
B2,uni,2800,2,1.0,0.625
B2,uni,2800,4,1.0,0.627344
B2,uni,2800,0,1.5,0.622656
B2,uni,2800,2,1.5,0.626172
B2,uni,2800,4,1.5,0.630078
B2,uni,2800,0,2.0,0.622656
B2,uni,2800,2,2.0,0.627734
B2,uni,2800,4,2.0,0.633203
B2,uni,2800,0,2.5,0.622656
B2,uni,2800,2,2.5,0.629297
B2,uni,2800,4,2.5,0.636328
B2,uni,2800,0,3.0,0.622656
B2,uni,2800,2,3.0,0.630859
B2,uni,2800,4,3.0,0.640234
B2,uni,2880,0,0.0,0.652734
B2,uni,2880,2,0.0,0.652734
B2,uni,2880,4,0.0,0.652734
B2,uni,2880,0,0.5,0.652734
B2,uni,2880,2,0.5,0.653906
B2,uni,2880,4,0.5,0.655078
B2,uni,2880,0,1.0,0.652734
B2,uni,2880,2,1.0,0.655078
B2,uni,2880,4,1.0,0.657813
B2,uni,2880,0,1.5,0.652734
B2,uni,2880,2,1.5,0.656641
B2,uni,2880,4,1.5,0.660547
B2,uni,2880,0,2.0,0.652734
B2,uni,2880,2,2.0,0.657813
B2,uni,2880,4,2.0,0.663672
B2,uni,2880,0,2.5,0.652734
B2,uni,2880,2,2.5,0.659375
B2,uni,2880,4,2.5,0.667188
B2,uni,2880,0,3.0,0.652734
B2,uni,2880,2,3.0,0.661328
B2,uni,2880,4,3.0,0.671094
B2,bi,2240,0,0.0,0.442969
B2,bi,2240,2,0.0,0.442969
B2,bi,2240,4,0.0,0.442969
B2,bi,2240,0,0.5,0.442969
B2,bi,2240,2,0.5,0.44375
B2,bi,2240,4,0.5,0.444141
B2,bi,2240,0,1.0,0.442969
B2,bi,2240,2,1.0,0.444141
B2,bi,2240,4,1.0,0.445703
B2,bi,2240,0,1.5,0.442969
B2,bi,2240,2,1.5,0.444922
B2,bi,2240,4,1.5,0.447656
B2,bi,2240,0,2.0,0.442969
B2,bi,2240,2,2.0,0.446094
B2,bi,2240,4,2.0,0.449609
B2,bi,2240,0,2.5,0.442969
B2,bi,2240,2,2.5,0.446875
B2,bi,2240,4,2.5,0.451562
B2,bi,2240,0,3.0,0.442969
B2,bi,2240,2,3.0,0.448047
B2,bi,2240,4,3.0,0.453906
B2,bi,2320,0,0.0,0.467578
B2,bi,2320,2,0.0,0.467578
B2,bi,2320,4,0.0,0.467578
B2,bi,2320,0,0.5,0.467578
B2,bi,2320,2,0.5,0.468359
B2,bi,2320,4,0.5,0.469141
B2,bi,2320,0,1.0,0.467578
B2,bi,2320,2,1.0,0.469141
B2,bi,2320,4,1.0,0.470703
B2,bi,2320,0,1.5,0.467578
B2,bi,2320,2,1.5,0.469922
B2,bi,2320,4,1.5,0.472656
B2,bi,2320,0,2.0,0.467578
B2,bi,2320,2,2.0,0.471094
B2,bi,2320,4,2.0,0.474609
B2,bi,2320,0,2.5,0.467578
B2,bi,2320,2,2.5,0.471875
B2,bi,2320,4,2.5,0.476953
B2,bi,2320,0,3.0,0.467578
B2,bi,2320,2,3.0,0.473047
B2,bi,2320,4,3.0,0.479687
B2,bi,2400,0,0.0,0.493359
B2,bi,2400,2,0.0,0.493359
B2,bi,2400,4,0.0,0.493359
B2,bi,2400,0,0.5,0.493359
B2,bi,2400,2,0.5,0.494141
B2,bi,2400,4,0.5,0.494922
B2,bi,2400,0,1.0,0.493359
B2,bi,2400,2,1.0,0.494922
B2,bi,2400,4,1.0,0.496484
B2,bi,2400,0,1.5,0.493359
B2,bi,2400,2,1.5,0.495703
B2,bi,2400,4,1.5,0.498437
B2,bi,2400,0,2.0,0.493359
B2,bi,2400,2,2.0,0.496875
B2,bi,2400,4,2.0,0.500781
B2,bi,2400,0,2.5,0.493359
B2,bi,2400,2,2.5,0.498047
B2,bi,2400,4,2.5,0.503125
B2,bi,2400,0,3.0,0.493359
B2,bi,2400,2,3.0,0.499219
B2,bi,2400,4,3.0,0.505859
B2,bi,2480,0,0.0,0.519531
B2,bi,2480,2,0.0,0.519531
B2,bi,2480,4,0.0,0.519531
B2,bi,2480,0,0.5,0.519531
B2,bi,2480,2,0.5,0.520703
B2,bi,2480,4,0.5,0.521484
B2,bi,2480,0,1.0,0.519531
B2,bi,2480,2,1.0,0.521484
B2,bi,2480,4,1.0,0.523438
B2,bi,2480,0,1.5,0.519531
B2,bi,2480,2,1.5,0.522266
B2,bi,2480,4,1.5,0.525391
B2,bi,2480,0,2.0,0.519531
B2,bi,2480,2,2.0,0.523438
B2,bi,2480,4,2.0,0.527734
B2,bi,2480,0,2.5,0.519531
B2,bi,2480,2,2.5,0.524609
B2,bi,2480,4,2.5,0.530469
B2,bi,2480,0,3.0,0.519531
B2,bi,2480,2,3.0,0.526172
B2,bi,2480,4,3.0,0.533203
B2,bi,2560,0,0.0,0.546875
B2,bi,2560,2,0.0,0.546875
B2,bi,2560,4,0.0,0.546875
B2,bi,2560,0,0.5,0.546875
B2,bi,2560,2,0.5,0.548047
B2,bi,2560,4,0.5,0.548828
B2,bi,2560,0,1.0,0.546875
B2,bi,2560,2,1.0,0.548828
B2,bi,2560,4,1.0,0.550781
B2,bi,2560,0,1.5,0.546875
B2,bi,2560,2,1.5,0.55
B2,bi,2560,4,1.5,0.553125
B2,bi,2560,0,2.0,0.546875
B2,bi,2560,2,2.0,0.551172
B2,bi,2560,4,2.0,0.555469
B2,bi,2560,0,2.5,0.546875
B2,bi,2560,2,2.5,0.552344
B2,bi,2560,4,2.5,0.558203
B2,bi,2560,0,3.0,0.546875
B2,bi,2560,2,3.0,0.553516
B2,bi,2560,4,3.0,0.561719
B2,bi,2640,0,0.0,0.575
B2,bi,2640,2,0.0,0.575
B2,bi,2640,4,0.0,0.575
B2,bi,2640,0,0.5,0.575
B2,bi,2640,2,0.5,0.576172
B2,bi,2640,4,0.5,0.576953
B2,bi,2640,0,1.0,0.575
B2,bi,2640,2,1.0,0.576953
B2,bi,2640,4,1.0,0.579297
B2,bi,2640,0,1.5,0.575
B2,bi,2640,2,1.5,0.578125
B2,bi,2640,4,1.5,0.581641
B2,bi,2640,0,2.0,0.575
B2,bi,2640,2,2.0,0.579297
B2,bi,2640,4,2.0,0.584375
B2,bi,2640,0,2.5,0.575
B2,bi,2640,2,2.5,0.580859
B2,bi,2640,4,2.5,0.587109
B2,bi,2640,0,3.0,0.575
B2,bi,2640,2,3.0,0.582422
B2,bi,2640,4,3.0,0.590625
B2,bi,2720,0,0.0,0.604297
B2,bi,2720,2,0.0,0.604297
B2,bi,2720,4,0.0,0.604297
B2,bi,2720,0,0.5,0.604297
B2,bi,2720,2,0.5,0.605078
B2,bi,2720,4,0.5,0.60625
B2,bi,2720,0,1.0,0.604297
B2,bi,2720,2,1.0,0.60625
B2,bi,2720,4,1.0,0.608594
B2,bi,2720,0,1.5,0.604297
B2,bi,2720,2,1.5,0.607422
B2,bi,2720,4,1.5,0.610938
B2,bi,2720,0,2.0,0.604297
B2,bi,2720,2,2.0,0.608594
B2,bi,2720,4,2.0,0.614063
B2,bi,2720,0,2.5,0.604297
B2,bi,2720,2,2.5,0.610156
B2,bi,2720,4,2.5,0.617188
B2,bi,2720,0,3.0,0.604297
B2,bi,2720,2,3.0,0.611719
B2,bi,2720,4,3.0,0.620703
B2,bi,2800,0,0.0,0.633984
B2,bi,2800,2,0.0,0.633984
B2,bi,2800,4,0.0,0.633984
B2,bi,2800,0,0.5,0.633984
B2,bi,2800,2,0.5,0.635156
B2,bi,2800,4,0.5,0.636328
B2,bi,2800,0,1.0,0.633984
B2,bi,2800,2,1.0,0.636328
B2,bi,2800,4,1.0,0.638672
B2,bi,2800,0,1.5,0.633984
B2,bi,2800,2,1.5,0.6375
B2,bi,2800,4,1.5,0.641406
B2,bi,2800,0,2.0,0.633984
B2,bi,2800,2,2.0,0.639062
B2,bi,2800,4,2.0,0.644531
B2,bi,2800,0,2.5,0.633984
B2,bi,2800,2,2.5,0.640234
B2,bi,2800,4,2.5,0.647656
B2,bi,2800,0,3.0,0.633984
B2,bi,2800,2,3.0,0.642188
B2,bi,2800,4,3.0,0.651563
B2,bi,2880,0,0.0,0.664844
B2,bi,2880,2,0.0,0.664844
B2,bi,2880,4,0.0,0.664844
B2,bi,2880,0,0.5,0.664844
B2,bi,2880,2,0.5,0.666016
B2,bi,2880,4,0.5,0.667188
B2,bi,2880,0,1.0,0.664844
B2,bi,2880,2,1.0,0.667188
B2,bi,2880,4,1.0,0.669531
B2,bi,2880,0,1.5,0.664844
B2,bi,2880,2,1.5,0.668359
B2,bi,2880,4,1.5,0.672656
B2,bi,2880,0,2.0,0.664844
B2,bi,2880,2,2.0,0.669922
B2,bi,2880,4,2.0,0.675781
B2,bi,2880,0,2.5,0.664844
B2,bi,2880,2,2.5,0.671484
B2,bi,2880,4,2.5,0.679297
B2,bi,2880,0,3.0,0.664844
B2,bi,2880,2,3.0,0.673438
B2,bi,2880,4,3.0,0.683203
