campaign,topology,total_flow_lpm,inlet_pressure_mpa,defect_count,bead_height_mm,terminal_mpa,pressure_margin_mpa,pass_fail,loss_pipe_mpa,loss_fitting_mpa,loss_bead_mpa,cross_main_loss_mpa,tee_split_loss_mpa,equipment_loss_mpa
A1,bi,2560.0,0.537488,2,0.5,0.08980958584260977,-0.010190414157390235,FAIL,0.096284,0.3505389964309059,0.000856,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.537488,3,0.5,0.08953683466422328,-0.010463165335776722,FAIL,0.096284,0.3505389964309059,0.001129,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.537488,4,0.5,0.08886685207627502,-0.011133147923724981,FAIL,0.096284,0.3505389964309059,0.001799,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.537488,0,1.0,0.09066572148587841,-0.009334278514121594,FAIL,0.096284,0.3505389964309059,0.0,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.537488,1,1.0,0.08964650032025438,-0.010353499679745623,FAIL,0.096284,0.3505389964309059,0.001019,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.537488,2,1.0,0.08886615911532346,-0.011133840884676546,FAIL,0.096284,0.3505389964309059,0.0018,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.537488,3,1.0,0.08829284720965995,-0.011707152790340056,FAIL,0.096284,0.3505389964309059,0.002373,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.537488,4,1.0,0.08686340212625808,-0.013136597873741926,FAIL,0.096284,0.3505389964309059,0.003802,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.537488,0,1.5,0.09066572148587841,-0.009334278514121594,FAIL,0.096284,0.3505389964309059,0.0,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.537488,1,1.5,0.08905655674117606,-0.010943443258823946,FAIL,0.096284,0.3505389964309059,0.001609,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.537488,2,1.5,0.08782453998351329,-0.012175460016486714,FAIL,0.096284,0.3505389964309059,0.002841,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.537488,3,1.5,0.08691938481461824,-0.01308061518538177,FAIL,0.096284,0.3505389964309059,0.003746,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.537488,4,1.5,0.08462626587792775,-0.015373734122072255,FAIL,0.096284,0.3505389964309059,0.006039,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.537488,0,2.0,0.09066572148587841,-0.009334278514121594,FAIL,0.096284,0.3505389964309059,0.0,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.537488,1,2.0,0.08840390697382093,-0.011596093026179075,FAIL,0.096284,0.3505389964309059,0.002262,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.537488,2,2.0,0.08667220523802692,-0.013327794761973086,FAIL,0.096284,0.3505389964309059,0.003994,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.537488,3,2.0,0.0853999345749946,-0.014600065425005401,FAIL,0.096284,0.3505389964309059,0.005266,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.537488,4,2.0,0.08212129020700053,-0.017878709792999478,FAIL,0.096284,0.3505389964309059,0.008544,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.537488,0,2.5,0.09066572148587841,-0.009334278514121594,FAIL,0.096284,0.3505389964309059,0.0,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.537488,1,2.5,0.08768038007116734,-0.012319619928832667,FAIL,0.096284,0.3505389964309059,0.002985,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.537488,2,2.5,0.08539472805052915,-0.014605271949470852,FAIL,0.096284,0.3505389964309059,0.005271,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.537488,3,2.5,0.08371547350475421,-0.016284526495245796,FAIL,0.096284,0.3505389964309059,0.00695,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.537488,4,2.5,0.07930822783138446,-0.02069177216861555,FAIL,0.096284,0.3505389964309059,0.011357,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.537488,0,3.0,0.09066572148587841,-0.009334278514121594,FAIL,0.096284,0.3505389964309059,0.0,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.537488,1,3.0,0.08687653549605105,-0.013123464503948953,FAIL,0.096284,0.3505389964309059,0.003789,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.537488,2,3.0,0.08397543997258948,-0.016024560027410525,FAIL,0.096284,0.3505389964309059,0.00669,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.537488,3,3.0,0.08184402285331159,-0.018155977146688415,FAIL,0.096284,0.3505389964309059,0.008822,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.537488,4,3.0,0.07613943471333877,-0.023860565286661237,FAIL,0.096284,0.3505389964309059,0.014526,0.0029422567018097677,0.04243046206610476,0.08366353436480117
