campaign,topology,total_flow_lpm,inlet_pressure_mpa,defect_count,bead_height_mm,head_position,terminal_mpa,baseline_terminal_mpa,delta_mpa
E1,uni,2240.0,0.460871,1,1.0,1,0.09921970092105391,0.10000004212598483,-0.0007803412049309233
E1,uni,2240.0,0.460871,1,1.0,2,0.09942673022032132,0.10000004212598483,-0.0005733119056635094
E1,uni,2240.0,0.460871,1,1.0,3,0.09857059704258296,0.10000004212598483,-0.0014294450834018702
E1,uni,2240.0,0.460871,1,1.0,4,0.09908519727260766,0.10000004212598483,-0.0009148448533771725
E1,uni,2240.0,0.460871,1,1.0,5,0.09886006281791919,0.10000004212598483,-0.0011399793080656417
E1,uni,2240.0,0.460871,1,1.0,6,0.09790350683693669,0.10000004212598483,-0.002096535289048143
E1,uni,2240.0,0.460871,1,1.0,7,0.09947590830372278,0.10000004212598483,-0.0005241338222620462
E1,uni,2240.0,0.460871,1,1.5,1,0.09876802536832212,0.10000004212598483,-0.0012320167576627128
E1,uni,2240.0,0.460871,1,1.5,2,0.09909488695708978,0.10000004212598483,-0.0009051551688950554
E1,uni,2240.0,0.460871,1,1.5,3,0.09770692318929435,0.10000004212598483,-0.002293118936690486
E1,uni,2240.0,0.460871,1,1.5,4,0.09853244600650295,0.10000004212598483,-0.0014675961194818843
E1,uni,2240.0,0.460871,1,1.5,5,0.09814825097660392,0.10000004212598483,-0.0018517911493809158
E1,uni,2240.0,0.460871,1,1.5,6,0.09649420806923333,0.10000004212598483,-0.0035058340567515056
E1,uni,2240.0,0.460871,1,1.5,7,0.09912358361179695,0.10000004212598483,-0.0008764585141878833
E1,uni,2240.0,0.460871,1,2.0,1,0.09826834039019082,0.10000004212598483,-0.0017317017357940112
E1,uni,2240.0,0.460871,1,2.0,2,0.09872777146295252,0.10000004212598483,-0.0012722706630323155
E1,uni,2240.0,0.460871,1,2.0,3,0.09672139775799075,0.10000004212598483,-0.003278644367994077
E1,uni,2240.0,0.460871,1,2.0,4,0.09790170973046862,0.10000004212598483,-0.0020983323955162114
E1,uni,2240.0,0.460871,1,2.0,5,0.097316147115018,0.10000004212598483,-0.0026838950109668303
E1,uni,2240.0,0.460871,1,2.0,6,0.0947525820407071,0.10000004212598483,-0.005247460085277725
E1,uni,2240.0,0.460871,1,2.0,7,0.0986881771046654,0.10000004212598483,-0.0013118650213194277
E1,bi,2240.0,0.460871,1,1.0,1,0.09220349701382939,0.09298383821876031,-0.0007803412049309233
E1,bi,2240.0,0.460871,1,1.0,2,0.0924105263130968,0.09298383821876031,-0.0005733119056635094
E1,bi,2240.0,0.460871,1,1.0,3,0.09155439313535844,0.09298383821876031,-0.0014294450834018702
E1,bi,2240.0,0.460871,1,1.0,4,0.09206899336538314,0.09298383821876031,-0.0009148448533771725
E1,bi,2240.0,0.460871,1,1.0,5,0.09184385891069467,0.09298383821876031,-0.0011399793080656417
E1,bi,2240.0,0.460871,1,1.0,6,0.09088730292971217,0.09298383821876031,-0.002096535289048143
E1,bi,2240.0,0.460871,1,1.0,7,0.09245970439649827,0.09298383821876031,-0.0005241338222620462
E1,bi,2240.0,0.460871,1,1.5,1,0.09175182146109755,0.09298383821876031,-0.0012320167576627683
E1,bi,2240.0,0.460871,1,1.5,2,0.09207868304986526,0.09298383821876031,-0.0009051551688950554
E1,bi,2240.0,0.460871,1,1.5,3,0.09069071928206983,0.09298383821876031,-0.002293118936690486
E1,bi,2240.0,0.460871,1,1.5,4,0.09151624209927843,0.09298383821876031,-0.0014675961194818843
E1,bi,2240.0,0.460871,1,1.5,5,0.0911320470693794,0.09298383821876031,-0.0018517911493809158
E1,bi,2240.0,0.460871,1,1.5,6,0.08947800416200881,0.09298383821876031,-0.0035058340567515056
E1,bi,2240.0,0.460871,1,1.5,7,0.09210737970457243,0.09298383821876031,-0.0008764585141878833
E1,bi,2240.0,0.460871,1,2.0,1,0.0912521364829663,0.09298383821876031,-0.0017317017357940112
E1,bi,2240.0,0.460871,1,2.0,2,0.091711567555728,0.09298383821876031,-0.0012722706630323155
E1,bi,2240.0,0.460871,1,2.0,3,0.08970519385076624,0.09298383821876031,-0.003278644367994077
E1,bi,2240.0,0.460871,1,2.0,4,0.0908855058232441,0.09298383821876031,-0.0020983323955162114
E1,bi,2240.0,0.460871,1,2.0,5,0.09029994320779348,0.09298383821876031,-0.0026838950109668303
E1,bi,2240.0,0.460871,1,2.0,6,0.08773637813348259,0.09298383821876031,-0.005247460085277725
E1,bi,2240.0,0.460871,1,2.0,7,0.09167197319744089,0.09298383821876031,-0.0013118650213194277
