campaign,topology,total_flow_lpm,inlet_pressure_mpa,defect_count,bead_height_mm,terminal_mpa,pressure_margin_mpa,pass_fail,loss_pipe_mpa,loss_fitting_mpa,loss_bead_mpa,cross_main_loss_mpa,tee_split_loss_mpa,equipment_loss_mpa
A1,bi,2240.0,0.460871,3,1.0,0.09020074002476401,-0.009799259975235994,FAIL,0.084915,0.28297271601741236,0.002783,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.460871,4,1.0,0.08928589517138684,-0.010714104828613166,FAIL,0.084915,0.28297271601741236,0.003698,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.460871,0,1.5,0.09298383821876031,-0.007016161781239691,FAIL,0.084915,0.28297271601741236,0.0,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.460871,1,1.5,0.09175182146109755,-0.00824817853890246,FAIL,0.084915,0.28297271601741236,0.001232,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.460871,2,1.5,0.09084666629220249,-0.009153333707797515,FAIL,0.084915,0.28297271601741236,0.002137,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.460871,3,1.5,0.088553547355512,-0.011446452644488,FAIL,0.084915,0.28297271601741236,0.00443,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.460871,4,1.5,0.08708595123603012,-0.012914048763969885,FAIL,0.084915,0.28297271601741236,0.005898,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.460871,0,2.0,0.09298383821876031,-0.007016161781239691,FAIL,0.084915,0.28297271601741236,0.0,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.460871,1,2.0,0.0912521364829663,-0.008747863517033702,FAIL,0.084915,0.28297271601741236,0.001732,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.460871,2,2.0,0.08997986581993399,-0.010020134180066018,FAIL,0.084915,0.28297271601741236,0.003004,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.460871,3,2.0,0.08670122145193991,-0.013298778548060095,FAIL,0.084915,0.28297271601741236,0.006283,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.460871,4,2.0,0.0846028890564237,-0.015397110943576306,FAIL,0.084915,0.28297271601741236,0.008381,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.460871,0,2.5,0.09298383821876031,-0.007016161781239691,FAIL,0.084915,0.28297271601741236,0.0,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.460871,1,2.5,0.09069818619812213,-0.009301813801877876,FAIL,0.084915,0.28297271601741236,0.002286,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.460871,2,2.5,0.08901893165234719,-0.01098106834765282,FAIL,0.084915,0.28297271601741236,0.003965,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.460871,3,2.5,0.08461168597897743,-0.015388314021022573,FAIL,0.084915,0.28297271601741236,0.008372,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.460871,4,2.5,0.08179104874802083,-0.018208951251979175,FAIL,0.084915,0.28297271601741236,0.011193,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.460871,0,3.0,0.09298383821876031,-0.007016161781239691,FAIL,0.084915,0.28297271601741236,0.0,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.460871,1,3.0,0.09008274269529874,-0.009917257304701263,FAIL,0.084915,0.28297271601741236,0.002901,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.460871,2,3.0,0.08795132557602085,-0.012048674423979153,FAIL,0.084915,0.28297271601741236,0.005033,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.460871,3,3.0,0.08224673743604803,-0.017753262563951974,FAIL,0.084915,0.28297271601741236,0.010737,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.460871,4,3.0,0.07859580102646545,-0.021404198973534558,FAIL,0.084915,0.28297271601741236,0.014388,0.0022740141487929497,0.03248582251936147,0.06405489349805092
