campaign,topology,total_flow_lpm,inlet_pressure_mpa,defect_count,bead_height_mm,terminal_mpa,pressure_margin_mpa,pass_fail,loss_pipe_mpa,loss_fitting_mpa,loss_bead_mpa,cross_main_loss_mpa,tee_split_loss_mpa,equipment_loss_mpa
A1,uni,2240.0,0.460871,0,0.0,0.10000004212598483,4.212598482544738e-08,PASS,0.105061,0.255811,0.0,0.03032665903741836,0.0,0.06405489349805092
A1,uni,2240.0,0.460871,1,0.0,0.10000004212598483,4.212598482544738e-08,PASS,0.105061,0.255811,0.0,0.03032665903741836,0.0,0.06405489349805092
A1,uni,2240.0,0.460871,2,0.0,0.10000004212598483,4.212598482544738e-08,PASS,0.105061,0.255811,0.0,0.03032665903741836,0.0,0.06405489349805092
A1,uni,2240.0,0.460871,3,0.0,0.10000004212598483,4.212598482544738e-08,PASS,0.105061,0.255811,0.0,0.03032665903741836,0.0,0.06405489349805092
A1,uni,2240.0,0.460871,4,0.0,0.10000004212598483,4.212598482544738e-08,PASS,0.105061,0.255811,0.0,0.03032665903741836,0.0,0.06405489349805092
A1,uni,2240.0,0.460871,0,0.5,0.10000004212598483,4.212598482544738e-08,PASS,0.105061,0.255811,0.0,0.03032665903741836,0.0,0.06405489349805092
A1,uni,2240.0,0.460871,1,0.5,0.09962879746651436,-0.0003712025334856456,FAIL,0.105061,0.255811,0.000371,0.03032665903741836,0.0,0.06405489349805092
A1,uni,2240.0,0.460871,2,0.5,0.09935604628812787,-0.0006439537118721333,FAIL,0.105061,0.255811,0.000644,0.03032665903741836,0.0,0.06405489349805092
A1,uni,2240.0,0.460871,3,0.5,0.09868606370017961,-0.0013139362998203924,FAIL,0.105061,0.255811,0.001314,0.03032665903741836,0.0,0.06405489349805092
A1,uni,2240.0,0.460871,4,0.5,0.09825727484389273,-0.0017427251561072804,FAIL,0.105061,0.255811,0.001743,0.03032665903741836,0.0,0.06405489349805092
A1,uni,2240.0,0.460871,0,1.0,0.10000004212598483,4.212598482544738e-08,PASS,0.105061,0.255811,0.0,0.03032665903741836,0.0,0.06405489349805092
A1,uni,2240.0,0.460871,1,1.0,0.09921970092105391,-0.0007802990789460978,FAIL,0.105061,0.255811,0.00078,0.03032665903741836,0.0,0.06405489349805092
A1,uni,2240.0,0.460871,2,1.0,0.0986463890153904,-0.0013536109846096073,FAIL,0.105061,0.255811,0.001354,0.03032665903741836,0.0,0.06405489349805092
A1,uni,2240.0,0.460871,3,1.0,0.09721694393198853,-0.0027830560680114774,FAIL,0.105061,0.255811,0.002783,0.03032665903741836,0.0,0.06405489349805092
A1,uni,2240.0,0.460871,4,1.0,0.09630209907861136,-0.00369790092138865,FAIL,0.105061,0.255811,0.003698,0.03032665903741836,0.0,0.06405489349805092
A1,uni,2240.0,0.460871,0,1.5,0.10000004212598483,4.212598482544738e-08,PASS,0.105061,0.255811,0.0,0.03032665903741836,0.0,0.06405489349805092
A1,uni,2240.0,0.460871,1,1.5,0.09876802536832212,-0.0012319746316778873,FAIL,0.105061,0.255811,0.001232,0.03032665903741836,0.0,0.06405489349805092
A1,uni,2240.0,0.460871,2,1.5,0.09786287019942706,-0.0021371298005729428,FAIL,0.105061,0.255811,0.002137,0.03032665903741836,0.0,0.06405489349805092
A1,uni,2240.0,0.460871,3,1.5,0.09556975126273658,-0.004430248737263429,FAIL,0.105061,0.255811,0.00443,0.03032665903741836,0.0,0.06405489349805092
A1,uni,2240.0,0.460871,4,1.5,0.09410215514325469,-0.005897844856745313,FAIL,0.105061,0.255811,0.005898,0.03032665903741836,0.0,0.06405489349805092
A1,uni,2240.0,0.460871,0,2.0,0.10000004212598483,4.212598482544738e-08,PASS,0.105061,0.255811,0.0,0.03032665903741836,0.0,0.06405489349805092
A1,uni,2240.0,0.460871,1,2.0,0.09826834039019082,-0.0017316596098091858,FAIL,0.105061,0.255811,0.001732,0.03032665903741836,0.0,0.06405489349805092
A1,uni,2240.0,0.460871,2,2.0,0.0969960697271585,-0.0030039302728415013,FAIL,0.105061,0.255811,0.003004,0.03032665903741836,0.0,0.06405489349805092
A1,uni,2240.0,0.460871,3,2.0,0.09371742535916443,-0.006282574640835578,FAIL,0.105061,0.255811,0.006283,0.03032665903741836,0.0,0.06405489349805092
A1,uni,2240.0,0.460871,4,2.0,0.09161909296364822,-0.00838090703635179,FAIL,0.105061,0.255811,0.008381,0.03032665903741836,0.0,0.06405489349805092
A1,uni,2240.0,0.460871,0,2.5,0.10000004212598483,4.212598482544738e-08,PASS,0.105061,0.255811,0.0,0.03032665903741836,0.0,0.06405489349805092
A1,uni,2240.0,0.460871,1,2.5,0.09771439010534665,-0.0022856098946533593,FAIL,0.105061,0.255811,0.002286,0.03032665903741836,0.0,0.06405489349805092
A1,uni,2240.0,0.460871,2,2.5,0.0960351355595717,-0.0039648644404283034,FAIL,0.105061,0.255811,0.003965,0.03032665903741836,0.0,0.06405489349805092
A1,uni,2240.0,0.460871,3,2.5,0.09162788988620195,-0.008372110113798056,FAIL,0.105061,0.255811,0.008372,0.03032665903741836,0.0,0.06405489349805092
A1,uni,2240.0,0.460871,4,2.5,0.08880725265524535,-0.011192747344754658,FAIL,0.105061,0.255811,0.011193,0.03032665903741836,0.0,0.06405489349805092
A1,uni,2240.0,0.460871,0,3.0,0.10000004212598483,4.212598482544738e-08,PASS,0.105061,0.255811,0.0,0.03032665903741836,0.0,0.06405489349805092
A1,uni,2240.0,0.460871,1,3.0,0.09709894660252326,-0.0029010533974767466,FAIL,0.105061,0.255811,0.002901,0.03032665903741836,0.0,0.06405489349805092
A1,uni,2240.0,0.460871,2,3.0,0.09496752948324537,-0.005032470516754636,FAIL,0.105061,0.255811,0.005033,0.03032665903741836,0.0,0.06405489349805092
A1,uni,2240.0,0.460871,3,3.0,0.08926294134327255,-0.010737058656727458,FAIL,0.105061,0.255811,0.010737,0.03032665903741836,0.0,0.06405489349805092
A1,uni,2240.0,0.460871,4,3.0,0.08561200493368996,-0.014387995066310041,FAIL,0.105061,0.255811,0.014388,0.03032665903741836,0.0,0.06405489349805092
A1,bi,2240.0,0.460871,0,0.0,0.09298383821876031,-0.007016161781239691,FAIL,0.084915,0.28297271601741236,0.0,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.460871,1,0.0,0.09298383821876031,-0.007016161781239691,FAIL,0.084915,0.28297271601741236,0.0,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.460871,2,0.0,0.09298383821876031,-0.007016161781239691,FAIL,0.084915,0.28297271601741236,0.0,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.460871,3,0.0,0.09298383821876031,-0.007016161781239691,FAIL,0.084915,0.28297271601741236,0.0,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.460871,4,0.0,0.09298383821876031,-0.007016161781239691,FAIL,0.084915,0.28297271601741236,0.0,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.460871,0,0.5,0.09298383821876031,-0.007016161781239691,FAIL,0.084915,0.28297271601741236,0.0,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.460871,1,0.5,0.09261259355928984,-0.007387406440710162,FAIL,0.084915,0.28297271601741236,0.000371,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.460871,2,0.5,0.09233984238090336,-0.00766015761909665,FAIL,0.084915,0.28297271601741236,0.000644,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.460871,3,0.5,0.0916698597929551,-0.008330140207044909,FAIL,0.084915,0.28297271601741236,0.001314,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.460871,4,0.5,0.09124107093666821,-0.008758929063331797,FAIL,0.084915,0.28297271601741236,0.001743,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.460871,0,1.0,0.09298383821876031,-0.007016161781239691,FAIL,0.084915,0.28297271601741236,0.0,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.460871,1,1.0,0.09220349701382939,-0.007796502986170614,FAIL,0.084915,0.28297271601741236,0.00078,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.460871,2,1.0,0.09163018510816588,-0.008369814891834124,FAIL,0.084915,0.28297271601741236,0.001354,0.0022740141487929497,0.03248582251936147,0.06405489349805092
