campaign,topology,total_flow_lpm,defect_count,bead_height_mm,critical_inlet_mpa
B2,bi,2320,0,0.5,0.494531
B2,bi,2320,2,0.5,0.495313
B2,bi,2320,4,0.5,0.496484
B2,bi,2320,0,1.0,0.494531
B2,bi,2320,2,1.0,0.496094
B2,bi,2320,4,1.0,0.498437
B2,bi,2320,0,1.5,0.494531
B2,bi,2320,2,1.5,0.496875
B2,bi,2320,4,1.5,0.500781
B2,bi,2320,0,2.0,0.494531
B2,bi,2320,2,2.0,0.498047
B2,bi,2320,4,2.0,0.503516
B2,bi,2320,0,2.5,0.494531
B2,bi,2320,2,2.5,0.498828
B2,bi,2320,4,2.5,0.506641
B2,bi,2320,0,3.0,0.494531
B2,bi,2320,2,3.0,0.5
B2,bi,2320,4,3.0,0.510156
B2,bi,2400,0,0.0,0.522266
B2,bi,2400,2,0.0,0.522266
B2,bi,2400,4,0.0,0.522266
B2,bi,2400,0,0.5,0.522266
B2,bi,2400,2,0.5,0.522656
B2,bi,2400,4,0.5,0.524219
B2,bi,2400,0,1.0,0.522266
B2,bi,2400,2,1.0,0.523828
B2,bi,2400,4,1.0,0.526172
B2,bi,2400,0,1.5,0.522266
B2,bi,2400,2,1.5,0.524609
B2,bi,2400,4,1.5,0.528906
B2,bi,2400,0,2.0,0.522266
B2,bi,2400,2,2.0,0.525391
B2,bi,2400,4,2.0,0.531641
B2,bi,2400,0,2.5,0.522266
B2,bi,2400,2,2.5,0.526563
B2,bi,2400,4,2.5,0.534766
B2,bi,2400,0,3.0,0.522266
B2,bi,2400,2,3.0,0.527734
B2,bi,2400,4,3.0,0.538672
B2,bi,2480,0,0.0,0.550391
B2,bi,2480,2,0.0,0.550391
B2,bi,2480,4,0.0,0.550391
B2,bi,2480,0,0.5,0.550391
B2,bi,2480,2,0.5,0.551172
B2,bi,2480,4,0.5,0.552734
B2,bi,2480,0,1.0,0.550391
B2,bi,2480,2,1.0,0.552344
B2,bi,2480,4,1.0,0.555078
B2,bi,2480,0,1.5,0.550391
B2,bi,2480,2,1.5,0.553125
B2,bi,2480,4,1.5,0.557813
B2,bi,2480,0,2.0,0.550391
B2,bi,2480,2,2.0,0.554297
B2,bi,2480,4,2.0,0.560937
B2,bi,2480,0,2.5,0.550391
B2,bi,2480,2,2.5,0.555469
B2,bi,2480,4,2.5,0.564063
B2,bi,2480,0,3.0,0.550391
B2,bi,2480,2,3.0,0.556641
B2,bi,2480,4,3.0,0.567969
B2,bi,2560,0,0.0,0.579688
B2,bi,2560,2,0.0,0.579688
B2,bi,2560,4,0.0,0.579688
B2,bi,2560,0,0.5,0.579688
B2,bi,2560,2,0.5,0.580859
B2,bi,2560,4,0.5,0.582031
B2,bi,2560,0,1.0,0.579688
B2,bi,2560,2,1.0,0.581641
B2,bi,2560,4,1.0,0.584766
B2,bi,2560,0,1.5,0.579688
B2,bi,2560,2,1.5,0.582813
B2,bi,2560,4,1.5,0.5875
B2,bi,2560,0,2.0,0.579688
B2,bi,2560,2,2.0,0.583594
B2,bi,2560,4,2.0,0.590625
B2,bi,2560,0,2.5,0.579688
B2,bi,2560,2,2.5,0.585156
B2,bi,2560,4,2.5,0.594531
B2,bi,2560,0,3.0,0.579688
B2,bi,2560,2,3.0,0.586328
B2,bi,2560,4,3.0,0.598438
