campaign,topology,total_flow_lpm,inlet_pressure_mpa,defect_count,bead_height_mm,terminal_mpa,pass_fail,loss_pipe_mpa,loss_fitting_mpa,loss_bead_mpa,cross_main_loss_mpa,tee_split_loss_mpa,equipment_loss_mpa
A2,uni,1400,0.460871,0,0.0,0.31851408290049366,PASS,0.042431,0.099926,0.0,0.012118700429429217,0.0,0.025021442772676133
A2,uni,1400,0.460871,1,0.0,0.31851408290049366,PASS,0.042431,0.099926,0.0,0.012118700429429217,0.0,0.025021442772676133
A2,uni,1400,0.460871,2,0.0,0.31851408290049366,PASS,0.042431,0.099926,0.0,0.012118700429429217,0.0,0.025021442772676133
A2,uni,1400,0.460871,3,0.0,0.31851408290049366,PASS,0.042431,0.099926,0.0,0.012118700429429217,0.0,0.025021442772676133
A2,uni,1400,0.460871,4,0.0,0.31851408290049366,PASS,0.042431,0.099926,0.0,0.012118700429429217,0.0,0.025021442772676133
A2,uni,1400,0.460871,0,0.5,0.31851408290049366,PASS,0.042431,0.099926,0.0,0.012118700429429217,0.0,0.025021442772676133
A2,uni,1400,0.460871,1,0.5,0.31836906545538796,PASS,0.042431,0.099926,0.000145,0.012118700429429217,0.0,0.025021442772676133
A2,uni,1400,0.460871,2,0.5,0.3182625220263307,PASS,0.042431,0.099926,0.000252,0.012118700429429217,0.0,0.025021442772676133
A2,uni,1400,0.460871,3,0.5,0.3180008100779134,PASS,0.042431,0.099926,0.000513,0.012118700429429217,0.0,0.025021442772676133
A2,uni,1400,0.460871,4,0.5,0.31783331443092633,PASS,0.042431,0.099926,0.000681,0.012118700429429217,0.0,0.025021442772676133
A2,uni,1400,0.460871,0,1.0,0.31851408290049366,PASS,0.042431,0.099926,0.0,0.012118700429429217,0.0,0.025021442772676133
A2,uni,1400,0.460871,1,1.0,0.3182092621173175,PASS,0.042431,0.099926,0.000305,0.012118700429429217,0.0,0.025021442772676133
A2,uni,1400,0.460871,2,1.0,0.31798531215416764,PASS,0.042431,0.099926,0.000529,0.012118700429429217,0.0,0.025021442772676133
A2,uni,1400,0.460871,3,1.0,0.3174269351684638,PASS,0.042431,0.099926,0.001087,0.012118700429429217,0.0,0.025021442772676133
A2,uni,1400,0.460871,4,1.0,0.3170695738976133,PASS,0.042431,0.099926,0.001445,0.012118700429429217,0.0,0.025021442772676133
A2,uni,1400,0.460871,0,1.5,0.31851408290049366,PASS,0.042431,0.099926,0.0,0.012118700429429217,0.0,0.025021442772676133
A2,uni,1400,0.460871,1,1.5,0.3180328263545316,PASS,0.042431,0.099926,0.000481,0.012118700429429217,0.0,0.025021442772676133
A2,uni,1400,0.460871,2,1.5,0.31767925011668197,PASS,0.042431,0.099926,0.000835,0.012118700429429217,0.0,0.025021442772676133
A2,uni,1400,0.460871,3,1.5,0.3167835005320373,PASS,0.042431,0.099926,0.001731,0.012118700429429217,0.0,0.025021442772676133
A2,uni,1400,0.460871,4,1.5,0.31621022079786465,PASS,0.042431,0.099926,0.002304,0.012118700429429217,0.0,0.025021442772676133
A2,uni,1400,0.460871,0,2.0,0.31851408290049366,PASS,0.042431,0.099926,0.0,0.012118700429429217,0.0,0.025021442772676133
A2,uni,1400,0.460871,1,2.0,0.3178376369099491,PASS,0.042431,0.099926,0.000676,0.012118700429429217,0.0,0.025021442772676133
A2,uni,1400,0.460871,2,2.0,0.3173406561822021,PASS,0.042431,0.099926,0.001173,0.012118700429429217,0.0,0.025021442772676133
A2,uni,1400,0.460871,3,2.0,0.3160599357259544,PASS,0.042431,0.099926,0.002454,0.012118700429429217,0.0,0.025021442772676133
A2,uni,1400,0.460871,4,2.0,0.3152402746339559,PASS,0.042431,0.099926,0.003274,0.012118700429429217,0.0,0.025021442772676133
A2,uni,1400,0.460871,0,2.5,0.31851408290049366,PASS,0.042431,0.099926,0.0,0.012118700429429217,0.0,0.025021442772676133
A2,uni,1400,0.460871,1,2.5,0.31762125007993186,PASS,0.042431,0.099926,0.000893,0.012118700429429217,0.0,0.025021442772676133
A2,uni,1400,0.460871,2,2.5,0.3169652912729885,PASS,0.042431,0.099926,0.001549,0.012118700429429217,0.0,0.025021442772676133
A2,uni,1400,0.460871,3,2.5,0.31524371093182846,PASS,0.042431,0.099926,0.00327,0.012118700429429217,0.0,0.025021442772676133
A2,uni,1400,0.460871,4,2.5,0.31414189951348603,PASS,0.042431,0.099926,0.004372,0.012118700429429217,0.0,0.025021442772676133
A2,uni,1400,0.460871,0,3.0,0.31851408290049366,PASS,0.042431,0.099926,0.0,0.012118700429429217,0.0,0.025021442772676133
A2,uni,1400,0.460871,1,3.0,0.31738084246164144,PASS,0.042431,0.099926,0.001133,0.012118700429429217,0.0,0.025021442772676133
A2,uni,1400,0.460871,2,3.0,0.3165482576494235,PASS,0.042431,0.099926,0.001966,0.012118700429429217,0.0,0.025021442772676133
A2,uni,1400,0.460871,3,3.0,0.31431990290724665,PASS,0.042431,0.099926,0.004194,0.012118700429429217,0.0,0.025021442772676133
A2,uni,1400,0.460871,4,3.0,0.31289375587225343,PASS,0.042431,0.099926,0.00562,0.012118700429429217,0.0,0.025021442772676133
A2,uni,1680,0.460871,0,0.0,0.2567405895133302,PASS,0.060237,0.143893,0.0,0.01728213096644797,0.0,0.03603087759265364
A2,uni,1680,0.460871,1,0.0,0.2567405895133302,PASS,0.060237,0.143893,0.0,0.01728213096644797,0.0,0.03603087759265364
A2,uni,1680,0.460871,2,0.0,0.2567405895133302,PASS,0.060237,0.143893,0.0,0.01728213096644797,0.0,0.03603087759265364
A2,uni,1680,0.460871,3,0.0,0.2567405895133302,PASS,0.060237,0.143893,0.0,0.01728213096644797,0.0,0.03603087759265364
A2,uni,1680,0.460871,4,0.0,0.2567405895133302,PASS,0.060237,0.143893,0.0,0.01728213096644797,0.0,0.03603087759265364
A2,uni,1680,0.460871,0,0.5,0.2567405895133302,PASS,0.060237,0.143893,0.0,0.01728213096644797,0.0,0.03603087759265364
A2,uni,1680,0.460871,1,0.5,0.256531764392378,PASS,0.060237,0.143893,0.000209,0.01728213096644797,0.0,0.03603087759265364
A2,uni,1680,0.460871,2,0.5,0.2563783418545356,PASS,0.060237,0.143893,0.000362,0.01728213096644797,0.0,0.03603087759265364
A2,uni,1680,0.460871,3,0.5,0.25600147664881473,PASS,0.060237,0.143893,0.000739,0.01728213096644797,0.0,0.03603087759265364
A2,uni,1680,0.460871,4,0.5,0.25576028291715336,PASS,0.060237,0.143893,0.00098,0.01728213096644797,0.0,0.03603087759265364
A2,uni,1680,0.460871,0,1.0,0.2567405895133302,PASS,0.060237,0.143893,0.0,0.01728213096644797,0.0,0.03603087759265364
A2,uni,1680,0.460871,1,1.0,0.2563016475855565,PASS,0.060237,0.143893,0.000439,0.01728213096644797,0.0,0.03603087759265364
A2,uni,1680,0.460871,2,1.0,0.2559791596386208,PASS,0.060237,0.143893,0.000761,0.01728213096644797,0.0,0.03603087759265364
A2,uni,1680,0.460871,3,1.0,0.25517509677920724,PASS,0.060237,0.143893,0.001565,0.01728213096644797,0.0,0.03603087759265364
A2,uni,1680,0.460871,4,1.0,0.25466049654918255,PASS,0.060237,0.143893,0.00208,0.01728213096644797,0.0,0.03603087759265364
A2,uni,1680,0.460871,0,1.5,0.2567405895133302,PASS,0.060237,0.143893,0.0,0.01728213096644797,0.0,0.03603087759265364
A2,uni,1680,0.460871,1,1.5,0.25604758008714484,PASS,0.060237,0.143893,0.000693,0.01728213096644797,0.0,0.03603087759265364
A2,uni,1680,0.460871,2,1.5,0.2555384303046414,PASS,0.060237,0.143893,0.001202,0.01728213096644797,0.0,0.03603087759265364
A2,uni,1680,0.460871,3,1.5,0.25424855090275306,PASS,0.060237,0.143893,0.002492,0.01728213096644797,0.0,0.03603087759265364
A2,uni,1680,0.460871,4,1.5,0.2534230280855445,PASS,0.060237,0.143893,0.003318,0.01728213096644797,0.0,0.03603087759265364
A2,uni,1680,0.460871,0,2.0,0.2567405895133302,PASS,0.060237,0.143893,0.0,0.01728213096644797,0.0,0.03603087759265364
A2,uni,1680,0.460871,1,2.0,0.25576650728694605,PASS,0.060237,0.143893,0.000974,0.01728213096644797,0.0,0.03603087759265364
A2,uni,1680,0.460871,2,2.0,0.2550508550389904,PASS,0.060237,0.143893,0.00169,0.01728213096644797,0.0,0.03603087759265364
A2,uni,1680,0.460871,3,2.0,0.25320661758199375,PASS,0.060237,0.143893,0.003534,0.01728213096644797,0.0,0.03603087759265364
A2,uni,1680,0.460871,4,2.0,0.2520263056095159,PASS,0.060237,0.143893,0.004714,0.01728213096644797,0.0,0.03603087759265364
A2,uni,1680,0.460871,0,2.5,0.2567405895133302,PASS,0.060237,0.143893,0.0,0.01728213096644797,0.0,0.03603087759265364
A2,uni,1680,0.460871,1,2.5,0.2554549102517212,PASS,0.060237,0.143893,0.001286,0.01728213096644797,0.0,0.03603087759265364
A2,uni,1680,0.460871,2,2.5,0.25451032956972275,PASS,0.060237,0.143893,0.00223,0.01728213096644797,0.0,0.03603087759265364
A2,uni,1680,0.460871,3,2.5,0.25203125387845227,PASS,0.060237,0.143893,0.004709,0.01728213096644797,0.0,0.03603087759265364
A2,uni,1680,0.460871,4,2.5,0.25044464543603917,PASS,0.060237,0.143893,0.006296,0.01728213096644797,0.0,0.03603087759265364
A2,uni,1680,0.460871,0,3.0,0.2567405895133302,PASS,0.060237,0.143893,0.0,0.01728213096644797,0.0,0.03603087759265364
A2,uni,1680,0.460871,1,3.0,0.255108723281383,PASS,0.060237,0.143893,0.001632,0.01728213096644797,0.0,0.03603087759265364
A2,uni,1680,0.460871,2,3.0,0.25390980115178924,PASS,0.060237,0.143893,0.002831,0.01728213096644797,0.0,0.03603087759265364
A2,uni,1680,0.460871,3,3.0,0.25070097032305455,PASS,0.060237,0.143893,0.00604,0.01728213096644797,0.0,0.03603087759265364
A2,uni,1680,0.460871,4,3.0,0.24864731859266434,PASS,0.060237,0.143893,0.008093,0.01728213096644797,0.0,0.03603087759265364
A2,uni,1960,0.460871,0,0.0,0.18390169929653258,PASS,0.081114,0.195854,0.0,0.023351636129307934,0.0,0.049042027834445216
A2,uni,1960,0.460871,1,0.0,0.18390169929653258,PASS,0.081114,0.195854,0.0,0.023351636129307934,0.0,0.049042027834445216
A2,uni,1960,0.460871,2,0.0,0.18390169929653258,PASS,0.081114,0.195854,0.0,0.023351636129307934,0.0,0.049042027834445216
A2,uni,1960,0.460871,3,0.0,0.18390169929653258,PASS,0.081114,0.195854,0.0,0.023351636129307934,0.0,0.049042027834445216
A2,uni,1960,0.460871,4,0.0,0.18390169929653258,PASS,0.081114,0.195854,0.0,0.023351636129307934,0.0,0.049042027834445216
A2,uni,1960,0.460871,0,0.5,0.18390169929653258,PASS,0.081114,0.195854,0.0,0.023351636129307934,0.0,0.049042027834445216
A2,uni,1960,0.460871,1,0.5,0.1836174651041255,PASS,0.081114,0.195854,0.000284,0.023351636129307934,0.0,0.049042027834445216
A2,uni,1960,0.460871,2,0.5,0.18340863998317333,PASS,0.081114,0.195854,0.000493,0.023351636129307934,0.0,0.049042027834445216
A2,uni,1960,0.460871,3,0.5,0.18289568456427543,PASS,0.081114,0.195854,0.001006,0.023351636129307934,0.0,0.049042027834445216
