campaign,topology,total_flow_lpm,inlet_pressure_mpa,defect_count,bead_height_mm,bead_height_std_mm,mc_iterations,fail_rate,fail_rate_CI95_low,fail_rate_CI95_high,mean_terminal_mpa,std_terminal_mpa,P5_terminal_mpa,P50_terminal_mpa,P95_terminal_mpa
D1,uni,2040,0.460871,1,1.0,0.25,10000,0.0,0.0,0.00038401247776654115,0.16040870224568443,0.00017951012497418472,0.16010642958466087,0.16041369296224167,0.16069760050444387
D1,uni,2040,0.460871,2,1.0,0.25,10000,0.0,0.0,0.00038401247776654115,0.15992691125779174,0.00022348150297655666,0.15955314225059303,0.15993027950730337,0.1602860951489418
D1,uni,2040,0.460871,3,1.0,0.25,10000,0.0,0.0,0.00038401247776654115,0.15872967672318034,0.0004077259094818197,0.15803758537263915,0.1587411052924912,0.1593832847380855
D1,uni,2040,0.460871,4,1.0,0.25,10000,0.0,0.0,0.00038401247776654115,0.1579645891408698,0.00045998190410700073,0.15718473741188543,0.1579753112516704,0.15869556914265118
D1,uni,2040,0.460871,1,1.0,0.5,10000,0.0,0.0,0.00038401247776654115,0.1603944083350046,0.0003554835164622258,0.1597752337949437,0.16041603622057882,0.16096144299475632
D1,uni,2040,0.460871,2,1.0,0.5,10000,0.0,0.0,0.00038401247776654115,0.15989832755758102,0.0004437661180346157,0.1591382659738442,0.15991693391785916,0.1605933431489637
D1,uni,2040,0.460871,3,1.0,0.5,10000,0.0,0.0,0.00038401247776654115,0.1586631438158698,0.0008117104670635594,0.15724348874426886,0.15871013480567658,0.15992751847550749
D1,uni,2040,0.460871,4,1.0,0.5,10000,0.0,0.0,0.00038401247776654115,0.15787502323511188,0.0009185306723014496,0.15629106248569216,0.15791986768688818,0.15929372429699284
D1,uni,2040,0.460871,1,1.0,0.75,10000,0.0,0.0,0.00038401247776654115,0.16035768370599782,0.0005172717774925305,0.15941499595035166,0.16041837795261765,0.16105856356991516
D1,uni,2040,0.460871,2,1.0,0.75,10000,0.0,0.0,0.00038401247776654115,0.15983181067918062,0.0006470210578265901,0.15867938874656104,0.1598846525003444,0.16079501564729237
D1,uni,2040,0.460871,3,1.0,0.75,10000,0.0,0.0,0.00038401247776654115,0.1585128411146615,0.0011907370420740848,0.1563587182032179,0.15863273488272683,0.1602627167354452
D1,uni,2040,0.460871,4,1.0,0.75,10000,0.0,0.0,0.00038401247776654115,0.15767258181680646,0.0013541475039709364,0.1552654762779681,0.15777584605590075,0.15967960670649448
D1,uni,2040,0.460871,1,1.5,0.25,10000,0.0,0.0,0.00038401247776654115,0.16003371049518797,0.0001984247446567668,0.15969946292482481,0.16003931957140122,0.1603528226210135
D1,uni,2040,0.460871,2,1.5,0.25,10000,0.0,0.0,0.00038401247776654115,0.1592759533920244,0.00024701316068402834,0.15886277079078182,0.15927974026104597,0.1596728504882196
D1,uni,2040,0.460871,3,1.5,0.25,10000,0.0,0.0,0.00038401247776654115,0.15736058526078678,0.00046030021699925154,0.15657735483840982,0.15737420016147619,0.15809607730472872
D1,uni,2040,0.460871,4,1.5,0.25,10000,0.0,0.0,0.00038401247776654115,0.15613587240464,0.0005204455031782554,0.1552526505979119,0.15614750066574176,0.156963659409205
D1,uni,2040,0.460871,1,1.5,0.5,10000,0.0,0.0,0.00038401247776654115,0.16002045027705714,0.00039895738512320017,0.15933251014282007,0.1600419091780917,0.16064369940029752
D1,uni,2040,0.460871,2,1.5,0.5,10000,0.0,0.0,0.00038401247776654115,0.15924823279808822,0.0004971375927192039,0.15840338966363404,0.1592649397574772,0.16003015114897237
D1,uni,2040,0.460871,3,1.5,0.5,10000,0.0,0.0,0.00038401247776654115,0.15729350063897848,0.0009283459885705175,0.1556859725879576,0.15734192198901303,0.1587435947470958
D1,uni,2040,0.460871,4,1.5,0.5,10000,0.0,0.0,0.00038401247776654115,0.15604453734999396,0.001052001266999729,0.15424023518819704,0.15609081513231124,0.157680077838702
D1,uni,2040,0.460871,1,1.5,0.75,10000,0.0,0.0,0.00038401247776654115,0.1599931616053823,0.0005974512892482286,0.15893267810343192,0.16004449706397428,0.1609117347115944
