campaign,topology,total_flow_lpm,inlet_pressure_mpa,defect_count,bead_height_mm,terminal_mpa,pass_fail,K_ELBOW,K3_bi,K_TEE
C2,uni,2240.0,0.45,0,0.0,0.09532271762617553,FAIL,0.75,1.0,1.2
C2,uni,2240.0,0.452,0,0.0,0.09732271762617553,FAIL,0.75,1.0,1.2
C2,uni,2240.0,0.454,0,0.0,0.09932271762617553,FAIL,0.75,1.0,1.2
C2,uni,2240.0,0.456,0,0.0,0.10132271762617553,PASS,0.75,1.0,1.2
C2,uni,2240.0,0.458,0,0.0,0.10332271762617554,PASS,0.75,1.0,1.2
C2,uni,2240.0,0.46,0,0.0,0.10532271762617554,PASS,0.75,1.0,1.2
C2,uni,2240.0,0.462,0,0.0,0.10732271762617554,PASS,0.75,1.0,1.2
C2,uni,2240.0,0.464,0,0.0,0.10932271762617554,PASS,0.75,1.0,1.2
C2,uni,2240.0,0.466,0,0.0,0.11132271762617553,PASS,0.75,1.0,1.2
C2,uni,2240.0,0.468,0,0.0,0.11332271762617553,PASS,0.75,1.0,1.2
C2,uni,2240.0,0.47,0,0.0,0.11532271762617548,PASS,0.75,1.0,1.2
C2,uni,2240.0,0.472,0,0.0,0.11732271762617548,PASS,0.75,1.0,1.2
C2,uni,2240.0,0.474,0,0.0,0.11932271762617548,PASS,0.75,1.0,1.2
C2,uni,2240.0,0.476,0,0.0,0.12132271762617548,PASS,0.75,1.0,1.2
C2,bi,2240.0,0.45,0,0.0,0.08502040871080216,FAIL,0.75,1.0,1.2
C2,bi,2240.0,0.452,0,0.0,0.08702040871080216,FAIL,0.75,1.0,1.2
C2,bi,2240.0,0.454,0,0.0,0.08902040871080216,FAIL,0.75,1.0,1.2
C2,bi,2240.0,0.456,0,0.0,0.09102040871080216,FAIL,0.75,1.0,1.2
C2,bi,2240.0,0.458,0,0.0,0.09302040871080217,FAIL,0.75,1.0,1.2
C2,bi,2240.0,0.46,0,0.0,0.09502040871080217,FAIL,0.75,1.0,1.2
C2,bi,2240.0,0.462,0,0.0,0.09702040871080217,FAIL,0.75,1.0,1.2
C2,bi,2240.0,0.464,0,0.0,0.09902040871080217,FAIL,0.75,1.0,1.2
C2,bi,2240.0,0.466,0,0.0,0.10102040871080217,PASS,0.75,1.0,1.2
C2,bi,2240.0,0.468,0,0.0,0.10302040871080217,PASS,0.75,1.0,1.2
C2,bi,2240.0,0.47,0,0.0,0.10502040871080212,PASS,0.75,1.0,1.2
C2,bi,2240.0,0.472,0,0.0,0.10702040871080212,PASS,0.75,1.0,1.2
C2,bi,2240.0,0.474,0,0.0,0.10902040871080212,PASS,0.75,1.0,1.2
C2,bi,2240.0,0.476,0,0.0,0.11102040871080211,PASS,0.75,1.0,1.2
