campaign,topology,total_flow_lpm,inlet_pressure_mpa,defect_count,bead_height_mm,bead_height_std_mm,mc_iterations,fail_rate,fail_rate_CI95_low,fail_rate_CI95_high,mean_terminal_mpa,std_terminal_mpa,P5_terminal_mpa,P50_terminal_mpa,P95_terminal_mpa
C1,uni,2560.0,0.524,1,1.0,0.25,10000,1.0,0.9996159875222334,0.9999999999999999,0.09362160187699446,0.000282688762742891,0.09314558925894273,0.09362946115228027,0.09407655276814358
C1,uni,2560.0,0.526,1,1.0,0.25,10000,1.0,0.9996159875222334,0.9999999999999999,0.09562160187699446,0.000282688762742891,0.09514558925894273,0.09562946115228027,0.09607655276814359
C1,uni,2560.0,0.528,1,1.0,0.25,10000,1.0,0.9996159875222334,0.9999999999999999,0.09762160187699447,0.000282688762742891,0.09714558925894273,0.09762946115228027,0.09807655276814359
C1,uni,2560.0,0.53,1,1.0,0.25,10000,0.9126,0.9069049134470959,0.917978199456251,0.09962160187699448,0.000282688762742891,0.09914558925894273,0.09962946115228027,0.10007655276814359
C1,uni,2560.0,0.532,1,1.0,0.25,10000,0.0,0.0,0.00038401247776654115,0.10162160187699447,0.000282688762742891,0.10114558925894274,0.10162946115228028,0.10207655276814359
C1,uni,2560.0,0.534,1,1.0,0.25,10000,0.0,0.0,0.00038401247776654115,0.10362160187699447,0.000282688762742891,0.10314558925894274,0.10362946115228028,0.1040765527681436
C1,uni,2560.0,0.536,1,1.0,0.25,10000,0.0,0.0,0.00038401247776654115,0.10562160187699449,0.000282688762742891,0.10514558925894274,0.10562946115228028,0.1060765527681436
C1,uni,2560.0,0.538,1,1.0,0.25,10000,0.0,0.0,0.00038401247776654115,0.10762160187699446,0.000282688762742891,0.10714558925894274,0.10762946115228028,0.1080765527681436
C1,uni,2560.0,0.54,1,1.0,0.25,10000,0.0,0.0,0.00038401247776654115,0.10962160187699449,0.000282688762742891,0.10914558925894274,0.10962946115228028,0.1100765527681436
C1,uni,2560.0,0.542,1,1.0,0.25,10000,0.0,0.0,0.00038401247776654115,0.11162160187699446,0.00028268876274289094,0.11114558925894273,0.11162946115228027,0.11207655276814359
C1,uni,2560.0,0.544,1,1.0,0.25,10000,0.0,0.0,0.00038401247776654115,0.11362160187699447,0.000282688762742891,0.11314558925894273,0.11362946115228027,0.11407655276814359
C1,uni,2560.0,0.546,1,1.0,0.25,10000,0.0,0.0,0.00038401247776654115,0.11562160187699448,0.000282688762742891,0.11514558925894273,0.11562946115228027,0.11607655276814359
C1,uni,2560.0,0.548,1,1.0,0.25,10000,0.0,0.0,0.00038401247776654115,0.11762160187699448,0.000282688762742891,0.11714558925894274,0.11762946115228028,0.11807655276814359
C1,uni,2560.0,0.55,1,1.0,0.25,10000,0.0,0.0,0.00038401247776654115,0.11962160187699446,0.000282688762742891,0.11914558925894274,0.11962946115228028,0.1200765527681436
C1,uni,2560.0,0.524,2,1.0,0.25,10000,1.0,0.9996159875222334,0.9999999999999999,0.09283103400308583,0.0003573860949755886,0.09222993900761475,0.09283588653016317,0.09340481457639802
C1,uni,2560.0,0.526,2,1.0,0.25,10000,1.0,0.9996159875222334,0.9999999999999999,0.09483103400308583,0.0003573860949755886,0.09422993900761475,0.09483588653016317,0.09540481457639802
C1,uni,2560.0,0.528,2,1.0,0.25,10000,1.0,0.9996159875222334,0.9999999999999999,0.09683103400308583,0.0003573860949755886,0.09622993900761476,0.09683588653016317,0.09740481457639802
C1,uni,2560.0,0.53,2,1.0,0.25,10000,0.9999,0.9994337165442557,0.999982347780473,0.09883103400308584,0.0003573860949755886,0.09822993900761476,0.09883588653016318,0.09940481457639802
C1,uni,2560.0,0.532,2,1.0,0.25,10000,0.0122,0.010227949832736751,0.014546692740572287,0.10083103400308584,0.0003573860949755886,0.10022993900761476,0.10083588653016318,0.10140481457639802
C1,uni,2560.0,0.534,2,1.0,0.25,10000,0.0,0.0,0.00038401247776654115,0.10283103400308585,0.00035738609497558855,0.10222993900761476,0.10283588653016318,0.10340481457639802
C1,uni,2560.0,0.536,2,1.0,0.25,10000,0.0,0.0,0.00038401247776654115,0.10483103400308584,0.0003573860949755886,0.10422993900761476,0.10483588653016318,0.10540481457639803
C1,uni,2560.0,0.538,2,1.0,0.25,10000,0.0,0.0,0.00038401247776654115,0.10683103400308584,0.0003573860949755886,0.10622993900761477,0.10683588653016318,0.10740481457639803
C1,uni,2560.0,0.54,2,1.0,0.25,10000,0.0,0.0,0.00038401247776654115,0.10883103400308584,0.0003573860949755886,0.10822993900761477,0.10883588653016318,0.10940481457639803
