campaign,topology,total_flow_lpm,defect_count,bead_height_mm,critical_inlet_mpa,terminal_at_critical_mpa,loss_pipe_mpa,loss_fitting_mpa,loss_bead_mpa,cross_main_loss_mpa,tee_split_loss_mpa,equipment_loss_mpa
B1,uni,2560.0,0,0.0,0.529687,0.10033248979858186,0.114293,0.315062,0.0,0.03940645057958407,0.0,0.08366353436480117
B1,uni,2560.0,1,0.0,0.529687,0.10033248979858186,0.114293,0.315062,0.0,0.03940645057958407,0.0,0.08366353436480117
B1,uni,2560.0,2,0.0,0.529687,0.10033248979858186,0.114293,0.315062,0.0,0.03940645057958407,0.0,0.08366353436480117
B1,uni,2560.0,3,0.0,0.529687,0.10033248979858186,0.114293,0.315062,0.0,0.03940645057958407,0.0,0.08366353436480117
B1,uni,2560.0,4,0.0,0.529687,0.10033248979858186,0.114293,0.315062,0.0,0.03940645057958407,0.0,0.08366353436480117
B1,uni,2560.0,0,0.5,0.529687,0.10033248979858186,0.114293,0.315062,0.0,0.03940645057958407,0.0,0.08366353436480117
B1,uni,2560.0,1,0.5,0.530078,0.10023822381478367,0.114293,0.315062,0.000485,0.03940645057958407,0.0,0.08366353436480117
B1,uni,2560.0,2,0.5,0.530469,0.10025760415531329,0.114293,0.315062,0.000856,0.03940645057958407,0.0,0.08366353436480117
B1,uni,2560.0,3,0.5,0.530859,0.10037547797692684,0.114293,0.315062,0.001129,0.03940645057958407,0.0,0.08366353436480117
B1,uni,2560.0,4,0.5,0.53125,0.10009612038897855,0.114293,0.315062,0.001799,0.03940645057958407,0.0,0.08366353436480117
B1,uni,2560.0,0,1.0,0.529687,0.10033248979858186,0.114293,0.315062,0.0,0.03940645057958407,0.0,0.08366353436480117
B1,uni,2560.0,1,1.0,0.530469,0.1000945186329579,0.114293,0.315062,0.001019,0.03940645057958407,0.0,0.08366353436480117
B1,uni,2560.0,2,1.0,0.53125,0.10009542742802699,0.114293,0.315062,0.0018,0.03940645057958407,0.0,0.08366353436480117
