campaign,topology,total_flow_lpm,inlet_pressure_mpa,defect_count,bead_height_mm,terminal_mpa,pass_fail,loss_pipe_mpa,loss_fitting_mpa,loss_bead_mpa,cross_main_loss_mpa,tee_split_loss_mpa,equipment_loss_mpa
A2,uni,1600,0.529356,0,0.0,0.36017834333714255,PASS,0.046107,0.123072,0.0,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.529356,1,0.0,0.36017834333714255,PASS,0.046107,0.123072,0.0,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.529356,2,0.0,0.36017834333714255,PASS,0.046107,0.123072,0.0,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.529356,3,0.0,0.36017834333714255,PASS,0.046107,0.123072,0.0,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.529356,4,0.0,0.36017834333714255,PASS,0.046107,0.123072,0.0,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.529356,0,0.5,0.36017834333714255,PASS,0.046107,0.123072,0.0,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.529356,1,0.5,0.3599889327965964,PASS,0.046107,0.123072,0.000189,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.529356,2,0.5,0.35984391535149074,PASS,0.046107,0.123072,0.000334,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.529356,3,0.5,0.3597373719224335,PASS,0.046107,0.123072,0.000441,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.529356,4,0.5,0.3594756599740162,PASS,0.046107,0.123072,0.000703,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.529356,0,1.0,0.36017834333714255,PASS,0.046107,0.123072,0.0,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.529356,1,1.0,0.35978021006932065,PASS,0.046107,0.123072,0.000398,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.529356,2,1.0,0.35947538928614453,PASS,0.046107,0.123072,0.000703,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.529356,3,1.0,0.3592514393229947,PASS,0.046107,0.123072,0.000927,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.529356,4,1.0,0.35869306233729087,PASS,0.046107,0.123072,0.001485,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.529356,0,1.5,0.36017834333714255,PASS,0.046107,0.123072,0.0,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.529356,1,1.5,0.35954976335874317,PASS,0.046107,0.123072,0.000629,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.529356,2,1.5,0.3590685068127812,PASS,0.046107,0.123072,0.00111,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.529356,3,1.5,0.35871493057493153,PASS,0.046107,0.123072,0.001463,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.529356,4,1.5,0.35781918099028687,PASS,0.046107,0.123072,0.002359,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.529356,0,2.0,0.36017834333714255,PASS,0.046107,0.123072,0.0,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.529356,1,2.0,0.3592948220433701,PASS,0.046107,0.123072,0.000884,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.529356,2,2.0,0.3586183760528256,PASS,0.046107,0.123072,0.00156,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.529356,3,2.0,0.3581213953250786,PASS,0.046107,0.123072,0.002057,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.529356,4,2.0,0.3568406748688309,PASS,0.046107,0.123072,0.003338,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.529356,0,2.5,0.36017834333714255,PASS,0.046107,0.123072,0.0,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.529356,1,2.5,0.35901219434702103,PASS,0.046107,0.123072,0.001166,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.529356,2,2.5,0.35811936152645923,PASS,0.046107,0.123072,0.002059,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.529356,3,2.5,0.3574634027195159,PASS,0.046107,0.123072,0.002715,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.529356,4,2.5,0.35574182237835583,PASS,0.046107,0.123072,0.004437,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.529356,0,3.0,0.36017834333714255,PASS,0.046107,0.123072,0.0,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.529356,1,3.0,0.35869819255986624,PASS,0.046107,0.123072,0.00148,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.529356,2,3.0,0.3575649521210141,PASS,0.046107,0.123072,0.002613,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.529356,3,3.0,0.35673236730879615,PASS,0.046107,0.123072,0.003446,0.01571437732359728,0.0,0.03268106811125047
