campaign,topology,total_flow_lpm,inlet_pressure_mpa,defect_count,bead_height_mm,terminal_mpa,pass_fail,K_ELBOW,K3_bi,K_TEE
C2,uni,2560.0,0.524,0,0.0,0.09464498979858191,FAIL,0.53,0.9,1.06
C2,uni,2560.0,0.526,0,0.0,0.09664498979858191,FAIL,0.53,0.9,1.06
C2,uni,2560.0,0.528,0,0.0,0.09864498979858191,FAIL,0.53,0.9,1.06
C2,uni,2560.0,0.53,0,0.0,0.10064498979858191,PASS,0.53,0.9,1.06
C2,uni,2560.0,0.532,0,0.0,0.10264498979858191,PASS,0.53,0.9,1.06
C2,uni,2560.0,0.534,0,0.0,0.10464498979858192,PASS,0.53,0.9,1.06
C2,uni,2560.0,0.536,0,0.0,0.10664498979858192,PASS,0.53,0.9,1.06
C2,uni,2560.0,0.538,0,0.0,0.10864498979858192,PASS,0.53,0.9,1.06
C2,uni,2560.0,0.54,0,0.0,0.11064498979858192,PASS,0.53,0.9,1.06
C2,uni,2560.0,0.542,0,0.0,0.11264498979858191,PASS,0.53,0.9,1.06
C2,uni,2560.0,0.544,0,0.0,0.11464498979858191,PASS,0.53,0.9,1.06
C2,uni,2560.0,0.546,0,0.0,0.11664498979858191,PASS,0.53,0.9,1.06
C2,uni,2560.0,0.548,0,0.0,0.11864498979858192,PASS,0.53,0.9,1.06
C2,uni,2560.0,0.55,0,0.0,0.12064498979858192,PASS,0.53,0.9,1.06
C2,bi,2560.0,0.524,0,0.0,0.08590683175288924,FAIL,0.53,0.9,1.06
C2,bi,2560.0,0.526,0,0.0,0.08790683175288924,FAIL,0.53,0.9,1.06
C2,bi,2560.0,0.528,0,0.0,0.08990683175288924,FAIL,0.53,0.9,1.06
C2,bi,2560.0,0.53,0,0.0,0.09190683175288925,FAIL,0.53,0.9,1.06
C2,bi,2560.0,0.532,0,0.0,0.09390683175288925,FAIL,0.53,0.9,1.06
C2,bi,2560.0,0.534,0,0.0,0.09590683175288925,FAIL,0.53,0.9,1.06
C2,bi,2560.0,0.536,0,0.0,0.09790683175288925,FAIL,0.53,0.9,1.06
C2,bi,2560.0,0.538,0,0.0,0.09990683175288925,FAIL,0.53,0.9,1.06
C2,bi,2560.0,0.54,0,0.0,0.10190683175288925,PASS,0.53,0.9,1.06
C2,bi,2560.0,0.542,0,0.0,0.10390683175288926,PASS,0.53,0.9,1.06
C2,bi,2560.0,0.544,0,0.0,0.10590683175288926,PASS,0.53,0.9,1.06
C2,bi,2560.0,0.546,0,0.0,0.10790683175288926,PASS,0.53,0.9,1.06
C2,bi,2560.0,0.548,0,0.0,0.10990683175288926,PASS,0.53,0.9,1.06
C2,bi,2560.0,0.55,0,0.0,0.11190683175288925,PASS,0.53,0.9,1.06
