case_id,topology,branch_inlet_config,num_branches,heads_per_branch,active_heads,total_flow_lpm,inlet_pressure_mpa,bead_height_mm,bead_height_std_mm,defect_count,p_bead,mc_iterations,terminal_pressure_mpa,pressure_margin_mpa,pass_fail,loss_pipe_mpa,loss_fitting_mpa,loss_bead_mpa,required_extra_inlet_pressure_mpa,worst_branch_index,ranking_or_location_id,mean_terminal_mpa,std_terminal_mpa,P5_terminal_mpa,P50_terminal_mpa,P95_terminal_mpa,fail_rate,fail_rate_CI95_low,fail_rate_CI95_high
S2b,tree,80A-65A,4,8,32,2560.0,0.55,0.0,0.0,0,,0,0.11727675095444597,,,,,,,,,0.11727675095444597,0.0,,,,0.0,,
S2b,tree,80A-65A,4,8,32,2560.0,0.55,1.5,0.75,0,,0,0.11727675095444597,,,,,,,,,0.11727675095444597,0.0,,,,0.0,,
S2b,tree,80A-65A,4,8,32,2560.0,0.55,1.5,0.75,1,,10000,,,,,,,,,,0.11676452117321497,0.0011704808535401006,0.114458144655364,0.11727675095444597,0.11727675095444597,0.0,0.0,0.00038401247776654115
S2b,tree,80A-65A,4,8,32,2560.0,0.55,1.5,0.75,2,,10000,,,,,,,,,,0.11619742788649137,0.0016947230475918811,0.11286757187027782,0.11715248629330652,0.11727675095444597,0.0003,0.00010203035287762114,0.0008817517174022601
S2b,tree,80A-65A,4,8,32,2560.0,0.55,1.5,0.75,4,,10000,,,,,,,,,,0.11509106507981359,0.002241206979076805,0.11068384100097887,0.11562079365667664,0.11727675095444597,0.0002,5.4847779209068104e-05,0.0007290110935663664
S2b,tree,80A-65A,4,8,32,2560.0,0.55,1.5,0.75,8,,10000,,,,,,,,,,0.11289582723013951,0.0029229149387720644,0.10749387936597113,0.1133863860184313,0.11666466368040568,0.0022,0.0014533386585013621,0.003328984164363006
S2b,tree,80A-65A,4,8,32,2560.0,0.55,2.0,1.0,0,,0,0.11727675095444597,,,,,,,,,0.11727675095444597,0.0,,,,0.0,,
S2b,tree,80A-65A,4,8,32,2560.0,0.55,2.0,1.0,1,,10000,,,,,,,,,,0.11636267997623345,0.0019893816780581215,0.11259693833625396,0.11727675095444597,0.11727675095444597,0.0013,0.0007599045488158861,0.002223109496508462
S2b,tree,80A-65A,4,8,32,2560.0,0.55,2.0,1.0,2,,10000,,,,,,,,,,0.11545495750027772,0.0028399984439415396,0.11032911003803661,0.11657857420160624,0.11727675095444597,0.0042,0.0031088599034471516,0.005671926869506149
S2b,tree,80A-65A,4,8,32,2560.0,0.55,2.0,1.0,4,,10000,,,,,,,,,,0.11364831949644813,0.0037300168172930397,0.10658725171200072,0.11456269456075772,0.11727675095444597,0.0102,0.008410122627316854,0.012366055995903253
S2b,tree,80A-65A,4,8,32,2560.0,0.55,2.0,1.0,8,,10000,,,,,,,,,,0.11020414381279274,0.004839089340634897,0.10103275297297222,0.1111953787087038,0.1160052757890498,0.0397,0.036046447435145984,0.043707074451885874
S2b,tree,80A-65A,4,8,32,2560.0,0.55,2.5,1.25,0,,0,0.11727675095444597,,,,,,,,,0.11727675095444597,0.0,,,,0.0,,
S2b,tree,80A-65A,4,8,32,2560.0,0.55,2.5,1.25,1,,10000,,,,,,,,,,0.11584564351441755,0.0033345498768821433,0.11061049758963029,0.11727675095444597,0.11727675095444597,0.007,0.005544595653529791,0.008834040649548016
S2b,tree,80A-65A,4,8,32,2560.0,0.55,2.5,1.25,2,,10000,,,,,,,,,,0.11423790347161603,0.005002456998496491,0.10602179895957789,0.1158215350589461,0.11727675095444597,0.0203,0.01771452863591045,0.023253892935258764
S2b,tree,80A-65A,4,8,32,2560.0,0.55,2.5,1.25,4,,10000,,,,,,,,,,0.1115712370015432,0.006167816701391942,0.10051725207252249,0.11319406637032728,0.11727675095444597,0.0463,0.042352706247467634,0.05059574667485771
S2b,tree,80A-65A,4,8,32,2560.0,0.55,2.5,1.25,8,,10000,,,,,,,,,,0.10615542257138963,0.008042857498506592,0.09110181151885988,0.10794984015344977,0.11499270187893633,0.1651,0.15795195932823955,0.1725052522293685
S2b,tree,80A-65A,4,8,32,2560.0,0.55,3.0,1.5,0,,0,0.11727675095444597,,,,,,,,,0.11727675095444597,0.0,,,,0.0,,
S2b,tree,80A-65A,4,8,32,2560.0,0.55,3.0,1.5,1,,10000,,,,,,,,,,0.11490111658310302,0.0060644961053513205,0.106632609586949,0.11727675095444597,0.11727675095444597,0.0225,0.019771408282019377,0.025595323634247664
S2b,tree,80A-65A,4,8,32,2560.0,0.55,3.0,1.5,2,,10000,,,,,,,,,,0.11249487208023945,0.010709480280717934,0.09990643736977105,0.11499808967990384,0.11727675095444597,0.0508,0.046665923012702865,0.05527907379732258
S2b,tree,80A-65A,4,8,32,2560.0,0.55,3.0,1.5,4,,10000,,,,,,,,,,0.10824483681542356,0.011813831987612577,0.08956881830943458,0.1112256275892055,0.11727675095444597,0.1289,0.12247447317879456,0.13561054088220376
S2b,tree,80A-65A,4,8,32,2560.0,0.55,3.0,1.5,8,,10000,,,,,,,,,,0.09984656914514989,0.015676394475352993,0.07488092063485065,0.10363660992421311,0.11366292331557196,0.3663,0.3569098771433398,0.37579280779321483
S2b,tree,80A-65A,4,8,32,2560.0,0.56,0.0,0.0,0,,0,0.127276750954446,,,,,,,,,0.127276750954446,0.0,,,,0.0,,
S2b,tree,80A-65A,4,8,32,2560.0,0.56,1.5,0.75,0,,0,0.127276750954446,,,,,,,,,0.127276750954446,0.0,,,,0.0,,
S2b,tree,80A-65A,4,8,32,2560.0,0.56,1.5,0.75,1,,10000,,,,,,,,,,0.12678344713056178,0.0011225925728101881,0.1245089200542525,0.127276750954446,0.127276750954446,0.0,0.0,0.00038401247776654115
S2b,tree,80A-65A,4,8,32,2560.0,0.56,1.5,0.75,2,,10000,,,,,,,,,,0.12622421557005062,0.0016576203421502318,0.12295267248332227,0.127276750954446,0.127276750954446,0.0,0.0,0.00038401247776654115
S2b,tree,80A-65A,4,8,32,2560.0,0.56,1.5,0.75,4,,10000,,,,,,,,,,0.12508432973432593,0.0022676974186506597,0.12074224332222507,0.1256253445703605,0.127276750954446,0.0,0.0,0.00038401247776654115
S2b,tree,80A-65A,4,8,32,2560.0,0.56,1.5,0.75,8,,10000,,,,,,,,,,0.12290373537116714,0.0028617272391454644,0.11743919813506273,0.12342986680482376,0.12660863279137186,0.0,0.0,0.00038401247776654115
S2b,tree,80A-65A,4,8,32,2560.0,0.56,2.0,1.0,0,,0,0.127276750954446,,,,,,,,,0.127276750954446,0.0,,,,0.0,,
S2b,tree,80A-65A,4,8,32,2560.0,0.56,2.0,1.0,1,,10000,,,,,,,,,,0.1263998207890128,0.001996771002785388,0.12279435405956118,0.127276750954446,0.127276750954446,0.0003,0.00010203035287762114,0.0008817517174022601
S2b,tree,80A-65A,4,8,32,2560.0,0.56,2.0,1.0,2,,10000,,,,,,,,,,0.1254322421076572,0.0027967319947428647,0.12019178171279458,0.12648047508738156,0.127276750954446,0.0007,0.00033912200289172947,0.0014443528574059384
S2b,tree,80A-65A,4,8,32,2560.0,0.56,2.0,1.0,4,,10000,,,,,,,,,,0.12364469914445063,0.0037207210323674145,0.11654278303441991,0.12454585680280174,0.127276750954446,0.0013,0.0007599045488158861,0.002223109496508462
S2b,tree,80A-65A,4,8,32,2560.0,0.56,2.0,1.0,8,,10000,,,,,,,,,,0.1201676372523304,0.00481313915298332,0.11143798695424269,0.12111998227466167,0.12596344539136664,0.0048,0.003622473612075849,0.006357852345904131
S2b,tree,80A-65A,4,8,32,2560.0,0.56,2.5,1.25,0,,0,0.127276750954446,,,,,,,,,0.127276750954446,0.0,,,,0.0,,
S2b,tree,80A-65A,4,8,32,2560.0,0.56,2.5,1.25,1,,10000,,,,,,,,,,0.1258060445994134,0.003297384755030971,0.12020458273092849,0.127276750954446,0.127276750954446,0.0024,0.001613367184247764,0.0035688020336254967
S2b,tree,80A-65A,4,8,32,2560.0,0.56,2.5,1.25,2,,10000,,,,,,,,,,0.12423929675222907,0.004850839831449589,0.11577504467489509,0.12586587633607377,0.127276750954446,0.0052,0.003967833312748148,0.006812185435249619
S2b,tree,80A-65A,4,8,32,2560.0,0.56,2.5,1.25,4,,10000,,,,,,,,,,0.1214355751691041,0.006302885235886174,0.10977699549690921,0.12305361091084412,0.127276750954446,0.0131,0.01105099200360744,0.015522959347241617
S2b,tree,80A-65A,4,8,32,2560.0,0.56,2.5,1.25,8,,10000,,,,,,,,,,0.11613113708936149,0.008267661266946967,0.10143577909414586,0.11798110223562872,0.12489183670057287,0.042,0.038241152943504116,0.04611060248613003
S2b,tree,80A-65A,4,8,32,2560.0,0.56,3.0,1.5,0,,0,0.127276750954446,,,,,,,,,0.127276750954446,0.0,,,,0.0,,
S2b,tree,80A-65A,4,8,32,2560.0,0.56,3.0,1.5,1,,10000,,,,,,,,,,0.12491088925229164,0.006193128682018584,0.11622747261261919,0.127276750954446,0.127276750954446,0.0101,0.008319690528457416,0.01225656489725824
S2b,tree,80A-65A,4,8,32,2560.0,0.56,3.0,1.5,2,,10000,,,,,,,,,,0.12233322793634437,0.009436475301447199,0.1091399266163336,0.12495615428271165,0.127276750954446,0.0237,0.020896460091627395,0.02686935019469301
S2b,tree,80A-65A,4,8,32,2560.0,0.56,3.0,1.5,4,,10000,,,,,,,,,,0.11793759656339273,0.01198345010616226,0.09885788615540152,0.12101617991845316,0.127276750954446,0.0542,0.04993106969653226,0.05881131582864438
