case_id,topology,branch_inlet_config,num_branches,heads_per_branch,active_heads,total_flow_lpm,inlet_pressure_mpa,bead_height_mm,bead_height_std_mm,defect_count,p_bead,mc_iterations,terminal_pressure_mpa,pressure_margin_mpa,pass_fail,loss_pipe_mpa,loss_fitting_mpa,loss_bead_mpa,required_extra_inlet_pressure_mpa,worst_branch_index,ranking_or_location_id,mean_terminal_mpa,std_terminal_mpa,P5_terminal_mpa,P50_terminal_mpa,P95_terminal_mpa,fail_rate,fail_rate_CI95_low,fail_rate_CI95_high
P1,tree,80A-65A,4,8,16,1280.0,0.5314,0.5,0.0,,0.05,10000,,,,,,,,,,0.42165414349440705,8.224098387965254e-05,0.42146605176641494,0.421702624322251,0.421702624322251,0.0,0.0,0.00038401247776654115
P1,tree,80A-65A,4,8,16,1280.0,0.5314,0.5,0.25,,0.05,10000,,,,,,,,,,0.4216506648044725,9.68943051275796e-05,0.4214447292818365,0.421702624322251,0.421702624322251,0.0,0.0,0.00038401247776654115
P1,tree,80A-65A,4,8,16,1280.0,0.5314,0.5,0.5,,0.05,10000,,,,,,,,,,0.4216444117423882,0.00012925237606205932,0.42137081208100063,0.421702624322251,0.421702624322251,0.0,0.0,0.00038401247776654115
P1,tree,80A-65A,4,8,16,1280.0,0.5314,1.0,0.0,,0.05,10000,,,,,,,,,,0.4215963002493052,0.00018027838528181337,0.42117849049998896,0.421702624322251,0.421702624322251,0.0,0.0,0.00038401247776654115
P1,tree,80A-65A,4,8,16,1280.0,0.5314,1.0,0.25,,0.05,10000,,,,,,,,,,0.4215950022483228,0.00018731487397374583,0.4211911124086608,0.421702624322251,0.421702624322251,0.0,0.0,0.00038401247776654115
P1,tree,80A-65A,4,8,16,1280.0,0.5314,1.0,0.5,,0.05,10000,,,,,,,,,,0.4215839891127429,0.00022470172343364326,0.4211194707163871,0.421702624322251,0.421702624322251,0.0,0.0,0.00038401247776654115
P1,tree,80A-65A,4,8,16,1280.0,0.5314,1.5,0.0,,0.05,10000,,,,,,,,,,0.4215225607272172,0.0002935560937616889,0.4208261658080631,0.421702624322251,0.421702624322251,0.0,0.0,0.00038401247776654115
P1,tree,80A-65A,4,8,16,1280.0,0.5314,1.5,0.25,,0.05,10000,,,,,,,,,,0.4215169605817315,0.0003084130923099281,0.4208609930457911,0.421702624322251,0.421702624322251,0.0,0.0,0.00038401247776654115
P1,tree,80A-65A,4,8,16,1280.0,0.5314,1.5,0.5,,0.05,10000,,,,,,,,,,0.4215054737376202,0.0003450704161926988,0.4207813779033335,0.421702624322251,0.421702624322251,0.0,0.0,0.00038401247776654115
P1,tree,80A-65A,4,8,16,1280.0,0.5314,2.0,0.0,,0.05,10000,,,,,,,,,,0.42141610277557867,0.0004366239001209064,0.42039075930093156,0.421702624322251,0.421702624322251,0.0,0.0,0.00038401247776654115
