campaign,topology,total_flow_lpm,inlet_pressure_mpa,defect_count,bead_height_mm,terminal_mpa,pass_fail,K_ELBOW,K3_bi,K_TEE
C2,uni,2240.0,0.448,0,0.0,0.09469245670517143,FAIL,0.45,1.0,0.9
C2,uni,2240.0,0.45,0,0.0,0.09669245670517143,FAIL,0.45,1.0,0.9
C2,uni,2240.0,0.452,0,0.0,0.09869245670517143,FAIL,0.45,1.0,0.9
C2,uni,2240.0,0.454,0,0.0,0.10069245670517143,PASS,0.45,1.0,0.9
C2,uni,2240.0,0.456,0,0.0,0.10269245670517144,PASS,0.45,1.0,0.9
C2,uni,2240.0,0.458,0,0.0,0.10469245670517144,PASS,0.45,1.0,0.9
C2,uni,2240.0,0.46,0,0.0,0.10669245670517144,PASS,0.45,1.0,0.9
C2,uni,2240.0,0.462,0,0.0,0.10869245670517144,PASS,0.45,1.0,0.9
C2,uni,2240.0,0.464,0,0.0,0.11069245670517144,PASS,0.45,1.0,0.9
C2,uni,2240.0,0.466,0,0.0,0.11269245670517143,PASS,0.45,1.0,0.9
C2,uni,2240.0,0.468,0,0.0,0.11469245670517143,PASS,0.45,1.0,0.9
C2,uni,2240.0,0.47,0,0.0,0.11669245670517138,PASS,0.45,1.0,0.9
C2,uni,2240.0,0.472,0,0.0,0.11869245670517138,PASS,0.45,1.0,0.9
C2,uni,2240.0,0.474,0,0.0,0.12069245670517138,PASS,0.45,1.0,0.9
C2,bi,2240.0,0.448,0,0.0,0.092214509423829,FAIL,0.45,1.0,0.9
C2,bi,2240.0,0.45,0,0.0,0.094214509423829,FAIL,0.45,1.0,0.9
C2,bi,2240.0,0.452,0,0.0,0.096214509423829,FAIL,0.45,1.0,0.9
C2,bi,2240.0,0.454,0,0.0,0.098214509423829,FAIL,0.45,1.0,0.9
C2,bi,2240.0,0.456,0,0.0,0.100214509423829,PASS,0.45,1.0,0.9
C2,bi,2240.0,0.458,0,0.0,0.10221450942382901,PASS,0.45,1.0,0.9
C2,bi,2240.0,0.46,0,0.0,0.10421450942382901,PASS,0.45,1.0,0.9
C2,bi,2240.0,0.462,0,0.0,0.10621450942382901,PASS,0.45,1.0,0.9
C2,bi,2240.0,0.464,0,0.0,0.10821450942382901,PASS,0.45,1.0,0.9
C2,bi,2240.0,0.466,0,0.0,0.11021450942382902,PASS,0.45,1.0,0.9
C2,bi,2240.0,0.468,0,0.0,0.112214509423829,PASS,0.45,1.0,0.9
C2,bi,2240.0,0.47,0,0.0,0.11421450942382895,PASS,0.45,1.0,0.9
C2,bi,2240.0,0.472,0,0.0,0.11621450942382895,PASS,0.45,1.0,0.9
C2,bi,2240.0,0.474,0,0.0,0.11821450942382895,PASS,0.45,1.0,0.9
