campaign,topology,total_flow_lpm,defect_count,bead_height_mm,critical_inlet_mpa
B2,uni,1920,0,0.0,0.360547
B2,uni,1920,2,0.0,0.360547
B2,uni,1920,4,0.0,0.360547
B2,uni,1920,0,0.5,0.360547
B2,uni,1920,2,0.5,0.361328
B2,uni,1920,4,0.5,0.362109
B2,uni,1920,0,1.0,0.360547
B2,uni,1920,2,1.0,0.361719
B2,uni,1920,4,1.0,0.363281
B2,uni,1920,0,1.5,0.360547
B2,uni,1920,2,1.5,0.3625
B2,uni,1920,4,1.5,0.365234
B2,uni,1920,0,2.0,0.360547
B2,uni,1920,2,2.0,0.362891
B2,uni,1920,4,2.0,0.366797
B2,uni,1920,0,2.5,0.360547
B2,uni,1920,2,2.5,0.363672
B2,uni,1920,4,2.5,0.369141
B2,uni,1920,0,3.0,0.360547
B2,uni,1920,2,3.0,0.364453
B2,uni,1920,4,3.0,0.371484
B2,uni,2000,0,0.0,0.382812
B2,uni,2000,2,0.0,0.382812
B2,uni,2000,4,0.0,0.382812
B2,uni,2000,0,0.5,0.382812
B2,uni,2000,2,0.5,0.383203
B2,uni,2000,4,0.5,0.383984
B2,uni,2000,0,1.0,0.382812
B2,uni,2000,2,1.0,0.383594
B2,uni,2000,4,1.0,0.385547
B2,uni,2000,0,1.5,0.382812
B2,uni,2000,2,1.5,0.384375
B2,uni,2000,4,1.5,0.3875
B2,uni,2000,0,2.0,0.382812
B2,uni,2000,2,2.0,0.385156
B2,uni,2000,4,2.0,0.389453
B2,uni,2000,0,2.5,0.382812
B2,uni,2000,2,2.5,0.385938
B2,uni,2000,4,2.5,0.391797
B2,uni,2000,0,3.0,0.382812
B2,uni,2000,2,3.0,0.386719
B2,uni,2000,4,3.0,0.394141
B2,uni,2080,0,0.0,0.405469
B2,uni,2080,2,0.0,0.405469
B2,uni,2080,4,0.0,0.405469
B2,uni,2080,0,0.5,0.405469
B2,uni,2080,2,0.5,0.40625
B2,uni,2080,4,0.5,0.407031
B2,uni,2080,0,1.0,0.405469
B2,uni,2080,2,1.0,0.406641
B2,uni,2080,4,1.0,0.408594
B2,uni,2080,0,1.5,0.405469
B2,uni,2080,2,1.5,0.407422
B2,uni,2080,4,1.5,0.410547
B2,uni,2080,0,2.0,0.405469
B2,uni,2080,2,2.0,0.408203
B2,uni,2080,4,2.0,0.412891
B2,uni,2080,0,2.5,0.405469
B2,uni,2080,2,2.5,0.408984
B2,uni,2080,4,2.5,0.415234
B2,uni,2080,0,3.0,0.405469
B2,uni,2080,2,3.0,0.409766
B2,uni,2080,4,3.0,0.417969
B2,uni,2160,0,0.0,0.429297
B2,uni,2160,2,0.0,0.429297
B2,uni,2160,4,0.0,0.429297
B2,uni,2160,0,0.5,0.429297
B2,uni,2160,2,0.5,0.429688
B2,uni,2160,4,0.5,0.430859
B2,uni,2160,0,1.0,0.429297
B2,uni,2160,2,1.0,0.430469
B2,uni,2160,4,1.0,0.432813
B2,uni,2160,0,1.5,0.429297
B2,uni,2160,2,1.5,0.43125
B2,uni,2160,4,1.5,0.434766
B2,uni,2160,0,2.0,0.429297
B2,uni,2160,2,2.0,0.432031
B2,uni,2160,4,2.0,0.437109
B2,uni,2160,0,2.5,0.429297
B2,uni,2160,2,2.5,0.432813
B2,uni,2160,4,2.5,0.439844
B2,uni,2160,0,3.0,0.429297
B2,uni,2160,2,3.0,0.433984
B2,uni,2160,4,3.0,0.442578
B2,uni,2240,0,0.0,0.453906
B2,uni,2240,2,0.0,0.453906
B2,uni,2240,4,0.0,0.453906
B2,uni,2240,0,0.5,0.453906
B2,uni,2240,2,0.5,0.454688
B2,uni,2240,4,0.5,0.455469
B2,uni,2240,0,1.0,0.453906
B2,uni,2240,2,1.0,0.455078
B2,uni,2240,4,1.0,0.457422
B2,uni,2240,0,1.5,0.453906
B2,uni,2240,2,1.5,0.455859
B2,uni,2240,4,1.5,0.459766
B2,uni,2240,0,2.0,0.453906
B2,uni,2240,2,2.0,0.457031
B2,uni,2240,4,2.0,0.462109
B2,uni,2240,0,2.5,0.453906
B2,uni,2240,2,2.5,0.457813
B2,uni,2240,4,2.5,0.465234
B2,uni,2240,0,3.0,0.453906
B2,uni,2240,2,3.0,0.458984
B2,uni,2240,4,3.0,0.468359
B2,uni,2320,0,0.0,0.479297
B2,uni,2320,2,0.0,0.479297
B2,uni,2320,4,0.0,0.479297
B2,uni,2320,0,0.5,0.479297
B2,uni,2320,2,0.5,0.480078
B2,uni,2320,4,0.5,0.48125
B2,uni,2320,0,1.0,0.479297
B2,uni,2320,2,1.0,0.480859
B2,uni,2320,4,1.0,0.483203
B2,uni,2320,0,1.5,0.479297
B2,uni,2320,2,1.5,0.481641
B2,uni,2320,4,1.5,0.485547
B2,uni,2320,0,2.0,0.479297
B2,uni,2320,2,2.0,0.482422
B2,uni,2320,4,2.0,0.488281
B2,uni,2320,0,2.5,0.479297
B2,uni,2320,2,2.5,0.483594
B2,uni,2320,4,2.5,0.491406
B2,uni,2320,0,3.0,0.479297
B2,uni,2320,2,3.0,0.484766
B2,uni,2320,4,3.0,0.494922
B2,uni,2400,0,0.0,0.505859
B2,uni,2400,2,0.0,0.505859
B2,uni,2400,4,0.0,0.505859
B2,uni,2400,0,0.5,0.505859
B2,uni,2400,2,0.5,0.506641
B2,uni,2400,4,0.5,0.507812
B2,uni,2400,0,1.0,0.505859
B2,uni,2400,2,1.0,0.507422
B2,uni,2400,4,1.0,0.510156
B2,uni,2400,0,1.5,0.505859
B2,uni,2400,2,1.5,0.508203
B2,uni,2400,4,1.5,0.5125
B2,uni,2400,0,2.0,0.505859
B2,uni,2400,2,2.0,0.509375
B2,uni,2400,4,2.0,0.515234
B2,uni,2400,0,2.5,0.505859
B2,uni,2400,2,2.5,0.510156
B2,uni,2400,4,2.5,0.51875
B2,uni,2400,0,3.0,0.505859
B2,uni,2400,2,3.0,0.511719
B2,uni,2400,4,3.0,0.522266
B2,uni,2480,0,0.0,0.533203
B2,uni,2480,2,0.0,0.533203
B2,uni,2480,4,0.0,0.533203
B2,uni,2480,0,0.5,0.533203
B2,uni,2480,2,0.5,0.533984
B2,uni,2480,4,0.5,0.535156
B2,uni,2480,0,1.0,0.533203
B2,uni,2480,2,1.0,0.534766
B2,uni,2480,4,1.0,0.5375
B2,uni,2480,0,1.5,0.533203
B2,uni,2480,2,1.5,0.535547
B2,uni,2480,4,1.5,0.540234
B2,uni,2480,0,2.0,0.533203
B2,uni,2480,2,2.0,0.536719
B2,uni,2480,4,2.0,0.543359
B2,uni,2480,0,2.5,0.533203
B2,uni,2480,2,2.5,0.537891
B2,uni,2480,4,2.5,0.546875
B2,uni,2480,0,3.0,0.533203
B2,uni,2480,2,3.0,0.539063
B2,uni,2480,4,3.0,0.550781
B2,uni,2560,0,0.0,0.561328
B2,uni,2560,2,0.0,0.561328
B2,uni,2560,4,0.0,0.561328
B2,uni,2560,0,0.5,0.561328
B2,uni,2560,2,0.5,0.562109
B2,uni,2560,4,0.5,0.563281
B2,uni,2560,0,1.0,0.561328
B2,uni,2560,2,1.0,0.562891
B2,uni,2560,4,1.0,0.566016
B2,uni,2560,0,1.5,0.561328
B2,uni,2560,2,1.5,0.564063
B2,uni,2560,4,1.5,0.56875
B2,uni,2560,0,2.0,0.561328
B2,uni,2560,2,2.0,0.565234
B2,uni,2560,4,2.0,0.572266
B2,uni,2560,0,2.5,0.561328
B2,uni,2560,2,2.5,0.566406
B2,uni,2560,4,2.5,0.575781
B2,uni,2560,0,3.0,0.561328
B2,uni,2560,2,3.0,0.567578
B2,uni,2560,4,3.0,0.580078
B2,bi,1920,0,0.0,0.365625
B2,bi,1920,2,0.0,0.365625
B2,bi,1920,4,0.0,0.365625
B2,bi,1920,0,0.5,0.365625
B2,bi,1920,2,0.5,0.366406
B2,bi,1920,4,0.5,0.367188
B2,bi,1920,0,1.0,0.365625
B2,bi,1920,2,1.0,0.366797
B2,bi,1920,4,1.0,0.368359
B2,bi,1920,0,1.5,0.365625
B2,bi,1920,2,1.5,0.367188
B2,bi,1920,4,1.5,0.369922
B2,bi,1920,0,2.0,0.365625
B2,bi,1920,2,2.0,0.367969
B2,bi,1920,4,2.0,0.371875
B2,bi,1920,0,2.5,0.365625
B2,bi,1920,2,2.5,0.36875
B2,bi,1920,4,2.5,0.373828
B2,bi,1920,0,3.0,0.365625
B2,bi,1920,2,3.0,0.369531
B2,bi,1920,4,3.0,0.376172
B2,bi,2000,0,0.0,0.388281
B2,bi,2000,2,0.0,0.388281
B2,bi,2000,4,0.0,0.388281
B2,bi,2000,0,0.5,0.388281
B2,bi,2000,2,0.5,0.388672
B2,bi,2000,4,0.5,0.389453
B2,bi,2000,0,1.0,0.388281
B2,bi,2000,2,1.0,0.389453
B2,bi,2000,4,1.0,0.391016
B2,bi,2000,0,1.5,0.388281
B2,bi,2000,2,1.5,0.389844
B2,bi,2000,4,1.5,0.392969
B2,bi,2000,0,2.0,0.388281
B2,bi,2000,2,2.0,0.390625
B2,bi,2000,4,2.0,0.394922
B2,bi,2000,0,2.5,0.388281
B2,bi,2000,2,2.5,0.391406
B2,bi,2000,4,2.5,0.397266
B2,bi,2000,0,3.0,0.388281
B2,bi,2000,2,3.0,0.392188
B2,bi,2000,4,3.0,0.399609
B2,bi,2080,0,0.0,0.411328
B2,bi,2080,2,0.0,0.411328
B2,bi,2080,4,0.0,0.411328
B2,bi,2080,0,0.5,0.411328
B2,bi,2080,2,0.5,0.412109
B2,bi,2080,4,0.5,0.412891
B2,bi,2080,0,1.0,0.411328
B2,bi,2080,2,1.0,0.4125
B2,bi,2080,4,1.0,0.414844
B2,bi,2080,0,1.5,0.411328
B2,bi,2080,2,1.5,0.413281
B2,bi,2080,4,1.5,0.416406
B2,bi,2080,0,2.0,0.411328
B2,bi,2080,2,2.0,0.414062
B2,bi,2080,4,2.0,0.41875
B2,bi,2080,0,2.5,0.411328
B2,bi,2080,2,2.5,0.414844
B2,bi,2080,4,2.5,0.421094
B2,bi,2080,0,3.0,0.411328
B2,bi,2080,2,3.0,0.416016
B2,bi,2080,4,3.0,0.423828
B2,bi,2160,0,0.0,0.435937
B2,bi,2160,2,0.0,0.435937
B2,bi,2160,4,0.0,0.435937
B2,bi,2160,0,0.5,0.435937
B2,bi,2160,2,0.5,0.436328
B2,bi,2160,4,0.5,0.4375
B2,bi,2160,0,1.0,0.435937
B2,bi,2160,2,1.0,0.437109
B2,bi,2160,4,1.0,0.439063
B2,bi,2160,0,1.5,0.435937
B2,bi,2160,2,1.5,0.437891
B2,bi,2160,4,1.5,0.441406
B2,bi,2160,0,2.0,0.435937
B2,bi,2160,2,2.0,0.438672
B2,bi,2160,4,2.0,0.443359
