campaign,topology,total_flow_lpm,defect_count,bead_height_mm,critical_inlet_mpa
B2,bi,2160,0,2.5,0.435937
B2,bi,2160,2,2.5,0.439453
B2,bi,2160,4,2.5,0.446094
B2,bi,2160,0,3.0,0.435937
B2,bi,2160,2,3.0,0.440234
B2,bi,2160,4,3.0,0.449219
B2,bi,2240,0,0.0,0.460938
B2,bi,2240,2,0.0,0.460938
B2,bi,2240,4,0.0,0.460938
B2,bi,2240,0,0.5,0.460938
B2,bi,2240,2,0.5,0.461719
B2,bi,2240,4,0.5,0.4625
B2,bi,2240,0,1.0,0.460938
B2,bi,2240,2,1.0,0.462109
B2,bi,2240,4,1.0,0.464453
B2,bi,2240,0,1.5,0.460938
B2,bi,2240,2,1.5,0.462891
B2,bi,2240,4,1.5,0.466797
B2,bi,2240,0,2.0,0.460938
B2,bi,2240,2,2.0,0.464063
B2,bi,2240,4,2.0,0.469141
B2,bi,2240,0,2.5,0.460938
B2,bi,2240,2,2.5,0.464844
B2,bi,2240,4,2.5,0.472266
B2,bi,2240,0,3.0,0.460938
B2,bi,2240,2,3.0,0.466016
B2,bi,2240,4,3.0,0.475391
B2,bi,2320,0,0.0,0.487109
B2,bi,2320,2,0.0,0.487109
B2,bi,2320,4,0.0,0.487109
B2,bi,2320,0,0.5,0.487109
B2,bi,2320,2,0.5,0.4875
B2,bi,2320,4,0.5,0.488672
B2,bi,2320,0,1.0,0.487109
B2,bi,2320,2,1.0,0.488281
B2,bi,2320,4,1.0,0.491016
B2,bi,2320,0,1.5,0.487109
B2,bi,2320,2,1.5,0.489062
B2,bi,2320,4,1.5,0.493359
B2,bi,2320,0,2.0,0.487109
B2,bi,2320,2,2.0,0.490234
B2,bi,2320,4,2.0,0.496094
B2,bi,2320,0,2.5,0.487109
B2,bi,2320,2,2.5,0.491016
B2,bi,2320,4,2.5,0.498828
B2,bi,2320,0,3.0,0.487109
B2,bi,2320,2,3.0,0.492188
B2,bi,2320,4,3.0,0.502344
B2,bi,2400,0,0.0,0.514062
B2,bi,2400,2,0.0,0.514062
B2,bi,2400,4,0.0,0.514062
B2,bi,2400,0,0.5,0.514062
B2,bi,2400,2,0.5,0.514453
B2,bi,2400,4,0.5,0.516016
B2,bi,2400,0,1.0,0.514062
B2,bi,2400,2,1.0,0.515625
B2,bi,2400,4,1.0,0.517969
B2,bi,2400,0,1.5,0.514062
B2,bi,2400,2,1.5,0.516406
B2,bi,2400,4,1.5,0.520703
B2,bi,2400,0,2.0,0.514062
B2,bi,2400,2,2.0,0.517188
B2,bi,2400,4,2.0,0.523438
B2,bi,2400,0,2.5,0.514062
B2,bi,2400,2,2.5,0.518359
B2,bi,2400,4,2.5,0.526563
B2,bi,2400,0,3.0,0.514062
B2,bi,2400,2,3.0,0.519531
B2,bi,2400,4,3.0,0.530469
B2,bi,2480,0,0.0,0.541797
B2,bi,2480,2,0.0,0.541797
B2,bi,2480,4,0.0,0.541797
B2,bi,2480,0,0.5,0.541797
B2,bi,2480,2,0.5,0.542578
B2,bi,2480,4,0.5,0.54375
B2,bi,2480,0,1.0,0.541797
B2,bi,2480,2,1.0,0.543359
B2,bi,2480,4,1.0,0.546094
B2,bi,2480,0,1.5,0.541797
B2,bi,2480,2,1.5,0.544531
B2,bi,2480,4,1.5,0.548828
B2,bi,2480,0,2.0,0.541797
B2,bi,2480,2,2.0,0.545313
B2,bi,2480,4,2.0,0.551953
B2,bi,2480,0,2.5,0.541797
B2,bi,2480,2,2.5,0.546484
B2,bi,2480,4,2.5,0.555469
B2,bi,2480,0,3.0,0.541797
B2,bi,2480,2,3.0,0.548047
B2,bi,2480,4,3.0,0.559375
B2,bi,2560,0,0.0,0.570313
B2,bi,2560,2,0.0,0.570313
B2,bi,2560,4,0.0,0.570313
B2,bi,2560,0,0.5,0.570313
B2,bi,2560,2,0.5,0.571484
B2,bi,2560,4,0.5,0.572656
B2,bi,2560,0,1.0,0.570313
B2,bi,2560,2,1.0,0.572266
B2,bi,2560,4,1.0,0.575391
B2,bi,2560,0,1.5,0.570313
B2,bi,2560,2,1.5,0.573438
B2,bi,2560,4,1.5,0.578125
B2,bi,2560,0,2.0,0.570313
B2,bi,2560,2,2.0,0.574609
B2,bi,2560,4,2.0,0.581641
B2,bi,2560,0,2.5,0.570313
B2,bi,2560,2,2.5,0.575781
B2,bi,2560,4,2.5,0.585156
B2,bi,2560,0,3.0,0.570313
B2,bi,2560,2,3.0,0.576953
B2,bi,2560,4,3.0,0.589453
