campaign,topology,total_flow_lpm,inlet_pressure_mpa,defect_count,bead_height_mm,head_position,terminal_mpa,baseline_terminal_mpa,delta_mpa
E1,uni,2240.0,0.453674,1,1.0,1,0.09922085174584169,0.10000119295077256,-0.0007803412049308678
E1,uni,2240.0,0.453674,1,1.0,2,0.09942788104510905,0.10000119295077256,-0.0005733119056635094
E1,uni,2240.0,0.453674,1,1.0,3,0.09857174786737069,0.10000119295077256,-0.0014294450834018702
E1,uni,2240.0,0.453674,1,1.0,4,0.09908634809739539,0.10000119295077256,-0.0009148448533771725
E1,uni,2240.0,0.453674,1,1.0,5,0.09886121364270692,0.10000119295077256,-0.0011399793080656417
E1,uni,2240.0,0.453674,1,1.0,6,0.09790465766172442,0.10000119295077256,-0.002096535289048143
E1,uni,2240.0,0.453674,1,1.0,7,0.09947705912851053,0.10000119295077256,-0.0005241338222620323
E1,uni,2240.0,0.453674,1,1.5,1,0.09876917619310985,0.10000119295077256,-0.0012320167576627128
E1,uni,2240.0,0.453674,1,1.5,2,0.0990960377818775,0.10000119295077256,-0.0009051551688950554
E1,uni,2240.0,0.453674,1,1.5,3,0.09770807401408213,0.10000119295077256,-0.0022931189366904303
E1,uni,2240.0,0.453674,1,1.5,4,0.09853359683129068,0.10000119295077256,-0.0014675961194818843
E1,uni,2240.0,0.453674,1,1.5,5,0.09814940180139164,0.10000119295077256,-0.0018517911493809158
E1,uni,2240.0,0.453674,1,1.5,6,0.09649535889402104,0.10000119295077256,-0.0035058340567515195
E1,uni,2240.0,0.453674,1,1.5,7,0.09912473443658469,0.10000119295077256,-0.0008764585141878695
E1,uni,2240.0,0.453674,1,2.0,1,0.0982694912149786,0.10000119295077256,-0.0017317017357939557
E1,uni,2240.0,0.453674,1,2.0,2,0.09872892228774025,0.10000119295077256,-0.0012722706630323155
E1,uni,2240.0,0.453674,1,2.0,3,0.09672254858277848,0.10000119295077256,-0.003278644367994077
E1,uni,2240.0,0.453674,1,2.0,4,0.09790286055525635,0.10000119295077256,-0.0020983323955162114
E1,uni,2240.0,0.453674,1,2.0,5,0.09731729793980573,0.10000119295077256,-0.0026838950109668303
E1,uni,2240.0,0.453674,1,2.0,6,0.09475373286549484,0.10000119295077256,-0.005247460085277725
E1,uni,2240.0,0.453674,1,2.0,7,0.09868932792945313,0.10000119295077256,-0.0013118650213194277
E1,bi,2240.0,0.453674,1,1.0,1,0.09220464783861712,0.09298498904354799,-0.0007803412049308678
E1,bi,2240.0,0.453674,1,1.0,2,0.09241167713788448,0.09298498904354799,-0.0005733119056635094
E1,bi,2240.0,0.453674,1,1.0,3,0.09155554396014612,0.09298498904354799,-0.0014294450834018702
E1,bi,2240.0,0.453674,1,1.0,4,0.09207014419017082,0.09298498904354799,-0.0009148448533771725
E1,bi,2240.0,0.453674,1,1.0,5,0.09184500973548235,0.09298498904354799,-0.0011399793080656417
E1,bi,2240.0,0.453674,1,1.0,6,0.09088845375449985,0.09298498904354799,-0.002096535289048143
E1,bi,2240.0,0.453674,1,1.0,7,0.09246085522128596,0.09298498904354799,-0.0005241338222620323
E1,bi,2240.0,0.453674,1,1.5,1,0.09175297228588528,0.09298498904354799,-0.0012320167576627128
E1,bi,2240.0,0.453674,1,1.5,2,0.09207983387465293,0.09298498904354799,-0.0009051551688950554
E1,bi,2240.0,0.453674,1,1.5,3,0.09069187010685756,0.09298498904354799,-0.0022931189366904303
E1,bi,2240.0,0.453674,1,1.5,4,0.0915173929240661,0.09298498904354799,-0.0014675961194818843
E1,bi,2240.0,0.453674,1,1.5,5,0.09113319789416707,0.09298498904354799,-0.0018517911493809158
E1,bi,2240.0,0.453674,1,1.5,6,0.08947915498679647,0.09298498904354799,-0.0035058340567515195
E1,bi,2240.0,0.453674,1,1.5,7,0.09210853052936012,0.09298498904354799,-0.0008764585141878695
E1,bi,2240.0,0.453674,1,2.0,1,0.09125328730775403,0.09298498904354799,-0.0017317017357939557
E1,bi,2240.0,0.453674,1,2.0,2,0.09171271838051567,0.09298498904354799,-0.0012722706630323155
E1,bi,2240.0,0.453674,1,2.0,3,0.08970634467555391,0.09298498904354799,-0.003278644367994077
E1,bi,2240.0,0.453674,1,2.0,4,0.09088665664803178,0.09298498904354799,-0.0020983323955162114
E1,bi,2240.0,0.453674,1,2.0,5,0.09030109403258116,0.09298498904354799,-0.0026838950109668303
E1,bi,2240.0,0.453674,1,2.0,6,0.08773752895827026,0.09298498904354799,-0.005247460085277725
E1,bi,2240.0,0.453674,1,2.0,7,0.09167312402222856,0.09298498904354799,-0.0013118650213194277
