campaign,topology,placement,total_flow_lpm,inlet_pressure_mpa,defect_count,bead_height_mm,bead_height_std_mm,mc_iterations,fail_rate,fail_rate_CI95_low,fail_rate_CI95_high,mean_terminal_mpa,std_terminal_mpa,P5_terminal_mpa,P50_terminal_mpa,P95_terminal_mpa
C1_focused,uni,upstream,2560.0,0.5254,2,1.5,0.5,1000,1.0,0.9961731014136095,1.0,0.09270725777780968,0.0014224482476283596,0.09002233046269424,0.0929486194208497,0.09437688917617525
C1_focused,uni,upstream,2560.0,0.5274,2,1.5,0.5,1000,1.0,0.9961731014136095,1.0,0.09470725777780967,0.0014224482476283596,0.09202233046269424,0.0949486194208497,0.09637688917617525
C1_focused,uni,upstream,2560.0,0.529356,2,1.5,0.5,1000,1.0,0.9961731014136095,1.0,0.09666325777780975,0.0014224482476283596,0.09397833046269431,0.09690461942084977,0.09833288917617532
C1_focused,uni,upstream,2560.0,0.5314,2,1.5,0.5,1000,0.851,0.8275875218326485,0.8717259953597054,0.09870725777780968,0.0014224482476283596,0.09602233046269425,0.0989486194208497,0.10037688917617525
C1_focused,uni,upstream,2560.0,0.5334,2,1.5,0.5,1000,0.237,0.21168091851549473,0.26433203014094675,0.10070725777780969,0.0014224482476283596,0.09802233046269425,0.1009486194208497,0.10237688917617525
C1_focused,uni,upstream,2560.0,0.5254,4,1.5,0.5,1000,1.0,0.9961731014136095,1.0,0.08925852457573992,0.001956082465234647,0.0855412700694605,0.08949234740024363,0.091921749480519
C1_focused,uni,upstream,2560.0,0.5274,4,1.5,0.5,1000,1.0,0.9961731014136095,1.0,0.09125852457573992,0.001956082465234647,0.0875412700694605,0.09149234740024363,0.093921749480519
C1_focused,uni,upstream,2560.0,0.529356,4,1.5,0.5,1000,1.0,0.9961731014136095,1.0,0.09321452457573999,0.001956082465234647,0.08949727006946057,0.0934483474002437,0.09587774948051907
C1_focused,uni,upstream,2560.0,0.5314,4,1.5,0.5,1000,1.0,0.9961731014136095,1.0,0.09525852457573993,0.001956082465234647,0.0915412700694605,0.09549234740024364,0.097921749480519
C1_focused,uni,upstream,2560.0,0.5334,4,1.5,0.5,1000,0.957,0.9425806957803401,0.9679215189116991,0.09725852457573993,0.001956082465234647,0.0935412700694605,0.09749234740024364,0.099921749480519
C1_focused,uni,upstream,2560.0,0.5254,2,2.5,0.5,1000,1.0,0.9961731014136095,1.0,0.08965337211788343,0.002496728581764064,0.0847634689882747,0.09023546327079893,0.09241803233287967
C1_focused,uni,upstream,2560.0,0.5274,2,2.5,0.5,1000,1.0,0.9961731014136095,1.0,0.09165337211788344,0.002496728581764064,0.08676346898827471,0.09223546327079893,0.09441803233287967
C1_focused,uni,upstream,2560.0,0.529356,2,2.5,0.5,1000,1.0,0.9961731014136095,1.0,0.09360937211788349,0.002496728581764064,0.08871946898827478,0.094191463270799,0.09637403233287974
C1_focused,uni,upstream,2560.0,0.5314,2,2.5,0.5,1000,1.0,0.9961731014136095,1.0,0.09565337211788344,0.002496728581764064,0.09076346898827471,0.09623546327079893,0.09841803233287967
C1_focused,uni,upstream,2560.0,0.5334,2,2.5,0.5,1000,0.879,0.8573226741029558,0.8977765367685602,0.09765337211788344,0.002496728581764064,0.09276346898827471,0.09823546327079893,0.10041803233287967
C1_focused,uni,upstream,2560.0,0.5254,4,2.5,0.5,1000,1.0,0.9961731014136095,1.0,0.08300317304452198,0.0033645856950589373,0.07642867298965204,0.08356708981878391,0.08743950493411812
C1_focused,uni,upstream,2560.0,0.5274,4,2.5,0.5,1000,1.0,0.9961731014136095,1.0,0.08500317304452198,0.0033645856950589373,0.07842867298965205,0.08556708981878391,0.08943950493411812
C1_focused,uni,upstream,2560.0,0.529356,4,2.5,0.5,1000,1.0,0.9961731014136095,1.0,0.08695917304452207,0.0033645856950589373,0.08038467298965211,0.08752308981878398,0.09139550493411819
C1_focused,uni,upstream,2560.0,0.5314,4,2.5,0.5,1000,1.0,0.9961731014136095,1.0,0.08900317304452199,0.0033645856950589373,0.08242867298965205,0.08956708981878392,0.09343950493411812
C1_focused,uni,upstream,2560.0,0.5334,4,2.5,0.5,1000,1.0,0.9961731014136095,1.0,0.09100317304452199,0.0033645856950589373,0.08442867298965205,0.09156708981878392,0.09543950493411812
C1_focused,bi,upstream,2560.0,0.5254,2,1.5,0.5,1000,1.0,0.9961731014136095,1.0,0.08337275074534332,0.001422448247628359,0.08068782343022789,0.08361411238838332,0.08504238214370885
C1_focused,bi,upstream,2560.0,0.5274,2,1.5,0.5,1000,1.0,0.9961731014136095,1.0,0.08537275074534333,0.001422448247628359,0.08268782343022789,0.08561411238838332,0.08704238214370885
C1_focused,bi,upstream,2560.0,0.529356,2,1.5,0.5,1000,1.0,0.9961731014136095,1.0,0.0873287507453434,0.001422448247628359,0.08464382343022796,0.08757011238838339,0.08899838214370892
C1_focused,bi,upstream,2560.0,0.5314,2,1.5,0.5,1000,1.0,0.9961731014136095,1.0,0.08937275074534334,0.0014224482476283592,0.08668782343022789,0.08961411238838332,0.09104238214370886
C1_focused,bi,upstream,2560.0,0.5334,2,1.5,0.5,1000,1.0,0.9961731014136095,1.0,0.09137275074534333,0.001422448247628359,0.0886878234302279,0.09161411238838332,0.09304238214370886
C1_focused,bi,upstream,2560.0,0.5254,4,1.5,0.5,1000,1.0,0.9961731014136095,1.0,0.07992401754327358,0.0019560824652346464,0.0762067630369942,0.08015784036777727,0.08258724244805264
C1_focused,bi,upstream,2560.0,0.5274,4,1.5,0.5,1000,1.0,0.9961731014136095,1.0,0.08192401754327357,0.0019560824652346464,0.0782067630369942,0.08215784036777728,0.08458724244805264
C1_focused,bi,upstream,2560.0,0.529356,4,1.5,0.5,1000,1.0,0.9961731014136095,1.0,0.08388001754327364,0.0019560824652346464,0.08016276303699427,0.08411384036777735,0.08654324244805271
C1_focused,bi,upstream,2560.0,0.5314,4,1.5,0.5,1000,1.0,0.9961731014136095,1.0,0.08592401754327358,0.0019560824652346464,0.0822067630369942,0.08615784036777728,0.08858724244805265
C1_focused,bi,upstream,2560.0,0.5334,4,1.5,0.5,1000,1.0,0.9961731014136095,1.0,0.08792401754327356,0.0019560824652346464,0.0842067630369942,0.08815784036777728,0.09058724244805265
C1_focused,bi,upstream,2560.0,0.5254,2,2.5,0.5,1000,1.0,0.9961731014136095,1.0,0.08031886508541707,0.002496728581764064,0.07542896195580835,0.08090095623833257,0.08308352530041331
