case_id,topology,branch_inlet_config,num_branches,heads_per_branch,active_heads,total_flow_lpm,inlet_pressure_mpa,bead_height_mm,bead_height_std_mm,defect_count,p_bead,mc_iterations,terminal_pressure_mpa,pressure_margin_mpa,pass_fail,loss_pipe_mpa,loss_fitting_mpa,loss_bead_mpa,required_extra_inlet_pressure_mpa,worst_branch_index,mean_terminal_mpa,std_terminal_mpa,P5_terminal_mpa,P50_terminal_mpa,P95_terminal_mpa,fail_rate,fail_rate_CI95_low,fail_rate_CI95_high
S2b,tree,80A-65A,4,8,32,2560.0,0.56,1.5,0.75,8,,10000,,,,,,,,,0.12292543821102936,0.0028700781320195306,0.11738880453761953,0.12342922891906288,0.1266703137840005,0.0,0.0,0.00038401247776654115
S2b,tree,80A-65A,4,8,32,2560.0,0.56,0.0,0.0,0,,0,0.127276750954446,,,,,,,,0.127276750954446,0.0,,,,0.0,,
S2b,tree,80A-65A,4,8,32,2560.0,0.56,2.0,1.0,1,,10000,,,,,,,,,0.1263893404891258,0.0019792395651248374,0.12274705465132639,0.127276750954446,0.127276750954446,0.0001,1.765221952685649e-05,0.0005662834557441313
S2b,tree,80A-65A,4,8,32,2560.0,0.56,2.0,1.0,2,,10000,,,,,,,,,0.12540900260082968,0.0029461008312555033,0.11981402885716733,0.12656016616626042,0.127276750954446,0.0007,0.00033912200289172947,0.0014443528574059384
S2b,tree,80A-65A,4,8,32,2560.0,0.56,2.0,1.0,4,,10000,,,,,,,,,0.12363518748082761,0.0037385112618967794,0.11667108830581924,0.12453098840371593,0.127276750954446,0.0011,0.0006143442571264699,0.001968823393188985
S2b,tree,80A-65A,4,8,32,2560.0,0.56,2.0,1.0,8,,10000,,,,,,,,,0.12013973653535577,0.00477849826151951,0.11107316695144924,0.12110398830198672,0.1259528284476234,0.0038,0.002769887157078455,0.005211206825857061
S2b,tree,80A-65A,4,8,32,2560.0,0.56,0.0,0.0,0,,0,0.127276750954446,,,,,,,,0.127276750954446,0.0,,,,0.0,,
S2b,tree,80A-65A,4,8,32,2560.0,0.56,2.5,1.25,1,,10000,,,,,,,,,0.125773726788385,0.0035849908788019307,0.12016068572679849,0.127276750954446,0.127276750954446,0.0029,0.002019983350543452,0.004161801854852043
S2b,tree,80A-65A,4,8,32,2560.0,0.56,2.5,1.25,2,,10000,,,,,,,,,0.12431300079242846,0.004595121376112136,0.11635982789869051,0.12582233414730704,0.127276750954446,0.0054,0.00414129736628239,0.0070385677767242725
S2b,tree,80A-65A,4,8,32,2560.0,0.56,2.5,1.25,4,,10000,,,,,,,,,0.12140221072421924,0.006529175676544185,0.10977968260211797,0.12309737618591658,0.127276750954446,0.0147,0.01252061978936871,0.017252102721551494
S2b,tree,80A-65A,4,8,32,2560.0,0.56,2.5,1.25,8,,10000,,,,,,,,,0.11615887702730672,0.00853190857605038,0.10078334978181695,0.11806357740087127,0.1249848581359278,0.0455,0.04158698820856655,0.04976207913372322
S2b,tree,80A-65A,4,8,32,2560.0,0.56,0.0,0.0,0,,0,0.127276750954446,,,,,,,,0.127276750954446,0.0,,,,0.0,,
S2b,tree,80A-65A,4,8,32,2560.0,0.56,3.0,1.5,1,,10000,,,,,,,,,0.12484249903561973,0.0059303258192729275,0.11623027812230226,0.127276750954446,0.127276750954446,0.0096,0.007868269325693327,0.011708370112500095
S2b,tree,80A-65A,4,8,32,2560.0,0.56,3.0,1.5,2,,10000,,,,,,,,,0.12248799951185106,0.009487284530345717,0.10927938495693729,0.12506438697992728,0.127276750954446,0.0235,0.020708808996901244,0.02665715489441027
S2b,tree,80A-65A,4,8,32,2560.0,0.56,3.0,1.5,4,,10000,,,,,,,,,0.1181103920267245,0.011494100133493177,0.10007940291775701,0.12104581037379004,0.127276750954446,0.0495,0.04541886795081369,0.053927127291653956
S2b,tree,80A-65A,4,8,32,2560.0,0.56,3.0,1.5,8,,10000,,,,,,,,,0.10978219411418101,0.018065112747707206,0.08503640203989297,0.11366705745795257,0.12374242658554306,0.1492,0.1423515571775949,0.15631786597680608
S2b,tree,80A-65A,4,8,32,2560.0,0.58,0.0,0.0,0,,0,0.14727675095444595,,,,,,,,0.14727675095444595,0.0,,,,0.0,,
S2b,tree,80A-65A,4,8,32,2560.0,0.58,1.5,0.75,1,,10000,,,,,,,,,0.14673156805781676,0.0012200319014141296,0.14431376683371763,0.14727675095444595,0.14727675095444595,0.0,0.0,0.00038401247776654115
