case_id,topology,branch_inlet_config,num_branches,heads_per_branch,active_heads,total_flow_lpm,inlet_pressure_mpa,bead_height_mm,bead_height_std_mm,defect_count,p_bead,mc_iterations,terminal_pressure_mpa,pressure_margin_mpa,pass_fail,loss_pipe_mpa,loss_fitting_mpa,loss_bead_mpa,required_extra_inlet_pressure_mpa,worst_branch_index,mean_terminal_mpa,std_terminal_mpa,P5_terminal_mpa,P50_terminal_mpa,P95_terminal_mpa,fail_rate,fail_rate_CI95_low,fail_rate_CI95_high,terminal_B_mpa,improvement_pct
D1b,tree,80A-65A,4,8,31,2480.0,0.5314,0.0,,,,,0.1250994241091892,0.025099424109189195,True,0.107992,0.298308,0.0,0.0,3,,,,,,,,,0.1250994241091892,0.0
D1b,tree,80A-65A,4,8,31,2480.0,0.5314,1.5,,,,,0.11220369054933528,0.012203690549335275,True,0.107992,0.298308,0.012896,0.0,3,,,,,,,,,0.1250994241091892,11.493145632481442
D1b,tree,80A-65A,4,8,31,2480.0,0.5314,2.5,,,,,0.09965289367503895,-0.00034710632496105787,False,0.107992,0.298308,0.025447,0.00034710632496105787,3,,,,,,,,,0.1250994241091892,25.535164605585454
D1b,tree,80A-65A,4,8,31,2480.0,0.5314,3.0,,,,,0.09160403693565056,-0.008395963064349449,False,0.107992,0.298308,0.033495,0.008395963064349449,3,,,,,,,,,0.1250994241091892,36.5654050782372
D1b,tree,80A-65A,4,8,32,2560.0,0.5314,0.0,,,,,0.09867675095444592,-0.0013232490455540868,False,0.114858,0.317865,0.0,0.0013232490455540868,3,,,,,,,,,0.09867675095444592,0.0
D1b,tree,80A-65A,4,8,32,2560.0,0.5314,1.5,,,,,0.08493561550669315,-0.015064384493306854,False,0.114858,0.317865,0.013741,0.015064384493306854,3,,,,,,,,,0.09867675095444592,16.17829619033011
D1b,tree,80A-65A,4,8,32,2560.0,0.5314,2.5,,,,,0.07156202965936806,-0.028437970340631946,False,0.114858,0.317865,0.027115,0.028437970340631946,3,,,,,,,,,0.09867675095444592,37.88981590396845
D1b,tree,80A-65A,4,8,32,2560.0,0.5314,3.0,,,,,0.06298551633872947,-0.03701448366127054,False,0.114858,0.317865,0.035691,0.03701448366127054,3,,,,,,,,,0.09867675095444592,56.66578078644741
