case_id,topology,branch_inlet_config,num_branches,heads_per_branch,active_heads,total_flow_lpm,inlet_pressure_mpa,bead_height_mm,bead_height_std_mm,defect_count,p_bead,mc_iterations,terminal_pressure_mpa,pressure_margin_mpa,pass_fail,loss_pipe_mpa,loss_fitting_mpa,loss_bead_mpa,required_extra_inlet_pressure_mpa,worst_branch_index,mean_terminal_mpa,std_terminal_mpa,P5_terminal_mpa,P50_terminal_mpa,P95_terminal_mpa,fail_rate,fail_rate_CI95_low,fail_rate_CI95_high
P1b,tree,80A-65A,4,8,32,2560.0,0.58,2.0,1.0,,0.3,10000,,,,,,,,,0.13897463401740337,0.005382377495305465,0.1291144455961875,0.13989105303039767,0.14588380649829874,0.0002,5.4847779209068104e-05,0.0007290110935663664
P1b,tree,80A-65A,4,8,32,2560.0,0.58,2.5,1.25,,0.3,10000,,,,,,,,,0.1342088863942791,0.009007142766258558,0.11820353494609254,0.13593641216909264,0.14470375219673562,0.0053,0.0040545030378426996,0.006925438907659515
P1b,tree,80A-65A,4,8,32,2560.0,0.58,3.0,1.5,,0.3,10000,,,,,,,,,0.12681385485540927,0.018201493699425662,0.09799000651891088,0.1309195454883582,0.14350469791756726,0.056,0.05166167614987018,0.06067932693038649
P1b,tree,80A-65A,4,8,32,2560.0,0.6,1.0,0.5,,0.05,10000,,,,,,,,,0.16680274187637936,0.0008942916066632017,0.1648697080449018,0.1672767509544459,0.1672767509544459,0.0,0.0,0.00038401247776654115
P1b,tree,80A-65A,4,8,32,2560.0,0.6,1.5,0.75,,0.05,10000,,,,,,,,,0.1664367705654868,0.00158168551726858,0.1633052072666997,0.1672767509544459,0.1672767509544459,0.0,0.0,0.00038401247776654115
P1b,tree,80A-65A,4,8,32,2560.0,0.6,2.0,1.0,,0.05,10000,,,,,,,,,0.16583255951155926,0.0026682049103696243,0.16052311459150642,0.1672767509544459,0.1672767509544459,0.0,0.0,0.00038401247776654115
P1b,tree,80A-65A,4,8,32,2560.0,0.6,2.5,1.25,,0.05,10000,,,,,,,,,0.16496502857139136,0.004605057666850886,0.15724963692915273,0.1672767509544459,0.1672767509544459,0.0003,0.00010203035287762114,0.0008817517174022601
P1b,tree,80A-65A,4,8,32,2560.0,0.6,3.0,1.5,,0.05,10000,,,,,,,,,0.16355898184086545,0.007841498584189472,0.15079226416763952,0.1672767509544459,0.1672767509544459,0.0022,0.0014533386585013621,0.003328984164363006
P1b,tree,80A-65A,4,8,32,2560.0,0.6,1.0,0.5,,0.1,10000,,,,,,,,,0.16634088799498617,0.001226070328287241,0.1638438089366301,0.16676581815081817,0.1672767509544459,0.0,0.0,0.00038401247776654115
P1b,tree,80A-65A,4,8,32,2560.0,0.6,1.5,0.75,,0.1,10000,,,,,,,,,0.16552912355242774,0.002212069822748508,0.1609568796277033,0.16622771425856664,0.1672767509544459,0.0,0.0,0.00038401247776654115
P1b,tree,80A-65A,4,8,32,2560.0,0.6,2.0,1.0,,0.1,10000,,,,,,,,,0.1643471494454358,0.0036726489411434277,0.15714452631876258,0.16543244995942244,0.1672767509544459,0.0,0.0,0.00038401247776654115
P1b,tree,80A-65A,4,8,32,2560.0,0.6,2.5,1.25,,0.1,10000,,,,,,,,,0.16263666680745198,0.006100694879103742,0.15135850007266322,0.16443100813283656,0.1672767509544459,0.0002,5.4847779209068104e-05,0.0007290110935663664
P1b,tree,80A-65A,4,8,32,2560.0,0.6,3.0,1.5,,0.1,10000,,,,,,,,,0.15989710008195343,0.011165107882335474,0.1423408733764626,0.16312279742454186,0.1672767509544459,0.0043,0.003194057070363735,0.005786652900094014
P1b,tree,80A-65A,4,8,32,2560.0,0.6,1.0,0.5,,0.2,10000,,,,,,,,,0.16539071447848072,0.0016072481671709664,0.16224890477971046,0.1656989025021366,0.1672767509544459,0.0,0.0,0.00038401247776654115
P1b,tree,80A-65A,4,8,32,2560.0,0.6,1.5,0.75,,0.2,10000,,,,,,,,,0.16376170276686874,0.0029455330181026207,0.15813950190743453,0.1643795333791291,0.1672767509544459,0.0,0.0,0.00038401247776654115
P1b,tree,80A-65A,4,8,32,2560.0,0.6,2.0,1.0,,0.2,10000,,,,,,,,,0.1616423970437525,0.004785754233085874,0.15244855507759192,0.16264782005166667,0.1672767509544459,0.0,0.0,0.00038401247776654115
