campaign,topology,total_flow_lpm,inlet_pressure_mpa,defect_count,bead_height_mm,terminal_mpa,pass_fail,K_ELBOW,K3_bi,K_TEE
C2,uni,2560.0,0.526,0,0.0,0.09533302202767971,FAIL,0.75,1.0,1.06
C2,uni,2560.0,0.528,0,0.0,0.09733302202767971,FAIL,0.75,1.0,1.06
C2,uni,2560.0,0.53,0,0.0,0.09933302202767971,FAIL,0.75,1.0,1.06
C2,uni,2560.0,0.532,0,0.0,0.10133302202767971,PASS,0.75,1.0,1.06
C2,uni,2560.0,0.534,0,0.0,0.10333302202767972,PASS,0.75,1.0,1.06
C2,uni,2560.0,0.536,0,0.0,0.10533302202767972,PASS,0.75,1.0,1.06
C2,uni,2560.0,0.538,0,0.0,0.10733302202767972,PASS,0.75,1.0,1.06
C2,uni,2560.0,0.54,0,0.0,0.10933302202767972,PASS,0.75,1.0,1.06
C2,uni,2560.0,0.542,0,0.0,0.11133302202767971,PASS,0.75,1.0,1.06
C2,uni,2560.0,0.544,0,0.0,0.11333302202767971,PASS,0.75,1.0,1.06
C2,uni,2560.0,0.546,0,0.0,0.11533302202767971,PASS,0.75,1.0,1.06
C2,uni,2560.0,0.548,0,0.0,0.11733302202767971,PASS,0.75,1.0,1.06
C2,uni,2560.0,0.55,0,0.0,0.11933302202767972,PASS,0.75,1.0,1.06
C2,uni,2560.0,0.552,0,0.0,0.12133302202767972,PASS,0.75,1.0,1.06
C2,bi,2560.0,0.526,0,0.0,0.08731048276611555,FAIL,0.75,1.0,1.06
C2,bi,2560.0,0.528,0,0.0,0.08931048276611556,FAIL,0.75,1.0,1.06
C2,bi,2560.0,0.53,0,0.0,0.09131048276611556,FAIL,0.75,1.0,1.06
C2,bi,2560.0,0.532,0,0.0,0.09331048276611556,FAIL,0.75,1.0,1.06
C2,bi,2560.0,0.534,0,0.0,0.09531048276611556,FAIL,0.75,1.0,1.06
C2,bi,2560.0,0.536,0,0.0,0.09731048276611556,FAIL,0.75,1.0,1.06
C2,bi,2560.0,0.538,0,0.0,0.09931048276611557,FAIL,0.75,1.0,1.06
C2,bi,2560.0,0.54,0,0.0,0.10131048276611557,PASS,0.75,1.0,1.06
C2,bi,2560.0,0.542,0,0.0,0.10331048276611557,PASS,0.75,1.0,1.06
C2,bi,2560.0,0.544,0,0.0,0.10531048276611557,PASS,0.75,1.0,1.06
C2,bi,2560.0,0.546,0,0.0,0.10731048276611557,PASS,0.75,1.0,1.06
C2,bi,2560.0,0.548,0,0.0,0.10931048276611557,PASS,0.75,1.0,1.06
C2,bi,2560.0,0.55,0,0.0,0.11131048276611556,PASS,0.75,1.0,1.06
C2,bi,2560.0,0.552,0,0.0,0.11331048276611556,PASS,0.75,1.0,1.06
