campaign,topology,total_flow_lpm,inlet_pressure_mpa,defect_count,bead_height_mm,terminal_mpa,pass_fail,K_ELBOW,K3_bi,K_TEE
C2,uni,2560.0,0.524,0,0.0,0.09464498979858191,FAIL,0.53,1.0,1.2
C2,uni,2560.0,0.526,0,0.0,0.09664498979858191,FAIL,0.53,1.0,1.2
C2,uni,2560.0,0.528,0,0.0,0.09864498979858191,FAIL,0.53,1.0,1.2
C2,uni,2560.0,0.53,0,0.0,0.10064498979858191,PASS,0.53,1.0,1.2
C2,uni,2560.0,0.532,0,0.0,0.10264498979858191,PASS,0.53,1.0,1.2
C2,uni,2560.0,0.534,0,0.0,0.10464498979858192,PASS,0.53,1.0,1.2
C2,uni,2560.0,0.536,0,0.0,0.10664498979858192,PASS,0.53,1.0,1.2
C2,uni,2560.0,0.538,0,0.0,0.10864498979858192,PASS,0.53,1.0,1.2
C2,uni,2560.0,0.54,0,0.0,0.11064498979858192,PASS,0.53,1.0,1.2
C2,uni,2560.0,0.542,0,0.0,0.11264498979858191,PASS,0.53,1.0,1.2
C2,uni,2560.0,0.544,0,0.0,0.11464498979858191,PASS,0.53,1.0,1.2
C2,uni,2560.0,0.546,0,0.0,0.11664498979858191,PASS,0.53,1.0,1.2
C2,uni,2560.0,0.548,0,0.0,0.11864498979858192,PASS,0.53,1.0,1.2
C2,uni,2560.0,0.55,0,0.0,0.12064498979858192,PASS,0.53,1.0,1.2
C2,bi,2560.0,0.524,0,0.0,0.07970645947436586,FAIL,0.53,1.0,1.2
C2,bi,2560.0,0.526,0,0.0,0.08170645947436586,FAIL,0.53,1.0,1.2
C2,bi,2560.0,0.528,0,0.0,0.08370645947436586,FAIL,0.53,1.0,1.2
C2,bi,2560.0,0.53,0,0.0,0.08570645947436586,FAIL,0.53,1.0,1.2
C2,bi,2560.0,0.532,0,0.0,0.08770645947436587,FAIL,0.53,1.0,1.2
C2,bi,2560.0,0.534,0,0.0,0.08970645947436587,FAIL,0.53,1.0,1.2
C2,bi,2560.0,0.536,0,0.0,0.09170645947436587,FAIL,0.53,1.0,1.2
C2,bi,2560.0,0.538,0,0.0,0.09370645947436587,FAIL,0.53,1.0,1.2
C2,bi,2560.0,0.54,0,0.0,0.09570645947436587,FAIL,0.53,1.0,1.2
C2,bi,2560.0,0.542,0,0.0,0.09770645947436588,FAIL,0.53,1.0,1.2
C2,bi,2560.0,0.544,0,0.0,0.09970645947436588,FAIL,0.53,1.0,1.2
C2,bi,2560.0,0.546,0,0.0,0.10170645947436588,PASS,0.53,1.0,1.2
C2,bi,2560.0,0.548,0,0.0,0.10370645947436588,PASS,0.53,1.0,1.2
C2,bi,2560.0,0.55,0,0.0,0.10570645947436588,PASS,0.53,1.0,1.2
