campaign,topology,total_flow_lpm,inlet_pressure_mpa,defect_count,bead_height_mm,terminal_mpa,pressure_margin_mpa,pass_fail,loss_pipe_mpa,loss_fitting_mpa,loss_bead_mpa,cross_main_loss_mpa,tee_split_loss_mpa,equipment_loss_mpa
A1,bi,2240.0,0.471668,1,2.0,0.09125191024578462,-0.008748089754215385,FAIL,0.095712,0.28297271601741236,0.001732,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.471668,2,2.0,0.0899796395827523,-0.0100203604172477,FAIL,0.095712,0.28297271601741236,0.003004,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.471668,3,2.0,0.08670099521475823,-0.013299004785241778,FAIL,0.095712,0.28297271601741236,0.006283,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.471668,4,2.0,0.08460266281924202,-0.015397337180757989,FAIL,0.095712,0.28297271601741236,0.008381,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.471668,0,2.5,0.09298361198157858,-0.0070163880184214295,FAIL,0.095712,0.28297271601741236,0.0,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.471668,1,2.5,0.09069795996094045,-0.009302040039059559,FAIL,0.095712,0.28297271601741236,0.002286,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.471668,2,2.5,0.08901870541516545,-0.010981294584834558,FAIL,0.095712,0.28297271601741236,0.003965,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.471668,3,2.5,0.08461145974179575,-0.015388540258204256,FAIL,0.095712,0.28297271601741236,0.008372,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.471668,4,2.5,0.08179082251083912,-0.018209177489160885,FAIL,0.095712,0.28297271601741236,0.011193,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.471668,0,3.0,0.09298361198157858,-0.0070163880184214295,FAIL,0.095712,0.28297271601741236,0.0,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.471668,1,3.0,0.090082516458117,-0.009917483541883002,FAIL,0.095712,0.28297271601741236,0.002901,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.471668,2,3.0,0.08795109933883911,-0.012048900661160891,FAIL,0.095712,0.28297271601741236,0.005033,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.471668,3,3.0,0.08224651119886632,-0.017753488801133685,FAIL,0.095712,0.28297271601741236,0.010737,0.0022740141487929497,0.03248582251936147,0.06405489349805092
A1,bi,2240.0,0.471668,4,3.0,0.07859557478928374,-0.02140442521071627,FAIL,0.095712,0.28297271601741236,0.014388,0.0022740141487929497,0.03248582251936147,0.06405489349805092
