campaign,topology,total_flow_lpm,defect_count,bead_height_mm,critical_inlet_mpa,terminal_at_critical_mpa,loss_pipe_mpa,loss_fitting_mpa,loss_bead_mpa,cross_main_loss_mpa,tee_split_loss_mpa,equipment_loss_mpa
B1,uni,2240.0,0,0.0,0.471875,0.10020681588880316,0.115858,0.255811,0.0,0.03032665903741836,0.0,0.06405489349805092
B1,uni,2240.0,1,0.0,0.471875,0.10020681588880316,0.115858,0.255811,0.0,0.03032665903741836,0.0,0.06405489349805092
B1,uni,2240.0,2,0.0,0.471875,0.10020681588880316,0.115858,0.255811,0.0,0.03032665903741836,0.0,0.06405489349805092
B1,uni,2240.0,3,0.0,0.471875,0.10020681588880316,0.115858,0.255811,0.0,0.03032665903741836,0.0,0.06405489349805092
B1,uni,2240.0,4,0.0,0.471875,0.10020681588880316,0.115858,0.255811,0.0,0.03032665903741836,0.0,0.06405489349805092
B1,uni,2240.0,0,0.5,0.471875,0.10020681588880316,0.115858,0.255811,0.0,0.03032665903741836,0.0,0.06405489349805092
B1,uni,2240.0,1,0.5,0.472266,0.10022619622933272,0.115858,0.255811,0.000371,0.03032665903741836,0.0,0.06405489349805092
B1,uni,2240.0,2,0.5,0.472656,0.10034407005094621,0.115858,0.255811,0.000644,0.03032665903741836,0.0,0.06405489349805092
B1,uni,2240.0,3,0.5,0.473047,0.10006471246299793,0.115858,0.255811,0.001314,0.03032665903741836,0.0,0.06405489349805092
B1,uni,2240.0,4,0.5,0.473437,0.10002654860671102,0.115858,0.255811,0.001743,0.03032665903741836,0.0,0.06405489349805092
B1,uni,2240.0,0,1.0,0.471875,0.10020681588880316,0.115858,0.255811,0.0,0.03032665903741836,0.0,0.06405489349805092
B1,uni,2240.0,1,1.0,0.472656,0.1002077246838723,0.115858,0.255811,0.00078,0.03032665903741836,0.0,0.06405489349805092
B1,uni,2240.0,2,1.0,0.473047,0.10002503777820877,0.115858,0.255811,0.001354,0.03032665903741836,0.0,0.06405489349805092
B1,uni,2240.0,3,1.0,0.474609,0.10015809269480698,0.115858,0.255811,0.002783,0.03032665903741836,0.0,0.06405489349805092
B1,uni,2240.0,4,1.0,0.475391,0.10002449784142976,0.115858,0.255811,0.003698,0.03032665903741836,0.0,0.06405489349805092
B1,uni,2240.0,0,1.5,0.471875,0.10020681588880316,0.115858,0.255811,0.0,0.03032665903741836,0.0,0.06405489349805092
B1,uni,2240.0,1,1.5,0.473047,0.10014667413114044,0.115858,0.255811,0.001232,0.03032665903741836,0.0,0.06405489349805092
B1,uni,2240.0,2,1.5,0.473828,0.10002276896224534,0.115858,0.255811,0.002137,0.03032665903741836,0.0,0.06405489349805092
B1,uni,2240.0,3,1.5,0.476172,0.100073400025555,0.115858,0.255811,0.00443,0.03032665903741836,0.0,0.06405489349805092
B1,uni,2240.0,4,1.5,0.477734,0.10016830390607302,0.115858,0.255811,0.005898,0.03032665903741836,0.0,0.06405489349805092
B1,uni,2240.0,0,2.0,0.471875,0.10020681588880316,0.115858,0.255811,0.0,0.03032665903741836,0.0,0.06405489349805092
B1,uni,2240.0,1,2.0,0.473437,0.10003761415300917,0.115858,0.255811,0.001732,0.03032665903741836,0.0,0.06405489349805092
B1,uni,2240.0,2,2.0,0.475,0.10032784348997688,0.115858,0.255811,0.003004,0.03032665903741836,0.0,0.06405489349805092
B1,uni,2240.0,3,2.0,0.478125,0.10017419912198279,0.115858,0.255811,0.006283,0.03032665903741836,0.0,0.06405489349805092
B1,uni,2240.0,4,2.0,0.480078,0.10002899172646652,0.115858,0.255811,0.008381,0.03032665903741836,0.0,0.06405489349805092
B1,uni,2240.0,0,2.5,0.471875,0.10020681588880316,0.115858,0.255811,0.0,0.03032665903741836,0.0,0.06405489349805092
B1,uni,2240.0,1,2.5,0.474219,0.10026491386816501,0.115858,0.255811,0.002286,0.03032665903741836,0.0,0.06405489349805092
B1,uni,2240.0,2,2.5,0.475781,0.10014815932239003,0.115858,0.255811,0.003965,0.03032665903741836,0.0,0.06405489349805092
B1,uni,2240.0,3,2.5,0.480078,0.10003778864902026,0.115858,0.255811,0.008372,0.03032665903741836,0.0,0.06405489349805092
B1,uni,2240.0,4,2.5,0.483203,0.10034215141806367,0.115858,0.255811,0.011193,0.03032665903741836,0.0,0.06405489349805092
B1,uni,2240.0,0,3.0,0.471875,0.10020681588880316,0.115858,0.255811,0.0,0.03032665903741836,0.0,0.06405489349805092
B1,uni,2240.0,1,3.0,0.474609,0.1000400953653416,0.115858,0.255811,0.002901,0.03032665903741836,0.0,0.06405489349805092
B1,uni,2240.0,2,3.0,0.476953,0.10025242824606369,0.115858,0.255811,0.005033,0.03032665903741836,0.0,0.06405489349805092
B1,uni,2240.0,3,3.0,0.482422,0.10001659010609094,0.115858,0.255811,0.010737,0.03032665903741836,0.0,0.06405489349805092
B1,uni,2240.0,4,3.0,0.486328,0.10027190369650836,0.115858,0.255811,0.014388,0.03032665903741836,0.0,0.06405489349805092
B1,bi,2240.0,0,0.0,0.478906,0.10022186198157858,0.095712,0.28297271601741236,0.0,0.0022740141487929497,0.03248582251936147,0.06405489349805092
B1,bi,2240.0,1,0.0,0.478906,0.10022186198157858,0.095712,0.28297271601741236,0.0,0.0022740141487929497,0.03248582251936147,0.06405489349805092
B1,bi,2240.0,2,0.0,0.478906,0.10022186198157858,0.095712,0.28297271601741236,0.0,0.0022740141487929497,0.03248582251936147,0.06405489349805092
B1,bi,2240.0,3,0.0,0.478906,0.10022186198157858,0.095712,0.28297271601741236,0.0,0.0022740141487929497,0.03248582251936147,0.06405489349805092
B1,bi,2240.0,4,0.0,0.478906,0.10022186198157858,0.095712,0.28297271601741236,0.0,0.0022740141487929497,0.03248582251936147,0.06405489349805092
B1,bi,2240.0,0,0.5,0.478906,0.10022186198157858,0.095712,0.28297271601741236,0.0,0.0022740141487929497,0.03248582251936147,0.06405489349805092
B1,bi,2240.0,1,0.5,0.479297,0.10024124232210808,0.095712,0.28297271601741236,0.000371,0.0022740141487929497,0.03248582251936147,0.06405489349805092
B1,bi,2240.0,2,0.5,0.479687,0.10035911614372157,0.095712,0.28297271601741236,0.000644,0.0022740141487929497,0.03248582251936147,0.06405489349805092
B1,bi,2240.0,3,0.5,0.480078,0.1000797585557733,0.095712,0.28297271601741236,0.001314,0.0022740141487929497,0.03248582251936147,0.06405489349805092
B1,bi,2240.0,4,0.5,0.480469,0.1000415946994865,0.095712,0.28297271601741236,0.001743,0.0022740141487929497,0.03248582251936147,0.06405489349805092
B1,bi,2240.0,0,1.0,0.478906,0.10022186198157858,0.095712,0.28297271601741236,0.0,0.0022740141487929497,0.03248582251936147,0.06405489349805092
B1,bi,2240.0,1,1.0,0.479687,0.10022277077664767,0.095712,0.28297271601741236,0.00078,0.0022740141487929497,0.03248582251936147,0.06405489349805092
B1,bi,2240.0,2,1.0,0.480078,0.10004008387098413,0.095712,0.28297271601741236,0.001354,0.0022740141487929497,0.03248582251936147,0.06405489349805092
B1,bi,2240.0,3,1.0,0.481641,0.10017313878758234,0.095712,0.28297271601741236,0.002783,0.0022740141487929497,0.03248582251936147,0.06405489349805092
B1,bi,2240.0,4,1.0,0.482422,0.10003954393420524,0.095712,0.28297271601741236,0.003698,0.0022740141487929497,0.03248582251936147,0.06405489349805092
B1,bi,2240.0,0,1.5,0.478906,0.10022186198157858,0.095712,0.28297271601741236,0.0,0.0022740141487929497,0.03248582251936147,0.06405489349805092
B1,bi,2240.0,1,1.5,0.480078,0.1001617202239158,0.095712,0.28297271601741236,0.001232,0.0022740141487929497,0.03248582251936147,0.06405489349805092
B1,bi,2240.0,2,1.5,0.480859,0.10003781505502081,0.095712,0.28297271601741236,0.002137,0.0022740141487929497,0.03248582251936147,0.06405489349805092
B1,bi,2240.0,3,1.5,0.483203,0.10008844611833036,0.095712,0.28297271601741236,0.00443,0.0022740141487929497,0.03248582251936147,0.06405489349805092
B1,bi,2240.0,4,1.5,0.484766,0.1001833499988485,0.095712,0.28297271601741236,0.005898,0.0022740141487929497,0.03248582251936147,0.06405489349805092
B1,bi,2240.0,0,2.0,0.478906,0.10022186198157858,0.095712,0.28297271601741236,0.0,0.0022740141487929497,0.03248582251936147,0.06405489349805092
B1,bi,2240.0,1,2.0,0.480469,0.10005266024578464,0.095712,0.28297271601741236,0.001732,0.0022740141487929497,0.03248582251936147,0.06405489349805092
B1,bi,2240.0,2,2.0,0.482031,0.10034288958275235,0.095712,0.28297271601741236,0.003004,0.0022740141487929497,0.03248582251936147,0.06405489349805092
B1,bi,2240.0,3,2.0,0.485156,0.10018924521475832,0.095712,0.28297271601741236,0.006283,0.0022740141487929497,0.03248582251936147,0.06405489349805092
B1,bi,2240.0,4,2.0,0.487109,0.100044037819242,0.095712,0.28297271601741236,0.008381,0.0022740141487929497,0.03248582251936147,0.06405489349805092
B1,bi,2240.0,0,2.5,0.478906,0.10022186198157858,0.095712,0.28297271601741236,0.0,0.0022740141487929497,0.03248582251936147,0.06405489349805092
B1,bi,2240.0,1,2.5,0.48125,0.10027995996094043,0.095712,0.28297271601741236,0.002286,0.0022740141487929497,0.03248582251936147,0.06405489349805092
B1,bi,2240.0,2,2.5,0.482812,0.10016320541516545,0.095712,0.28297271601741236,0.003965,0.0022740141487929497,0.03248582251936147,0.06405489349805092
B1,bi,2240.0,3,2.5,0.487109,0.10005283474179573,0.095712,0.28297271601741236,0.008372,0.0022740141487929497,0.03248582251936147,0.06405489349805092
B1,bi,2240.0,4,2.5,0.490234,0.10035719751083914,0.095712,0.28297271601741236,0.011193,0.0022740141487929497,0.03248582251936147,0.06405489349805092
B1,bi,2240.0,0,3.0,0.478906,0.10022186198157858,0.095712,0.28297271601741236,0.0,0.0022740141487929497,0.03248582251936147,0.06405489349805092
B1,bi,2240.0,1,3.0,0.481641,0.10005514145811696,0.095712,0.28297271601741236,0.002901,0.0022740141487929497,0.03248582251936147,0.06405489349805092
B1,bi,2240.0,2,3.0,0.483984,0.10026747433883916,0.095712,0.28297271601741236,0.005033,0.0022740141487929497,0.03248582251936147,0.06405489349805092
B1,bi,2240.0,3,3.0,0.489453,0.1000316361988663,0.095712,0.28297271601741236,0.010737,0.0022740141487929497,0.03248582251936147,0.06405489349805092
B1,bi,2240.0,4,3.0,0.493359,0.10028694978928383,0.095712,0.28297271601741236,0.014388,0.0022740141487929497,0.03248582251936147,0.06405489349805092
