campaign,topology,total_flow_lpm,defect_count,bead_height_mm,critical_inlet_mpa
B2,bi,2000,0,1.5,0.402734
B2,bi,2000,2,1.5,0.404297
B2,bi,2000,4,1.5,0.407422
B2,bi,2000,0,2.0,0.402734
B2,bi,2000,2,2.0,0.405078
B2,bi,2000,4,2.0,0.409375
B2,bi,2000,0,2.5,0.402734
B2,bi,2000,2,2.5,0.405859
B2,bi,2000,4,2.5,0.411719
B2,bi,2000,0,3.0,0.402734
B2,bi,2000,2,3.0,0.406641
B2,bi,2000,4,3.0,0.414062
B2,bi,2080,0,0.0,0.426953
B2,bi,2080,2,0.0,0.426953
B2,bi,2080,4,0.0,0.426953
B2,bi,2080,0,0.5,0.426953
B2,bi,2080,2,0.5,0.427734
B2,bi,2080,4,0.5,0.428516
B2,bi,2080,0,1.0,0.426953
B2,bi,2080,2,1.0,0.428125
B2,bi,2080,4,1.0,0.430469
B2,bi,2080,0,1.5,0.426953
B2,bi,2080,2,1.5,0.428906
B2,bi,2080,4,1.5,0.432031
B2,bi,2080,0,2.0,0.426953
B2,bi,2080,2,2.0,0.429688
B2,bi,2080,4,2.0,0.434375
B2,bi,2080,0,2.5,0.426953
B2,bi,2080,2,2.5,0.430469
B2,bi,2080,4,2.5,0.436719
B2,bi,2080,0,3.0,0.426953
B2,bi,2080,2,3.0,0.43125
B2,bi,2080,4,3.0,0.439453
B2,bi,2160,0,0.0,0.452344
B2,bi,2160,2,0.0,0.452344
B2,bi,2160,4,0.0,0.452344
B2,bi,2160,0,0.5,0.452344
B2,bi,2160,2,0.5,0.453125
B2,bi,2160,4,0.5,0.454297
B2,bi,2160,0,1.0,0.452344
B2,bi,2160,2,1.0,0.453906
B2,bi,2160,4,1.0,0.455859
B2,bi,2160,0,1.5,0.452344
B2,bi,2160,2,1.5,0.454688
B2,bi,2160,4,1.5,0.457813
B2,bi,2160,0,2.0,0.452344
B2,bi,2160,2,2.0,0.455469
B2,bi,2160,4,2.0,0.460156
B2,bi,2160,0,2.5,0.452344
B2,bi,2160,2,2.5,0.45625
B2,bi,2160,4,2.5,0.462891
B2,bi,2160,0,3.0,0.452344
B2,bi,2160,2,3.0,0.457031
B2,bi,2160,4,3.0,0.466016
B2,bi,2240,0,0.0,0.478906
B2,bi,2240,2,0.0,0.478906
B2,bi,2240,4,0.0,0.478906
B2,bi,2240,0,0.5,0.478906
B2,bi,2240,2,0.5,0.479687
B2,bi,2240,4,0.5,0.480469
B2,bi,2240,0,1.0,0.478906
B2,bi,2240,2,1.0,0.480078
B2,bi,2240,4,1.0,0.482422
B2,bi,2240,0,1.5,0.478906
B2,bi,2240,2,1.5,0.480859
B2,bi,2240,4,1.5,0.484766
B2,bi,2240,0,2.0,0.478906
B2,bi,2240,2,2.0,0.482031
B2,bi,2240,4,2.0,0.487109
B2,bi,2240,0,2.5,0.478906
B2,bi,2240,2,2.5,0.482812
B2,bi,2240,4,2.5,0.490234
B2,bi,2240,0,3.0,0.478906
B2,bi,2240,2,3.0,0.483984
B2,bi,2240,4,3.0,0.493359
B2,bi,2320,0,0.0,0.50625
B2,bi,2320,2,0.0,0.50625
B2,bi,2320,4,0.0,0.50625
B2,bi,2320,0,0.5,0.50625
B2,bi,2320,2,0.5,0.507031
B2,bi,2320,4,0.5,0.508203
B2,bi,2320,0,1.0,0.50625
B2,bi,2320,2,1.0,0.507812
B2,bi,2320,4,1.0,0.510156
B2,bi,2320,0,1.5,0.50625
B2,bi,2320,2,1.5,0.508594
B2,bi,2320,4,1.5,0.5125
B2,bi,2320,0,2.0,0.50625
B2,bi,2320,2,2.0,0.509375
B2,bi,2320,4,2.0,0.515234
B2,bi,2320,0,2.5,0.50625
B2,bi,2320,2,2.5,0.510547
B2,bi,2320,4,2.5,0.518359
B2,bi,2320,0,3.0,0.50625
B2,bi,2320,2,3.0,0.511719
B2,bi,2320,4,3.0,0.521484
B2,bi,2400,0,0.0,0.534375
B2,bi,2400,2,0.0,0.534375
B2,bi,2400,4,0.0,0.534375
B2,bi,2400,0,0.5,0.534375
B2,bi,2400,2,0.5,0.535156
B2,bi,2400,4,0.5,0.536328
B2,bi,2400,0,1.0,0.534375
B2,bi,2400,2,1.0,0.535938
B2,bi,2400,4,1.0,0.538672
B2,bi,2400,0,1.5,0.534375
B2,bi,2400,2,1.5,0.536719
B2,bi,2400,4,1.5,0.541406
B2,bi,2400,0,2.0,0.534375
B2,bi,2400,2,2.0,0.537891
B2,bi,2400,4,2.0,0.544141
B2,bi,2400,0,2.5,0.534375
B2,bi,2400,2,2.5,0.539063
B2,bi,2400,4,2.5,0.547266
B2,bi,2400,0,3.0,0.534375
B2,bi,2400,2,3.0,0.540234
B2,bi,2400,4,3.0,0.550781
B2,bi,2480,0,0.0,0.563672
B2,bi,2480,2,0.0,0.563672
B2,bi,2480,4,0.0,0.563672
B2,bi,2480,0,0.5,0.563672
B2,bi,2480,2,0.5,0.564453
B2,bi,2480,4,0.5,0.565625
B2,bi,2480,0,1.0,0.563672
B2,bi,2480,2,1.0,0.565234
B2,bi,2480,4,1.0,0.568359
B2,bi,2480,0,1.5,0.563672
B2,bi,2480,2,1.5,0.566406
B2,bi,2480,4,1.5,0.570703
B2,bi,2480,0,2.0,0.563672
B2,bi,2480,2,2.0,0.567188
B2,bi,2480,4,2.0,0.573828
B2,bi,2480,0,2.5,0.563672
B2,bi,2480,2,2.5,0.568359
B2,bi,2480,4,2.5,0.577344
B2,bi,2480,0,3.0,0.563672
B2,bi,2480,2,3.0,0.569922
B2,bi,2480,4,3.0,0.58125
B2,bi,2560,0,0.0,0.59375
B2,bi,2560,2,0.0,0.59375
B2,bi,2560,4,0.0,0.59375
B2,bi,2560,0,0.5,0.59375
B2,bi,2560,2,0.5,0.594531
B2,bi,2560,4,0.5,0.596094
B2,bi,2560,0,1.0,0.59375
B2,bi,2560,2,1.0,0.595703
B2,bi,2560,4,1.0,0.598828
B2,bi,2560,0,1.5,0.59375
B2,bi,2560,2,1.5,0.596484
B2,bi,2560,4,1.5,0.601563
B2,bi,2560,0,2.0,0.59375
B2,bi,2560,2,2.0,0.597656
B2,bi,2560,4,2.0,0.604688
B2,bi,2560,0,2.5,0.59375
B2,bi,2560,2,2.5,0.598828
B2,bi,2560,4,2.5,0.608594
B2,bi,2560,0,3.0,0.59375
B2,bi,2560,2,3.0,0.600391
B2,bi,2560,4,3.0,0.6125
