campaign,topology,total_flow_lpm,defect_count,bead_height_mm,critical_inlet_mpa
B2,uni,1920,0,0.0,0.374219
B2,uni,1920,2,0.0,0.374219
B2,uni,1920,4,0.0,0.374219
B2,uni,1920,0,0.5,0.374219
B2,uni,1920,2,0.5,0.374609
B2,uni,1920,4,0.5,0.375391
B2,uni,1920,0,1.0,0.374219
B2,uni,1920,2,1.0,0.375
B2,uni,1920,4,1.0,0.376953
B2,uni,1920,0,1.5,0.374219
B2,uni,1920,2,1.5,0.375781
B2,uni,1920,4,1.5,0.378516
B2,uni,1920,0,2.0,0.374219
B2,uni,1920,2,2.0,0.376172
B2,uni,1920,4,2.0,0.380078
B2,uni,1920,0,2.5,0.374219
B2,uni,1920,2,2.5,0.376953
B2,uni,1920,4,2.5,0.382422
B2,uni,1920,0,3.0,0.374219
B2,uni,1920,2,3.0,0.377734
B2,uni,1920,4,3.0,0.384766
B2,uni,2000,0,0.0,0.397266
B2,uni,2000,2,0.0,0.397266
B2,uni,2000,4,0.0,0.397266
B2,uni,2000,0,0.5,0.397266
B2,uni,2000,2,0.5,0.397656
B2,uni,2000,4,0.5,0.398438
B2,uni,2000,0,1.0,0.397266
B2,uni,2000,2,1.0,0.398047
B2,uni,2000,4,1.0,0.4
B2,uni,2000,0,1.5,0.397266
B2,uni,2000,2,1.5,0.398828
B2,uni,2000,4,1.5,0.401953
B2,uni,2000,0,2.0,0.397266
B2,uni,2000,2,2.0,0.399609
B2,uni,2000,4,2.0,0.403906
B2,uni,2000,0,2.5,0.397266
B2,uni,2000,2,2.5,0.400391
B2,uni,2000,4,2.5,0.40625
B2,uni,2000,0,3.0,0.397266
B2,uni,2000,2,3.0,0.401172
B2,uni,2000,4,3.0,0.408594
B2,uni,2080,0,0.0,0.421094
B2,uni,2080,2,0.0,0.421094
B2,uni,2080,4,0.0,0.421094
B2,uni,2080,0,0.5,0.421094
B2,uni,2080,2,0.5,0.421484
B2,uni,2080,4,0.5,0.422656
B2,uni,2080,0,1.0,0.421094
B2,uni,2080,2,1.0,0.422266
B2,uni,2080,4,1.0,0.424219
B2,uni,2080,0,1.5,0.421094
B2,uni,2080,2,1.5,0.423047
B2,uni,2080,4,1.5,0.426172
B2,uni,2080,0,2.0,0.421094
B2,uni,2080,2,2.0,0.423828
B2,uni,2080,4,2.0,0.428516
B2,uni,2080,0,2.5,0.421094
B2,uni,2080,2,2.5,0.424609
B2,uni,2080,4,2.5,0.430859
B2,uni,2080,0,3.0,0.421094
B2,uni,2080,2,3.0,0.425391
B2,uni,2080,4,3.0,0.433594
B2,uni,2160,0,0.0,0.446094
B2,uni,2160,2,0.0,0.446094
B2,uni,2160,4,0.0,0.446094
B2,uni,2160,0,0.5,0.446094
B2,uni,2160,2,0.5,0.446484
B2,uni,2160,4,0.5,0.447656
B2,uni,2160,0,1.0,0.446094
B2,uni,2160,2,1.0,0.447266
B2,uni,2160,4,1.0,0.449609
B2,uni,2160,0,1.5,0.446094
B2,uni,2160,2,1.5,0.448047
B2,uni,2160,4,1.5,0.451562
B2,uni,2160,0,2.0,0.446094
B2,uni,2160,2,2.0,0.448828
B2,uni,2160,4,2.0,0.453906
B2,uni,2160,0,2.5,0.446094
B2,uni,2160,2,2.5,0.449609
B2,uni,2160,4,2.5,0.45625
B2,uni,2160,0,3.0,0.446094
B2,uni,2160,2,3.0,0.450781
B2,uni,2160,4,3.0,0.459375
B2,uni,2240,0,0.0,0.471875
B2,uni,2240,2,0.0,0.471875
B2,uni,2240,4,0.0,0.471875
B2,uni,2240,0,0.5,0.471875
B2,uni,2240,2,0.5,0.472656
B2,uni,2240,4,0.5,0.473437
B2,uni,2240,0,1.0,0.471875
B2,uni,2240,2,1.0,0.473047
B2,uni,2240,4,1.0,0.475391
B2,uni,2240,0,1.5,0.471875
B2,uni,2240,2,1.5,0.473828
B2,uni,2240,4,1.5,0.477734
B2,uni,2240,0,2.0,0.471875
B2,uni,2240,2,2.0,0.475
B2,uni,2240,4,2.0,0.480078
B2,uni,2240,0,2.5,0.471875
B2,uni,2240,2,2.5,0.475781
B2,uni,2240,4,2.5,0.483203
B2,uni,2240,0,3.0,0.471875
B2,uni,2240,2,3.0,0.476953
B2,uni,2240,4,3.0,0.486328
B2,uni,2320,0,0.0,0.498437
B2,uni,2320,2,0.0,0.498437
B2,uni,2320,4,0.0,0.498437
B2,uni,2320,0,0.5,0.498437
B2,uni,2320,2,0.5,0.499219
B2,uni,2320,4,0.5,0.500391
B2,uni,2320,0,1.0,0.498437
B2,uni,2320,2,1.0,0.5
B2,uni,2320,4,1.0,0.502734
B2,uni,2320,0,1.5,0.498437
B2,uni,2320,2,1.5,0.500781
B2,uni,2320,4,1.5,0.505078
B2,uni,2320,0,2.0,0.498437
B2,uni,2320,2,2.0,0.501953
B2,uni,2320,4,2.0,0.507812
B2,uni,2320,0,2.5,0.498437
B2,uni,2320,2,2.5,0.502734
B2,uni,2320,4,2.5,0.510547
B2,uni,2320,0,3.0,0.498437
B2,uni,2320,2,3.0,0.503906
B2,uni,2320,4,3.0,0.514062
B2,uni,2400,0,0.0,0.526172
B2,uni,2400,2,0.0,0.526172
B2,uni,2400,4,0.0,0.526172
B2,uni,2400,0,0.5,0.526172
B2,uni,2400,2,0.5,0.526953
B2,uni,2400,4,0.5,0.528516
B2,uni,2400,0,1.0,0.526172
B2,uni,2400,2,1.0,0.527734
B2,uni,2400,4,1.0,0.530469
B2,uni,2400,0,1.5,0.526172
B2,uni,2400,2,1.5,0.528906
B2,uni,2400,4,1.5,0.533203
B2,uni,2400,0,2.0,0.526172
B2,uni,2400,2,2.0,0.529687
B2,uni,2400,4,2.0,0.535938
B2,uni,2400,0,2.5,0.526172
B2,uni,2400,2,2.5,0.530859
B2,uni,2400,4,2.5,0.539063
B2,uni,2400,0,3.0,0.526172
B2,uni,2400,2,3.0,0.532031
B2,uni,2400,4,3.0,0.542969
B2,uni,2480,0,0.0,0.555078
B2,uni,2480,2,0.0,0.555078
B2,uni,2480,4,0.0,0.555078
B2,uni,2480,0,0.5,0.555078
B2,uni,2480,2,0.5,0.555859
B2,uni,2480,4,0.5,0.557031
B2,uni,2480,0,1.0,0.555078
B2,uni,2480,2,1.0,0.556641
B2,uni,2480,4,1.0,0.559375
B2,uni,2480,0,1.5,0.555078
B2,uni,2480,2,1.5,0.557422
B2,uni,2480,4,1.5,0.562109
B2,uni,2480,0,2.0,0.555078
B2,uni,2480,2,2.0,0.558594
B2,uni,2480,4,2.0,0.565234
B2,uni,2480,0,2.5,0.555078
B2,uni,2480,2,2.5,0.559766
B2,uni,2480,4,2.5,0.56875
B2,uni,2480,0,3.0,0.555078
B2,uni,2480,2,3.0,0.560937
B2,uni,2480,4,3.0,0.572656
B2,uni,2560,0,0.0,0.584375
B2,uni,2560,2,0.0,0.584375
B2,uni,2560,4,0.0,0.584375
B2,uni,2560,0,0.5,0.584375
B2,uni,2560,2,0.5,0.585156
B2,uni,2560,4,0.5,0.586719
B2,uni,2560,0,1.0,0.584375
B2,uni,2560,2,1.0,0.586328
B2,uni,2560,4,1.0,0.589453
B2,uni,2560,0,1.5,0.584375
B2,uni,2560,2,1.5,0.587109
B2,uni,2560,4,1.5,0.592188
B2,uni,2560,0,2.0,0.584375
B2,uni,2560,2,2.0,0.588281
B2,uni,2560,4,2.0,0.595313
B2,uni,2560,0,2.5,0.584375
B2,uni,2560,2,2.5,0.589844
B2,uni,2560,4,2.5,0.599219
B2,uni,2560,0,3.0,0.584375
B2,uni,2560,2,3.0,0.591016
B2,uni,2560,4,3.0,0.603125
B2,bi,1920,0,0.0,0.379297
B2,bi,1920,2,0.0,0.379297
B2,bi,1920,4,0.0,0.379297
B2,bi,1920,0,0.5,0.379297
B2,bi,1920,2,0.5,0.379687
B2,bi,1920,4,0.5,0.380469
B2,bi,1920,0,1.0,0.379297
B2,bi,1920,2,1.0,0.380078
B2,bi,1920,4,1.0,0.382031
B2,bi,1920,0,1.5,0.379297
B2,bi,1920,2,1.5,0.380859
B2,bi,1920,4,1.5,0.383594
B2,bi,1920,0,2.0,0.379297
B2,bi,1920,2,2.0,0.38125
B2,bi,1920,4,2.0,0.385156
B2,bi,1920,0,2.5,0.379297
B2,bi,1920,2,2.5,0.382031
B2,bi,1920,4,2.5,0.3875
B2,bi,1920,0,3.0,0.379297
B2,bi,1920,2,3.0,0.382812
B2,bi,1920,4,3.0,0.389844
B2,bi,2000,0,0.0,0.402734
B2,bi,2000,2,0.0,0.402734
B2,bi,2000,4,0.0,0.402734
B2,bi,2000,0,0.5,0.402734
B2,bi,2000,2,0.5,0.403125
B2,bi,2000,4,0.5,0.403906
B2,bi,2000,0,1.0,0.402734
B2,bi,2000,2,1.0,0.403906
B2,bi,2000,4,1.0,0.405469
