campaign,topology,total_flow_lpm,inlet_pressure_mpa,defect_count,bead_height_mm,bead_height_std_mm,mc_iterations,fail_rate,fail_rate_CI95_low,fail_rate_CI95_high,mean_terminal_mpa,std_terminal_mpa,P5_terminal_mpa,P50_terminal_mpa,P95_terminal_mpa
D1,uni,2040,0.471668,1,1.0,0.25,10000,0.0,0.0,0.00038401247776654115,0.1621974284744811,0.00017951012497418467,0.16189515581345754,0.16220241919103834,0.16248632673324057
D1,uni,2040,0.471668,2,1.0,0.25,10000,0.0,0.0,0.00038401247776654115,0.1617156374865884,0.00022348150297655609,0.16134186847938967,0.16171900573610007,0.1620748213777385
D1,uni,2040,0.471668,3,1.0,0.25,10000,0.0,0.0,0.00038401247776654115,0.16051840295197708,0.0004077259094818196,0.15982631160143584,0.1605298315212879,0.16117201096688225
D1,uni,2040,0.471668,4,1.0,0.25,10000,0.0,0.0,0.00038401247776654115,0.15975331536966655,0.00045998190410700013,0.15897346364068213,0.15976403748046714,0.16048429537144798
D1,uni,2040,0.471668,1,1.0,0.5,10000,0.0,0.0,0.00038401247776654115,0.16218313456380123,0.0003554835164622244,0.1615639600237404,0.1622047624493755,0.16275016922355295
D1,uni,2040,0.471668,2,1.0,0.5,10000,0.0,0.0,0.00038401247776654115,0.16168705378637768,0.0004437661180346159,0.16092699220264095,0.16170566014665583,0.16238206937776034
D1,uni,2040,0.471668,3,1.0,0.5,10000,0.0,0.0,0.00038401247776654115,0.16045187004466652,0.0008117104670635562,0.15903221497306555,0.16049886103447328,0.16171624470430418
D1,uni,2040,0.471668,4,1.0,0.5,10000,0.0,0.0,0.00038401247776654115,0.1596637494639086,0.0009185306723014455,0.1580797887144889,0.15970859391568493,0.16108245052578962
D1,uni,2040,0.471668,1,1.0,0.75,10000,0.0,0.0,0.00038401247776654115,0.16214640993479448,0.0005172717774925268,0.1612037221791483,0.16220710418141432,0.1628472897987118
D1,uni,2040,0.471668,2,1.0,0.75,10000,0.0,0.0,0.00038401247776654115,0.16162053690797729,0.0006470210578265888,0.16046811497535765,0.16167337872914106,0.16258374187608907
D1,uni,2040,0.471668,3,1.0,0.75,10000,0.0,0.0,0.00038401247776654115,0.16030156734345824,0.001190737042074074,0.15814744443201467,0.16042146111152356,0.16205144296424184
D1,uni,2040,0.471668,4,1.0,0.75,10000,0.0,0.0,0.00038401247776654115,0.15946130804560318,0.0013541475039709296,0.1570542025067648,0.15956457228469748,0.16146833293529117
D1,uni,2040,0.471668,1,1.5,0.25,10000,0.0,0.0,0.00038401247776654115,0.16182243672398464,0.00019842474465676642,0.16148818915362145,0.1618280458001979,0.16214154884981014
D1,uni,2040,0.471668,2,1.5,0.25,10000,0.0,0.0,0.00038401247776654115,0.1610646796208211,0.00024701316068402915,0.1606514970195785,0.1610684664898427,0.1614615767170163
D1,uni,2040,0.471668,3,1.5,0.25,10000,0.0,0.0,0.00038401247776654115,0.1591493114895835,0.00046030021699924173,0.15836608106720657,0.15916292639027296,0.1598848035335254
D1,uni,2040,0.471668,4,1.5,0.25,10000,0.0,0.0,0.00038401247776654115,0.15792459863343672,0.0005204455031782547,0.1570413768267087,0.1579362268945386,0.1587523856380017
D1,uni,2040,0.471668,1,1.5,0.5,10000,0.0,0.0,0.00038401247776654115,0.1618091765058538,0.00039895738512319855,0.16112123637161677,0.16183063540688833,0.16243242562909416
D1,uni,2040,0.471668,2,1.5,0.5,10000,0.0,0.0,0.00038401247776654115,0.16103695902688492,0.0004971375927192038,0.16019211589243074,0.16105366598627388,0.16181887737776907
D1,uni,2040,0.471668,3,1.5,0.5,10000,0.0,0.0,0.00038401247776654115,0.1590822268677752,0.0009283459885705046,0.15747469881675435,0.15913064821780973,0.16053232097589254
D1,uni,2040,0.471668,4,1.5,0.5,10000,0.0,0.0,0.00038401247776654115,0.1578332635787907,0.0010520012669997247,0.1560289614169938,0.1578795413611079,0.15946880406749872
D1,uni,2040,0.471668,1,1.5,0.75,10000,0.0,0.0,0.00038401247776654115,0.161781887834179,0.0005974512892482263,0.16072140433222862,0.16183322329277094,0.16270046094039112
D1,uni,2040,0.471668,2,1.5,0.75,10000,0.0,0.0,0.00038401247776654115,0.1609856268784695,0.0007459814073333996,0.15968437575007133,0.16102911642455822,0.16212818343844254
D1,uni,2040,0.471668,3,1.5,0.75,10000,0.0,0.0,0.00038401247776654115,0.1589590013362757,0.0014003423069912412,0.15648027367170822,0.15907163820981324,0.16107719025210726
D1,uni,2040,0.471668,4,1.5,0.75,10000,0.0,0.0,0.00038401247776654115,0.15766503018185393,0.0015925421785106704,0.15486972734934687,0.15777121257852653,0.1600638718806492
D1,uni,2040,0.471668,1,2.0,0.25,10000,0.0,0.0,0.00038401247776654115,0.16140755847810395,0.00021975524454004292,0.16103719700898808,0.16141388513816102,0.16176076421822702
D1,uni,2040,0.471668,2,2.0,0.25,10000,0.0,0.0,0.00038401247776654115,0.1603444778458432,0.00027357188552754383,0.15988675402992125,0.16034880672691526,0.16078386120997068
D1,uni,2040,0.471668,3,2.0,0.25,10000,0.0,0.0,0.00038401247776654115,0.15760955683174152,0.0005214242260667283,0.1567220354985585,0.15762372102499098,0.15844088308716367
D1,uni,2040,0.471668,4,2.0,0.25,10000,0.0,0.0,0.00038401247776654115,0.15586028381172004,0.0005908862643246928,0.15485671506226092,0.15587378339728375,0.15680042507348668
D1,uni,2040,0.471668,1,2.0,0.5,10000,0.0,0.0,0.00038401247776654115,0.16139264432650288,0.00044229899363902196,0.16062975310426786,0.16141675283435644,0.16208206846414647
D1,uni,2040,0.471668,2,2.0,0.5,10000,0.0,0.0,0.00038401247776654115,0.1603133731923969,0.0005510858949134287,0.1593770552699288,0.16033206513097664,0.16117870865674272
D1,uni,2040,0.471668,3,2.0,0.5,10000,0.0,0.0,0.00038401247776654115,0.15753259122876354,0.0010527808890594007,0.1557071234490801,0.157586864489502,0.15917202562030847
D1,uni,2040,0.471668,4,2.0,0.5,10000,0.0,0.0,0.00038401247776654115,0.15575484526039163,0.0011958166218501382,0.1537066421238422,0.15580534785180544,0.1576142859649555
D1,uni,2040,0.471668,1,2.0,0.75,10000,0.0,0.0,0.00038401247776654115,0.1613655098574249,0.0006695810346528175,0.16018498802213105,0.16141961858569345,0.1623776596375452
D1,uni,2040,0.471668,2,2.0,0.75,10000,0.0,0.0,0.00038401247776654115,0.16026119604326555,0.0008349737608657236,0.15881167717557346,0.1603052948719472,0.16154171180377155
D1,uni,2040,0.471668,3,2.0,0.75,10000,0.0,0.0,0.00038401247776654115,0.15740254619517263,0.0016030845186730278,0.15456835869592706,0.15752086158891157,0.15983329712340763
D1,uni,2040,0.471668,4,2.0,0.75,10000,0.0,0.0,0.00038401247776654115,0.1555754270364236,0.001826323059457634,0.15238976115620742,0.15569173693504826,0.15832980861007756
D1,uni,2040,0.471668,1,2.5,0.25,10000,0.0,0.0,0.00038401247776654115,0.16094759920096888,0.00024389786191440305,0.16053633851381302,0.16095475345431473,0.16133936467914403
D1,uni,2040,0.471668,2,2.5,0.25,10000,0.0,0.0,0.00038401247776654115,0.15954600657225076,0.00030363263918654025,0.1590377587611849,0.15955096088926615,0.16003333632039327
D1,uni,2040,0.471668,3,2.5,0.25,10000,0.0,0.0,0.00038401247776654115,0.15587243442842338,0.0005928361996443678,0.15486322647565234,0.15588962118981367,0.1568170326084673
D1,uni,2040,0.471668,4,2.5,0.25,10000,0.0,0.0,0.00038401247776654115,0.1535223415933678,0.0006733547697098912,0.15238257260147178,0.15353783287538614,0.15459435659150564
D1,uni,2040,0.471668,1,2.5,0.5,10000,0.0,0.0,0.00038401247776654115,0.1609306560228133,0.0004910742095422531,0.16008292171048863,0.16095793585646082,0.16169499699456483
D1,uni,2040,0.471668,2,2.5,0.5,10000,0.0,0.0,0.00038401247776654115,0.15951079678094635,0.0006118381804223509,0.15847076036582408,0.15953181076294826,0.16047043329224303
D1,uni,2040,0.471668,3,2.5,0.5,10000,0.0,0.0,0.00038401247776654115,0.1557833505987393,0.0011976782765312985,0.1537004569895737,0.15584944216480154,0.157644582057239
D1,uni,2040,0.471668,4,2.5,0.5,10000,0.0,0.0,0.00038401247776654115,0.15339950984471762,0.0013636705080930793,0.1510619793108229,0.15345699955185044,0.15551373486272024
D1,uni,2040,0.471668,1,2.5,0.75,10000,0.0,0.0,0.00038401247776654115,0.16090041593725954,0.0007450764558104593,0.1595870256879635,0.1609611160549165,0.16202161449367997
