campaign,topology,total_flow_lpm,inlet_pressure_mpa,defect_count,bead_height_mm,bead_height_std_mm,terminal_mpa,pass_fail
C2,uni,2240.0,0.466,0,0.0,0.0,0.0943318158888032,FAIL
C2,uni,2240.0,0.468,0,0.0,0.0,0.0963318158888032,FAIL
C2,uni,2240.0,0.47,0,0.0,0.0,0.09833181588880315,FAIL
C2,uni,2240.0,0.472,0,0.0,0.0,0.10033181588880315,PASS
C2,uni,2240.0,0.474,0,0.0,0.0,0.10233181588880315,PASS
C2,uni,2240.0,0.476,0,0.0,0.0,0.10433181588880315,PASS
C2,uni,2240.0,0.478,0,0.0,0.0,0.10633181588880315,PASS
C2,uni,2240.0,0.48,0,0.0,0.0,0.10833181588880315,PASS
C2,uni,2240.0,0.482,0,0.0,0.0,0.11033181588880316,PASS
C2,uni,2240.0,0.484,0,0.0,0.0,0.11233181588880316,PASS
C2,uni,2240.0,0.486,0,0.0,0.0,0.11433181588880316,PASS
C2,uni,2240.0,0.488,0,0.0,0.0,0.11633181588880316,PASS
C2,uni,2240.0,0.49,0,0.0,0.0,0.11833181588880316,PASS
C2,uni,2240.0,0.492,0,0.0,0.0,0.12033181588880316,PASS
C2,bi,2240.0,0.466,0,0.0,0.0,0.08731561198157868,FAIL
C2,bi,2240.0,0.468,0,0.0,0.0,0.08931561198157868,FAIL
C2,bi,2240.0,0.47,0,0.0,0.0,0.09131561198157857,FAIL
C2,bi,2240.0,0.472,0,0.0,0.0,0.09331561198157858,FAIL
C2,bi,2240.0,0.474,0,0.0,0.0,0.09531561198157858,FAIL
C2,bi,2240.0,0.476,0,0.0,0.0,0.09731561198157858,FAIL
C2,bi,2240.0,0.478,0,0.0,0.0,0.09931561198157858,FAIL
C2,bi,2240.0,0.48,0,0.0,0.0,0.10131561198157858,PASS
C2,bi,2240.0,0.482,0,0.0,0.0,0.10331561198157858,PASS
C2,bi,2240.0,0.484,0,0.0,0.0,0.10531561198157859,PASS
C2,bi,2240.0,0.486,0,0.0,0.0,0.10731561198157859,PASS
C2,bi,2240.0,0.488,0,0.0,0.0,0.10931561198157859,PASS
C2,bi,2240.0,0.49,0,0.0,0.0,0.11131561198157859,PASS
C2,bi,2240.0,0.492,0,0.0,0.0,0.11331561198157859,PASS
