campaign,topology,placement,total_flow_lpm,inlet_pressure_mpa,defect_count,bead_height_mm,bead_height_std_mm,mc_iterations,fail_rate,fail_rate_CI95_low,fail_rate_CI95_high,mean_terminal_mpa,std_terminal_mpa,P5_terminal_mpa,P50_terminal_mpa,P95_terminal_mpa
C1_focused,uni,uniform,2240.0,0.4497,2,1.5,0.5,1000,1.0,0.9961731014136095,1.0,0.09494978998971666,0.0014269311751112835,0.09213410284324168,0.09547515260738523,0.09602719295077253
C1_focused,uni,uniform,2240.0,0.4517,2,1.5,0.5,1000,1.0,0.9961731014136095,1.0,0.09694978998971666,0.0014269311751112835,0.09413410284324168,0.09747515260738523,0.09802719295077253
C1_focused,uni,uniform,2240.0,0.453674,2,1.5,0.5,1000,0.558,0.5270550806162058,0.588500999147773,0.09892378998971668,0.0014269311751112835,0.09610810284324171,0.09944915260738527,0.10000119295077256
C1_focused,uni,uniform,2240.0,0.4557,2,1.5,0.5,1000,0.191,0.16783652890414247,0.21652849442224692,0.10094978998971667,0.0014269311751112835,0.09813410284324169,0.10147515260738524,0.10202719295077253
C1_focused,uni,uniform,2240.0,0.4577,2,1.5,0.5,1000,0.044,0.03293803969043349,0.058552091820354674,0.10294978998971667,0.0014269311751112835,0.10013410284324169,0.10347515260738524,0.10402719295077253
C1_focused,uni,uniform,2240.0,0.4497,4,1.5,0.5,1000,1.0,0.9961731014136095,1.0,0.09379572809249587,0.001922674860640521,0.09001413116424749,0.09418037407735372,0.09602719295077253
C1_focused,uni,uniform,2240.0,0.4517,4,1.5,0.5,1000,1.0,0.9961731014136095,1.0,0.09579572809249587,0.001922674860640521,0.09201413116424749,0.09618037407735372,0.09802719295077253
C1_focused,uni,uniform,2240.0,0.453674,4,1.5,0.5,1000,0.839,0.8149295245985896,0.8604758381598377,0.09776972809249589,0.001922674860640521,0.09398813116424752,0.09815437407735375,0.10000119295077256
C1_focused,uni,uniform,2240.0,0.4557,4,1.5,0.5,1000,0.458,0.42733866245855345,0.48898279702270353,0.09979572809249586,0.001922674860640521,0.0960141311642475,0.10018037407735372,0.10202719295077253
C1_focused,uni,uniform,2240.0,0.4577,4,1.5,0.5,1000,0.179,0.15648172434680807,0.20397514454565469,0.10179572809249586,0.001922674860640521,0.0980141311642475,0.10218037407735373,0.10402719295077253
C1_focused,uni,uniform,2240.0,0.4497,2,2.5,0.5,1000,1.0,0.9961731014136095,1.0,0.09353103075198375,0.0028514644106895953,0.0880055730572599,0.09414671109893251,0.09602719295077253
C1_focused,uni,uniform,2240.0,0.4517,2,2.5,0.5,1000,1.0,0.9961731014136095,1.0,0.09553103075198376,0.0028514644106895953,0.0900055730572599,0.09614671109893251,0.09802719295077253
C1_focused,uni,uniform,2240.0,0.453674,2,2.5,0.5,1000,0.677,0.6473866655126974,0.7052586123877205,0.09750503075198377,0.0028514644106895953,0.09197957305725993,0.09812071109893254,0.10000119295077256
C1_focused,uni,uniform,2240.0,0.4557,2,2.5,0.5,1000,0.481,0.45016399995300416,0.5119814221932788,0.09953103075198375,0.0028514644106895953,0.0940055730572599,0.10014671109893251,0.10202719295077253
C1_focused,uni,uniform,2240.0,0.4577,2,2.5,0.5,1000,0.231,0.20593602321985893,0.2581228482196192,0.10153103075198375,0.0028514644106895953,0.0960055730572599,0.10214671109893252,0.10402719295077253
C1_focused,uni,uniform,2240.0,0.4497,4,2.5,0.5,1000,1.0,0.9961731014136095,1.0,0.09104299792347109,0.00365878379637061,0.08398625703289064,0.0916566799499351,0.09602719295077253
C1_focused,uni,uniform,2240.0,0.4517,4,2.5,0.5,1000,1.0,0.9961731014136095,1.0,0.0930429979234711,0.00365878379637061,0.08598625703289065,0.0936566799499351,0.09802719295077253
C1_focused,uni,uniform,2240.0,0.453674,4,2.5,0.5,1000,0.929,0.9113859810064908,0.9433305400063863,0.09501699792347111,0.00365878379637061,0.08796025703289068,0.09563067994993513,0.10000119295077256
C1_focused,uni,uniform,2240.0,0.4557,4,2.5,0.5,1000,0.777,0.7501675946610772,0.8017123035220625,0.0970429979234711,0.00365878379637061,0.08998625703289065,0.0976566799499351,0.10202719295077253
