campaign,topology,total_flow_lpm,inlet_pressure_mpa,defect_count,bead_height_mm,terminal_mpa,pressure_margin_mpa,pass_fail,loss_pipe_mpa,loss_fitting_mpa,loss_bead_mpa,tee_split_loss_mpa,equipment_loss_mpa,K_ELBOW,K3_bi,K_TEE
A1,uni,2560.0,0.529356,0,0.0,0.10000098979858194,9.897985819296018e-07,PASS,0.114293,0.315062,0.0,0.0,0.08366353436480117,0.53,1.1,1.06
A1,uni,2560.0,0.529356,1,0.0,0.10000098979858194,9.897985819296018e-07,PASS,0.114293,0.315062,0.0,0.0,0.08366353436480117,0.53,1.1,1.06
A1,uni,2560.0,0.529356,2,0.0,0.10000098979858194,9.897985819296018e-07,PASS,0.114293,0.315062,0.0,0.0,0.08366353436480117,0.53,1.1,1.06
A1,uni,2560.0,0.529356,3,0.0,0.10000098979858194,9.897985819296018e-07,PASS,0.114293,0.315062,0.0,0.0,0.08366353436480117,0.53,1.1,1.06
A1,uni,2560.0,0.529356,4,0.0,0.10000098979858194,9.897985819296018e-07,PASS,0.114293,0.315062,0.0,0.0,0.08366353436480117,0.53,1.1,1.06
A1,uni,2560.0,0.529356,0,0.5,0.10000098979858194,9.897985819296018e-07,PASS,0.114293,0.315062,0.0,0.0,0.08366353436480117,0.53,1.1,1.06
A1,uni,2560.0,0.529356,1,0.5,0.09951609881478377,-0.00048390118521624004,FAIL,0.114293,0.315062,0.000485,0.0,0.08366353436480117,0.53,1.1,1.06
A1,uni,2560.0,0.529356,2,0.5,0.0991448541553133,-0.0008551458446867111,FAIL,0.114293,0.315062,0.000856,0.0,0.08366353436480117,0.53,1.1,1.06
A1,uni,2560.0,0.529356,3,0.5,0.09887210297692686,-0.0011278970230731433,FAIL,0.114293,0.315062,0.001129,0.0,0.08366353436480117,0.53,1.1,1.06
A1,uni,2560.0,0.529356,4,0.5,0.0982021203889786,-0.0017978796110214024,FAIL,0.114293,0.315062,0.001799,0.0,0.08366353436480117,0.53,1.1,1.06
A1,uni,2560.0,0.529356,0,1.0,0.10000098979858194,9.897985819296018e-07,PASS,0.114293,0.315062,0.0,0.0,0.08366353436480117,0.53,1.1,1.06
A1,uni,2560.0,0.529356,1,1.0,0.0989817686329579,-0.0010182313670420995,FAIL,0.114293,0.315062,0.001019,0.0,0.08366353436480117,0.53,1.1,1.06
A1,uni,2560.0,0.529356,2,1.0,0.09820142742802704,-0.0017985725719729673,FAIL,0.114293,0.315062,0.0018,0.0,0.08366353436480117,0.53,1.1,1.06
A1,uni,2560.0,0.529356,3,1.0,0.09762811552236353,-0.0023718844776364767,FAIL,0.114293,0.315062,0.002373,0.0,0.08366353436480117,0.53,1.1,1.06
