campaign,topology,total_flow_lpm,inlet_pressure_mpa,defect_count,bead_height_mm,terminal_mpa,pass_fail,K_ELBOW,K3_bi,K_TEE
C2,uni,2560.0,0.524,0,0.0,0.09464498979858191,FAIL,0.53,1.1,1.06
C2,uni,2560.0,0.526,0,0.0,0.09664498979858191,FAIL,0.53,1.1,1.06
C2,uni,2560.0,0.528,0,0.0,0.09864498979858191,FAIL,0.53,1.1,1.06
C2,uni,2560.0,0.53,0,0.0,0.10064498979858191,PASS,0.53,1.1,1.06
C2,uni,2560.0,0.532,0,0.0,0.10264498979858191,PASS,0.53,1.1,1.06
C2,uni,2560.0,0.534,0,0.0,0.10464498979858192,PASS,0.53,1.1,1.06
C2,uni,2560.0,0.536,0,0.0,0.10664498979858192,PASS,0.53,1.1,1.06
C2,uni,2560.0,0.538,0,0.0,0.10864498979858192,PASS,0.53,1.1,1.06
C2,uni,2560.0,0.54,0,0.0,0.11064498979858192,PASS,0.53,1.1,1.06
C2,uni,2560.0,0.542,0,0.0,0.11264498979858191,PASS,0.53,1.1,1.06
C2,uni,2560.0,0.544,0,0.0,0.11464498979858191,PASS,0.53,1.1,1.06
C2,uni,2560.0,0.546,0,0.0,0.11664498979858191,PASS,0.53,1.1,1.06
C2,uni,2560.0,0.548,0,0.0,0.11864498979858192,PASS,0.53,1.1,1.06
C2,uni,2560.0,0.55,0,0.0,0.12064498979858192,PASS,0.53,1.1,1.06
C2,bi,2560.0,0.524,0,0.0,0.08471413377934181,FAIL,0.53,1.1,1.06
C2,bi,2560.0,0.526,0,0.0,0.08671413377934181,FAIL,0.53,1.1,1.06
C2,bi,2560.0,0.528,0,0.0,0.08871413377934181,FAIL,0.53,1.1,1.06
C2,bi,2560.0,0.53,0,0.0,0.09071413377934182,FAIL,0.53,1.1,1.06
C2,bi,2560.0,0.532,0,0.0,0.09271413377934182,FAIL,0.53,1.1,1.06
C2,bi,2560.0,0.534,0,0.0,0.09471413377934182,FAIL,0.53,1.1,1.06
C2,bi,2560.0,0.536,0,0.0,0.09671413377934182,FAIL,0.53,1.1,1.06
C2,bi,2560.0,0.538,0,0.0,0.09871413377934182,FAIL,0.53,1.1,1.06
C2,bi,2560.0,0.54,0,0.0,0.10071413377934182,PASS,0.53,1.1,1.06
C2,bi,2560.0,0.542,0,0.0,0.10271413377934183,PASS,0.53,1.1,1.06
C2,bi,2560.0,0.544,0,0.0,0.10471413377934183,PASS,0.53,1.1,1.06
C2,bi,2560.0,0.546,0,0.0,0.10671413377934183,PASS,0.53,1.1,1.06
C2,bi,2560.0,0.548,0,0.0,0.10871413377934183,PASS,0.53,1.1,1.06
C2,bi,2560.0,0.55,0,0.0,0.11071413377934183,PASS,0.53,1.1,1.06
