campaign,topology,case,total_flow_lpm,inlet_pressure_mpa,defect_count,bead_height_mm,terminal_mpa,pressure_margin_mpa,pass_fail,extra_inlet_loss_mpa
A1,uni,BI-1_plus1,2560.0,0.529356,0,0.0,0.10000098979858194,9.897985819296018e-07,PASS,
A1,bi,BI-1_plus1,2560.0,0.529356,0,0.0,0.07542106497530608,-0.024578935024693924,FAIL,0.0152454177908095
A1,uni,BI-1_plus1,2560.0,0.529356,1,0.0,0.10000098979858194,9.897985819296018e-07,PASS,
A1,bi,BI-1_plus1,2560.0,0.529356,1,0.0,0.07542106497530608,-0.024578935024693924,FAIL,0.0152454177908095
A1,uni,BI-1_plus1,2560.0,0.529356,2,0.0,0.10000098979858194,9.897985819296018e-07,PASS,
A1,bi,BI-1_plus1,2560.0,0.529356,2,0.0,0.07542106497530608,-0.024578935024693924,FAIL,0.0152454177908095
A1,uni,BI-1_plus1,2560.0,0.529356,3,0.0,0.10000098979858194,9.897985819296018e-07,PASS,
A1,bi,BI-1_plus1,2560.0,0.529356,3,0.0,0.07542106497530608,-0.024578935024693924,FAIL,0.0152454177908095
A1,uni,BI-1_plus1,2560.0,0.529356,4,0.0,0.10000098979858194,9.897985819296018e-07,PASS,
A1,bi,BI-1_plus1,2560.0,0.529356,4,0.0,0.07542106497530608,-0.024578935024693924,FAIL,0.0152454177908095
A1,uni,BI-1_plus1,2560.0,0.529356,0,0.5,0.10000098979858194,9.897985819296018e-07,PASS,
A1,bi,BI-1_plus1,2560.0,0.529356,0,0.5,0.07542106497530608,-0.024578935024693924,FAIL,0.0152454177908095
A1,uni,BI-1_plus1,2560.0,0.529356,1,0.5,0.09951609881478377,-0.00048390118521624004,FAIL,
A1,bi,BI-1_plus1,2560.0,0.529356,1,0.5,0.07493617399150791,-0.025063826008492093,FAIL,0.0152454177908095
A1,uni,BI-1_plus1,2560.0,0.529356,2,0.5,0.0991448541553133,-0.0008551458446867111,FAIL,
A1,bi,BI-1_plus1,2560.0,0.529356,2,0.5,0.07456492933203744,-0.025435070667962564,FAIL,0.0152454177908095
A1,uni,BI-1_plus1,2560.0,0.529356,3,0.5,0.09887210297692686,-0.0011278970230731433,FAIL,
A1,bi,BI-1_plus1,2560.0,0.529356,3,0.5,0.07429217815365101,-0.025707821846348997,FAIL,0.0152454177908095
A1,uni,BI-1_plus1,2560.0,0.529356,4,0.5,0.0982021203889786,-0.0017978796110214024,FAIL,
A1,bi,BI-1_plus1,2560.0,0.529356,4,0.5,0.07362219556570275,-0.026377804434297256,FAIL,0.0152454177908095
A1,uni,BI-1_plus1,2560.0,0.529356,0,1.0,0.10000098979858194,9.897985819296018e-07,PASS,
A1,bi,BI-1_plus1,2560.0,0.529356,0,1.0,0.07542106497530608,-0.024578935024693924,FAIL,0.0152454177908095
A1,uni,BI-1_plus1,2560.0,0.529356,1,1.0,0.0989817686329579,-0.0010182313670420995,FAIL,
A1,bi,BI-1_plus1,2560.0,0.529356,1,1.0,0.07440184380968205,-0.025598156190317953,FAIL,0.0152454177908095
A1,uni,BI-1_plus1,2560.0,0.529356,2,1.0,0.09820142742802704,-0.0017985725719729673,FAIL,
A1,bi,BI-1_plus1,2560.0,0.529356,2,1.0,0.07362150260475119,-0.02637849739524882,FAIL,0.0152454177908095
A1,uni,BI-1_plus1,2560.0,0.529356,3,1.0,0.09762811552236353,-0.0023718844776364767,FAIL,
A1,bi,BI-1_plus1,2560.0,0.529356,3,1.0,0.07304819069908768,-0.02695180930091233,FAIL,0.0152454177908095
A1,uni,BI-1_plus1,2560.0,0.529356,4,1.0,0.09619867043896166,-0.003801329561038347,FAIL,
A1,bi,BI-1_plus1,2560.0,0.529356,4,1.0,0.0716187456156858,-0.0283812543843142,FAIL,0.0152454177908095
A1,uni,BI-1_plus1,2560.0,0.529356,0,1.5,0.10000098979858194,9.897985819296018e-07,PASS,
A1,bi,BI-1_plus1,2560.0,0.529356,0,1.5,0.07542106497530608,-0.024578935024693924,FAIL,0.0152454177908095
A1,uni,BI-1_plus1,2560.0,0.529356,1,1.5,0.09839182505387958,-0.001608174946120422,FAIL,
A1,bi,BI-1_plus1,2560.0,0.529356,1,1.5,0.07381190023060373,-0.026188099769396275,FAIL,0.0152454177908095
A1,uni,BI-1_plus1,2560.0,0.529356,2,1.5,0.09715980829621687,-0.002840191703783135,FAIL,
A1,bi,BI-1_plus1,2560.0,0.529356,2,1.5,0.07257988347294102,-0.027420116527058988,FAIL,0.0152454177908095
A1,uni,BI-1_plus1,2560.0,0.529356,3,1.5,0.09625465312732182,-0.0037453468726781902,FAIL,
A1,bi,BI-1_plus1,2560.0,0.529356,3,1.5,0.07167472830404596,-0.028325271695954043,FAIL,0.0152454177908095
A1,uni,BI-1_plus1,2560.0,0.529356,4,1.5,0.09396153419063139,-0.0060384658093686205,FAIL,
A1,bi,BI-1_plus1,2560.0,0.529356,4,1.5,0.06938160936735553,-0.030618390632644474,FAIL,0.0152454177908095
A1,uni,BI-1_plus1,2560.0,0.529356,0,2.0,0.10000098979858194,9.897985819296018e-07,PASS,
A1,bi,BI-1_plus1,2560.0,0.529356,0,2.0,0.07542106497530608,-0.024578935024693924,FAIL,0.0152454177908095
A1,uni,BI-1_plus1,2560.0,0.529356,1,2.0,0.09773917528652445,-0.002260824713475551,FAIL,
A1,bi,BI-1_plus1,2560.0,0.529356,1,2.0,0.0731592504632486,-0.026840749536751404,FAIL,0.0152454177908095
A1,uni,BI-1_plus1,2560.0,0.529356,2,2.0,0.0960074735507305,-0.003992526449269507,FAIL,
A1,bi,BI-1_plus1,2560.0,0.529356,2,2.0,0.07142754872745465,-0.02857245127254536,FAIL,0.0152454177908095
A1,uni,BI-1_plus1,2560.0,0.529356,3,2.0,0.09473520288769818,-0.005264797112301822,FAIL,
A1,bi,BI-1_plus1,2560.0,0.529356,3,2.0,0.07015527806442233,-0.029844721935577675,FAIL,0.0152454177908095
A1,uni,BI-1_plus1,2560.0,0.529356,4,2.0,0.0914565585197041,-0.008543441480295899,FAIL,
A1,bi,BI-1_plus1,2560.0,0.529356,4,2.0,0.06687663369642825,-0.03312336630357175,FAIL,0.0152454177908095
A1,uni,BI-1_plus1,2560.0,0.529356,0,2.5,0.10000098979858194,9.897985819296018e-07,PASS,
A1,bi,BI-1_plus1,2560.0,0.529356,0,2.5,0.07542106497530608,-0.024578935024693924,FAIL,0.0152454177908095
A1,uni,BI-1_plus1,2560.0,0.529356,1,2.5,0.09701564838387086,-0.002984351616129144,FAIL,
A1,bi,BI-1_plus1,2560.0,0.529356,1,2.5,0.07243572356059501,-0.027564276439404997,FAIL,0.0152454177908095
A1,uni,BI-1_plus1,2560.0,0.529356,2,2.5,0.09472999636323273,-0.005270003636767273,FAIL,
A1,bi,BI-1_plus1,2560.0,0.529356,2,2.5,0.07015007153995688,-0.029849928460043126,FAIL,0.0152454177908095
A1,uni,BI-1_plus1,2560.0,0.529356,3,2.5,0.09305074181745779,-0.006949258182542217,FAIL,
A1,bi,BI-1_plus1,2560.0,0.529356,3,2.5,0.06847081699418194,-0.03152918300581807,FAIL,0.0152454177908095
A1,uni,BI-1_plus1,2560.0,0.529356,4,2.5,0.08864349614408809,-0.011356503855911915,FAIL,
A1,bi,BI-1_plus1,2560.0,0.529356,4,2.5,0.06406357132081224,-0.03593642867918777,FAIL,0.0152454177908095
A1,uni,BI-1_plus1,2560.0,0.529356,0,3.0,0.10000098979858194,9.897985819296018e-07,PASS,
A1,bi,BI-1_plus1,2560.0,0.529356,0,3.0,0.07542106497530608,-0.024578935024693924,FAIL,0.0152454177908095
A1,uni,BI-1_plus1,2560.0,0.529356,1,3.0,0.09621180380875458,-0.00378819619124543,FAIL,
