campaign,topology,case,total_flow_lpm,inlet_pressure_mpa,defect_count,bead_height_mm,terminal_mpa,pressure_margin_mpa,pass_fail,extra_inlet_loss_mpa
A1,uni,BI-1_plus1,2240.0,0.453674,0,0.0,0.10000119295077256,1.1929507725549904e-06,PASS,
A1,bi,BI-1_plus1,2240.0,0.453674,0,0.0,0.08124486501394992,-0.01875513498605008,FAIL,0.01174012402959807
A1,uni,BI-1_plus1,2240.0,0.453674,1,0.0,0.10000119295077256,1.1929507725549904e-06,PASS,
A1,bi,BI-1_plus1,2240.0,0.453674,1,0.0,0.08124486501394992,-0.01875513498605008,FAIL,0.01174012402959807
A1,uni,BI-1_plus1,2240.0,0.453674,2,0.0,0.10000119295077256,1.1929507725549904e-06,PASS,
A1,bi,BI-1_plus1,2240.0,0.453674,2,0.0,0.08124486501394992,-0.01875513498605008,FAIL,0.01174012402959807
A1,uni,BI-1_plus1,2240.0,0.453674,3,0.0,0.10000119295077256,1.1929507725549904e-06,PASS,
A1,bi,BI-1_plus1,2240.0,0.453674,3,0.0,0.08124486501394992,-0.01875513498605008,FAIL,0.01174012402959807
A1,uni,BI-1_plus1,2240.0,0.453674,4,0.0,0.10000119295077256,1.1929507725549904e-06,PASS,
A1,bi,BI-1_plus1,2240.0,0.453674,4,0.0,0.08124486501394992,-0.01875513498605008,FAIL,0.01174012402959807
A1,uni,BI-1_plus1,2240.0,0.453674,0,0.5,0.10000119295077256,1.1929507725549904e-06,PASS,
A1,bi,BI-1_plus1,2240.0,0.453674,0,0.5,0.08124486501394992,-0.01875513498605008,FAIL,0.01174012402959807
A1,uni,BI-1_plus1,2240.0,0.453674,1,0.5,0.09962994829130209,-0.00037005170869791604,FAIL,
A1,bi,BI-1_plus1,2240.0,0.453674,1,0.5,0.08087362035447945,-0.019126379645520553,FAIL,0.01174012402959807
A1,uni,BI-1_plus1,2240.0,0.453674,2,0.5,0.09935719711291566,-0.0006428028870843483,FAIL,
A1,bi,BI-1_plus1,2240.0,0.453674,2,0.5,0.08060086917609302,-0.019399130823906985,FAIL,0.01174012402959807
A1,uni,BI-1_plus1,2240.0,0.453674,3,0.5,0.0986872145249674,-0.0013127854750326073,FAIL,
A1,bi,BI-1_plus1,2240.0,0.453674,3,0.5,0.07993088658814476,-0.020069113411855244,FAIL,0.01174012402959807
A1,uni,BI-1_plus1,2240.0,0.453674,4,0.5,0.09825842566868057,-0.0017415743313194398,FAIL,
A1,bi,BI-1_plus1,2240.0,0.453674,4,0.5,0.07950209773185793,-0.020497902268142076,FAIL,0.01174012402959807
A1,uni,BI-1_plus1,2240.0,0.453674,0,1.0,0.10000119295077256,1.1929507725549904e-06,PASS,
A1,bi,BI-1_plus1,2240.0,0.453674,0,1.0,0.08124486501394992,-0.01875513498605008,FAIL,0.01174012402959807
A1,uni,BI-1_plus1,2240.0,0.453674,1,1.0,0.09922085174584169,-0.0007791482541583128,FAIL,
A1,bi,BI-1_plus1,2240.0,0.453674,1,1.0,0.08046452380901906,-0.01953547619098095,FAIL,0.01174012402959807
A1,uni,BI-1_plus1,2240.0,0.453674,2,1.0,0.09864753984017818,-0.0013524601598218222,FAIL,
A1,bi,BI-1_plus1,2240.0,0.453674,2,1.0,0.07989121190335555,-0.02010878809664446,FAIL,0.01174012402959807
A1,uni,BI-1_plus1,2240.0,0.453674,3,1.0,0.09721809475677631,-0.0027819052432236924,FAIL,
A1,bi,BI-1_plus1,2240.0,0.453674,3,1.0,0.07846176681995368,-0.02153823318004633,FAIL,0.01174012402959807
A1,uni,BI-1_plus1,2240.0,0.453674,4,1.0,0.09630324990339914,-0.003696750096600865,FAIL,
A1,bi,BI-1_plus1,2240.0,0.453674,4,1.0,0.0775469219665765,-0.0224530780334235,FAIL,0.01174012402959807
A1,uni,BI-1_plus1,2240.0,0.453674,0,1.5,0.10000119295077256,1.1929507725549904e-06,PASS,
A1,bi,BI-1_plus1,2240.0,0.453674,0,1.5,0.08124486501394992,-0.01875513498605008,FAIL,0.01174012402959807
A1,uni,BI-1_plus1,2240.0,0.453674,1,1.5,0.09876917619310985,-0.0012308238068901578,FAIL,
A1,bi,BI-1_plus1,2240.0,0.453674,1,1.5,0.08001284825628721,-0.019987151743712794,FAIL,0.01174012402959807
A1,uni,BI-1_plus1,2240.0,0.453674,2,1.5,0.09786402102421479,-0.0021359789757852132,FAIL,
A1,bi,BI-1_plus1,2240.0,0.453674,2,1.5,0.07910769308739216,-0.02089230691260785,FAIL,0.01174012402959807
A1,uni,BI-1_plus1,2240.0,0.453674,3,1.5,0.09557090208752436,-0.0044290979124756436,FAIL,
A1,bi,BI-1_plus1,2240.0,0.453674,3,1.5,0.07681457415070173,-0.02318542584929828,FAIL,0.01174012402959807
A1,uni,BI-1_plus1,2240.0,0.453674,4,1.5,0.09410330596804248,-0.005896694031957528,FAIL,
A1,bi,BI-1_plus1,2240.0,0.453674,4,1.5,0.07534697803121984,-0.024653021968780164,FAIL,0.01174012402959807
A1,uni,BI-1_plus1,2240.0,0.453674,0,2.0,0.10000119295077256,1.1929507725549904e-06,PASS,
A1,bi,BI-1_plus1,2240.0,0.453674,0,2.0,0.08124486501394992,-0.01875513498605008,FAIL,0.01174012402959807
A1,uni,BI-1_plus1,2240.0,0.453674,1,2.0,0.0982694912149786,-0.0017305087850214007,FAIL,
A1,bi,BI-1_plus1,2240.0,0.453674,1,2.0,0.07951316327815597,-0.020486836721844037,FAIL,0.01174012402959807
A1,uni,BI-1_plus1,2240.0,0.453674,2,2.0,0.09699722055194629,-0.003002779448053716,FAIL,
A1,bi,BI-1_plus1,2240.0,0.453674,2,2.0,0.07824089261512365,-0.021759107384876353,FAIL,0.01174012402959807
A1,uni,BI-1_plus1,2240.0,0.453674,3,2.0,0.09371857618395221,-0.006281423816047793,FAIL,
A1,bi,BI-1_plus1,2240.0,0.453674,3,2.0,0.07496224824712958,-0.02503775175287043,FAIL,0.01174012402959807
A1,uni,BI-1_plus1,2240.0,0.453674,4,2.0,0.091620243788436,-0.008379756211564005,FAIL,
A1,bi,BI-1_plus1,2240.0,0.453674,4,2.0,0.07286391585161336,-0.02713608414838664,FAIL,0.01174012402959807
A1,uni,BI-1_plus1,2240.0,0.453674,0,2.5,0.10000119295077256,1.1929507725549904e-06,PASS,
A1,bi,BI-1_plus1,2240.0,0.453674,0,2.5,0.08124486501394992,-0.01875513498605008,FAIL,0.01174012402959807
A1,uni,BI-1_plus1,2240.0,0.453674,1,2.5,0.09771554093013443,-0.0022844590698655742,FAIL,
A1,bi,BI-1_plus1,2240.0,0.453674,1,2.5,0.0789592129933118,-0.02104078700668821,FAIL,0.01174012402959807
A1,uni,BI-1_plus1,2240.0,0.453674,2,2.5,0.09603628638435949,-0.003963713615640518,FAIL,
A1,bi,BI-1_plus1,2240.0,0.453674,2,2.5,0.07727995844753685,-0.022720041552463155,FAIL,0.01174012402959807
A1,uni,BI-1_plus1,2240.0,0.453674,3,2.5,0.09162904071098979,-0.008370959289010216,FAIL,
A1,bi,BI-1_plus1,2240.0,0.453674,3,2.5,0.07287271277416715,-0.027127287225832852,FAIL,0.01174012402959807
A1,uni,BI-1_plus1,2240.0,0.453674,4,2.5,0.08880840348003319,-0.011191596519966818,FAIL,
A1,bi,BI-1_plus1,2240.0,0.453674,4,2.5,0.07005207554321055,-0.029947924456789454,FAIL,0.01174012402959807
A1,uni,BI-1_plus1,2240.0,0.453674,0,3.0,0.10000119295077256,1.1929507725549904e-06,PASS,
A1,bi,BI-1_plus1,2240.0,0.453674,0,3.0,0.08124486501394992,-0.01875513498605008,FAIL,0.01174012402959807
A1,uni,BI-1_plus1,2240.0,0.453674,1,3.0,0.09710009742731104,-0.0028999025726889616,FAIL,
A1,bi,BI-1_plus1,2240.0,0.453674,1,3.0,0.07834376949048841,-0.021656230509511598,FAIL,0.01174012402959807
A1,uni,BI-1_plus1,2240.0,0.453674,2,3.0,0.09496868030803315,-0.005031319691966851,FAIL,
A1,bi,BI-1_plus1,2240.0,0.453674,2,3.0,0.07621235237121052,-0.023787647628789488,FAIL,0.01174012402959807
A1,uni,BI-1_plus1,2240.0,0.453674,3,3.0,0.08926409216806039,-0.010735907831939617,FAIL,
A1,bi,BI-1_plus1,2240.0,0.453674,3,3.0,0.07050776423123775,-0.029492235768762254,FAIL,0.01174012402959807
A1,uni,BI-1_plus1,2240.0,0.453674,4,3.0,0.0856131557584778,-0.014386844241522201,FAIL,
A1,bi,BI-1_plus1,2240.0,0.453674,4,3.0,0.06685682782165517,-0.03314317217834484,FAIL,0.01174012402959807
