campaign,topology,total_flow_lpm,inlet_pressure_mpa,defect_count,bead_height_mm,terminal_mpa,pass_fail,K_ELBOW,K3_bi,K_TEE
C2,uni,2560.0,0.524,0,0.0,0.09512206898800088,FAIL,0.45,1.0,1.06
C2,uni,2560.0,0.526,0,0.0,0.09712206898800088,FAIL,0.45,1.0,1.06
C2,uni,2560.0,0.528,0,0.0,0.09912206898800088,FAIL,0.45,1.0,1.06
C2,uni,2560.0,0.53,0,0.0,0.10112206898800088,PASS,0.45,1.0,1.06
C2,uni,2560.0,0.532,0,0.0,0.10312206898800089,PASS,0.45,1.0,1.06
C2,uni,2560.0,0.534,0,0.0,0.10512206898800089,PASS,0.45,1.0,1.06
C2,uni,2560.0,0.536,0,0.0,0.10712206898800089,PASS,0.45,1.0,1.06
C2,uni,2560.0,0.538,0,0.0,0.10912206898800089,PASS,0.45,1.0,1.06
C2,uni,2560.0,0.54,0,0.0,0.11112206898800088,PASS,0.45,1.0,1.06
C2,uni,2560.0,0.542,0,0.0,0.11312206898800088,PASS,0.45,1.0,1.06
C2,uni,2560.0,0.544,0,0.0,0.11512206898800088,PASS,0.45,1.0,1.06
C2,uni,2560.0,0.546,0,0.0,0.11712206898800089,PASS,0.45,1.0,1.06
C2,uni,2560.0,0.548,0,0.0,0.11912206898800089,PASS,0.45,1.0,1.06
C2,uni,2560.0,0.55,0,0.0,0.12112206898800089,PASS,0.45,1.0,1.06
C2,bi,2560.0,0.524,0,0.0,0.08531048276611555,FAIL,0.45,1.0,1.06
C2,bi,2560.0,0.526,0,0.0,0.08731048276611555,FAIL,0.45,1.0,1.06
C2,bi,2560.0,0.528,0,0.0,0.08931048276611556,FAIL,0.45,1.0,1.06
C2,bi,2560.0,0.53,0,0.0,0.09131048276611556,FAIL,0.45,1.0,1.06
C2,bi,2560.0,0.532,0,0.0,0.09331048276611556,FAIL,0.45,1.0,1.06
C2,bi,2560.0,0.534,0,0.0,0.09531048276611556,FAIL,0.45,1.0,1.06
C2,bi,2560.0,0.536,0,0.0,0.09731048276611556,FAIL,0.45,1.0,1.06
C2,bi,2560.0,0.538,0,0.0,0.09931048276611557,FAIL,0.45,1.0,1.06
C2,bi,2560.0,0.54,0,0.0,0.10131048276611557,PASS,0.45,1.0,1.06
C2,bi,2560.0,0.542,0,0.0,0.10331048276611557,PASS,0.45,1.0,1.06
C2,bi,2560.0,0.544,0,0.0,0.10531048276611557,PASS,0.45,1.0,1.06
C2,bi,2560.0,0.546,0,0.0,0.10731048276611557,PASS,0.45,1.0,1.06
C2,bi,2560.0,0.548,0,0.0,0.10931048276611557,PASS,0.45,1.0,1.06
C2,bi,2560.0,0.55,0,0.0,0.11131048276611556,PASS,0.45,1.0,1.06
