campaign,topology,placement,total_flow_lpm,inlet_pressure_mpa,defect_count,bead_height_mm,bead_height_std_mm,mc_iterations,fail_rate,fail_rate_CI95_low,fail_rate_CI95_high,mean_terminal_mpa,std_terminal_mpa,P5_terminal_mpa,P50_terminal_mpa,P95_terminal_mpa
C1_focused,uni,worst,2240.0,0.4497,2,1.5,0.5,1000,1.0,0.9961731014136095,1.0,0.09384146266022492,0.0005788733769222979,0.09283680477218044,0.09386471025701099,0.09477012468447976
C1_focused,uni,worst,2240.0,0.4517,2,1.5,0.5,1000,1.0,0.9961731014136095,1.0,0.09584146266022492,0.0005788733769222979,0.09483680477218044,0.09586471025701099,0.09677012468447976
C1_focused,uni,worst,2240.0,0.453674,2,1.5,0.5,1000,1.0,0.9961731014136095,1.0,0.09781546266022494,0.0005788733769222979,0.09681080477218047,0.09783871025701102,0.0987441246844798
C1_focused,uni,worst,2240.0,0.4557,2,1.5,0.5,1000,0.61,0.5794029516134263,0.6397551306975677,0.09984146266022492,0.0005788733769222979,0.09883680477218044,0.09986471025701099,0.10077012468447977
C1_focused,uni,worst,2240.0,0.4577,2,1.5,0.5,1000,0.005,0.0021375039957652504,0.011651125604761368,0.10184146266022492,0.0005788733769222979,0.10083680477218045,0.10186471025701099,0.10277012468447977
C1_focused,uni,worst,2240.0,0.4497,4,1.5,0.5,1000,1.0,0.9961731014136095,1.0,0.08995840075965537,0.001190196094465393,0.0879354739915594,0.08994577606768742,0.09189980767863533
C1_focused,uni,worst,2240.0,0.4517,4,1.5,0.5,1000,1.0,0.9961731014136095,1.0,0.09195840075965539,0.001190196094465393,0.0899354739915594,0.09194577606768742,0.09389980767863533
C1_focused,uni,worst,2240.0,0.453674,4,1.5,0.5,1000,1.0,0.9961731014136095,1.0,0.09393240075965542,0.001190196094465393,0.09190947399155944,0.09391977606768745,0.09587380767863536
C1_focused,uni,worst,2240.0,0.4557,4,1.5,0.5,1000,1.0,0.9961731014136095,1.0,0.09595840075965538,0.001190196094465393,0.09393547399155941,0.09594577606768742,0.09789980767863533
C1_focused,uni,worst,2240.0,0.4577,4,1.5,0.5,1000,0.963,0.9494173165894553,0.9730389753195472,0.0979584007596554,0.001190196094465393,0.09593547399155941,0.09794577606768742,0.09989980767863534
C1_focused,uni,worst,2240.0,0.4497,2,2.5,0.5,1000,1.0,0.9961731014136095,1.0,0.09200082017481187,0.0007128530178323902,0.0907609796003685,0.09203113090818879,0.09314112965856519
C1_focused,uni,worst,2240.0,0.4517,2,2.5,0.5,1000,1.0,0.9961731014136095,1.0,0.09400082017481186,0.00071285301783239,0.0927609796003685,0.09403113090818879,0.0951411296585652
C1_focused,uni,worst,2240.0,0.453674,2,2.5,0.5,1000,1.0,0.9961731014136095,1.0,0.09597482017481189,0.00071285301783239,0.09473497960036853,0.09600513090818882,0.09711512965856522
C1_focused,uni,worst,2240.0,0.4557,2,2.5,0.5,1000,0.998,0.9927370411104123,0.9994513678975429,0.09800082017481188,0.0007128530178323902,0.0967609796003685,0.0980311309081888,0.0991411296585652
C1_focused,uni,worst,2240.0,0.4577,2,2.5,0.5,1000,0.478,0.4471830669360443,0.5089853166017569,0.10000082017481188,0.0007128530178323902,0.0987609796003685,0.1000311309081888,0.1011411296585652
C1_focused,uni,worst,2240.0,0.4497,4,2.5,0.5,1000,1.0,0.9961731014136095,1.0,0.08460495697544622,0.0015423298779418003,0.08196945631455294,0.08459602620631251,0.0871190730159571
C1_focused,uni,worst,2240.0,0.4517,4,2.5,0.5,1000,1.0,0.9961731014136095,1.0,0.0866049569754462,0.0015423298779418003,0.08396945631455294,0.08659602620631252,0.0891190730159571
C1_focused,uni,worst,2240.0,0.453674,4,2.5,0.5,1000,1.0,0.9961731014136095,1.0,0.08857895697544624,0.0015423298779418003,0.08594345631455297,0.08857002620631255,0.09109307301595714
C1_focused,uni,worst,2240.0,0.4557,4,2.5,0.5,1000,1.0,0.9961731014136095,1.0,0.09060495697544621,0.0015423298779418003,0.08796945631455294,0.09059602620631252,0.09311907301595711
C1_focused,uni,worst,2240.0,0.4577,4,2.5,0.5,1000,1.0,0.9961731014136095,1.0,0.09260495697544621,0.0015423298779418003,0.08996945631455294,0.09259602620631252,0.09511907301595711
