case_id,topology,branch_inlet_config,num_branches,heads_per_branch,active_heads,total_flow_lpm,inlet_pressure_mpa,bead_height_mm,bead_height_std_mm,defect_count,p_bead,mc_iterations,terminal_pressure_mpa,pressure_margin_mpa,pass_fail,loss_pipe_mpa,loss_fitting_mpa,loss_bead_mpa,required_extra_inlet_pressure_mpa,worst_branch_index,ranking_or_location_id,mean_terminal_mpa,std_terminal_mpa,P5_terminal_mpa,P50_terminal_mpa,P95_terminal_mpa,fail_rate,fail_rate_CI95_low,fail_rate_CI95_high,ci95_width
P2,tree,80A-65A,4,8,32,2560.0,0.5314,1.5,0.75,,0.2,100,,,,,,,,,,0.09507939909025516,0.0028308239030619227,0.08996468626909265,0.09553835705986696,0.09867675095444592,1.0,0.9630051925239981,0.9999999999999999,0.03699480747600181
P2,tree,80A-65A,4,8,32,2560.0,0.5314,1.5,0.75,,0.2,300,,,,,,,,,,0.09524411252341153,0.0031009886299827104,0.08870381975529944,0.09586302058743029,0.09867675095444592,1.0,0.9873565700022643,0.9999999999999999,0.0126434299977356
P2,tree,80A-65A,4,8,32,2560.0,0.5314,1.5,0.75,,0.2,1000,,,,,,,,,,0.09526029510913077,0.0028037483550644874,0.09010828570157345,0.09582276517878272,0.09867675095444592,1.0,0.9961731014136095,1.0,0.0038268985863905147
P2,tree,80A-65A,4,8,32,2560.0,0.5314,1.5,0.75,,0.2,3000,,,,,,,,,,0.09524148908504501,0.002842561758483988,0.08983804294123479,0.09574926879796716,0.09867675095444592,1.0,0.9987211043351955,1.0,0.0012788956648045469
P2,tree,80A-65A,4,8,32,2560.0,0.5314,1.5,0.75,,0.2,10000,,,,,,,,,,0.09521912881142423,0.002870776157178597,0.08969350060681132,0.09578962330381247,0.09867675095444592,1.0,0.9996159875222334,0.9999999999999999,0.0003840124777665377
