case_id,topology,branch_inlet_config,num_branches,heads_per_branch,active_heads,total_flow_lpm,inlet_pressure_mpa,bead_height_mm,bead_height_std_mm,defect_count,p_bead,mc_iterations,terminal_pressure_mpa,pressure_margin_mpa,pass_fail,loss_pipe_mpa,loss_fitting_mpa,loss_bead_mpa,required_extra_inlet_pressure_mpa,worst_branch_index,ranking_or_location_id,mean_terminal_mpa,std_terminal_mpa,P5_terminal_mpa,P50_terminal_mpa,P95_terminal_mpa,fail_rate,fail_rate_CI95_low,fail_rate_CI95_high,loss_bead_ratio_pct,terminal_B_mpa,improvement_pct
D1,tree,80A-65A,4,8,32,2560.0,0.65,0.5,,,,,0.2133380478780762,0.11333804787807619,True,0.114858,0.317865,0.003939,0.0,3,,,,,,,,,,0.9020708080607308,0.2172767509544459,1.84622626650296
D1,tree,80A-65A,4,8,32,2560.0,0.65,1.0,,,,,0.20879893832207252,0.10879893832207252,True,0.114858,0.317865,0.008478,0.0,3,,,,,,,,,,1.9215728919049742,0.2172767509544459,4.060275737272353
D1,tree,80A-65A,4,8,32,2560.0,0.65,1.5,,,,,0.20353561550669308,0.10353561550669307,True,0.114858,0.317865,0.013741,0.0,3,,,,,,,,,,3.0777371000364746,0.2172767509544459,6.751219148326873
D1,tree,80A-65A,4,8,32,2560.0,0.65,2.0,,,,,0.19739076716248788,0.09739076716248787,True,0.114858,0.317865,0.019886,0.0,3,,,,,,,,,,4.393635515415816,0.2172767509544459,10.074424491996783
D1,tree,80A-65A,4,8,32,2560.0,0.65,2.5,,,,,0.1901620296593679,0.0901620296593679,True,0.114858,0.317865,0.027115,0.0,3,,,,,,,,,,5.8966422411603245,0.2172767509544459,14.258746261621136
D1,tree,80A-65A,4,8,32,2560.0,0.65,3.0,,,,,0.18158551633872938,0.08158551633872937,True,0.114858,0.317865,0.035691,0.0,3,,,,,,,,,,7.6195338199255165,0.2172767509544459,19.655331182437557
D1,tree,80A-65A,4,8,32,2560.0,0.7,0.0,,,,,0.2672767509544459,0.1672767509544459,True,0.114858,0.317865,0.0,0.0,3,,,,,,,,,,0.0,0.2672767509544459,0.0
D1,tree,80A-65A,4,8,32,2560.0,0.7,0.5,,,,,0.26333804787807613,0.16333804787807613,True,0.114858,0.317865,0.003939,0.0,3,,,,,,,,,,0.9020708080607308,0.2672767509544459,1.4956832512836815
D1,tree,80A-65A,4,8,32,2560.0,0.7,1.0,,,,,0.25879893832207257,0.15879893832207256,True,0.114858,0.317865,0.008478,0.0,3,,,,,,,,,,1.9215728919049744,0.2672767509544459,3.275829757007272
D1,tree,80A-65A,4,8,32,2560.0,0.7,1.5,,,,,0.25353561550669323,0.15353561550669323,True,0.114858,0.317865,0.013741,0.0,3,,,,,,,,,,3.077737100036476,0.2672767509544459,5.4198047955869635
