campaign,topology,total_flow_lpm,inlet_pressure_mpa,defect_count,bead_height_mm,terminal_mpa,pressure_margin_mpa,pass_fail,loss_pipe_mpa,loss_fitting_mpa,loss_bead_mpa,cross_main_loss_mpa,tee_split_loss_mpa,equipment_loss_mpa
A1,uni,2560.0,0.549687,0,0.0,0.10000008659798905,8.659798904353533e-08,PASS,0.134625,0.315062,0.0,0.03940645057958407,0.0,0.08366353436480117
A1,uni,2560.0,0.549687,1,0.0,0.10000008659798905,8.659798904353533e-08,PASS,0.134625,0.315062,0.0,0.03940645057958407,0.0,0.08366353436480117
A1,uni,2560.0,0.549687,2,0.0,0.10000008659798905,8.659798904353533e-08,PASS,0.134625,0.315062,0.0,0.03940645057958407,0.0,0.08366353436480117
A1,uni,2560.0,0.549687,3,0.0,0.10000008659798905,8.659798904353533e-08,PASS,0.134625,0.315062,0.0,0.03940645057958407,0.0,0.08366353436480117
A1,uni,2560.0,0.549687,4,0.0,0.10000008659798905,8.659798904353533e-08,PASS,0.134625,0.315062,0.0,0.03940645057958407,0.0,0.08366353436480117
A1,uni,2560.0,0.549687,0,0.5,0.10000008659798905,8.659798904353533e-08,PASS,0.134625,0.315062,0.0,0.03940645057958407,0.0,0.08366353436480117
A1,uni,2560.0,0.549687,1,0.5,0.09951519561419088,-0.0004848043858091261,FAIL,0.134625,0.315062,0.000485,0.03940645057958407,0.0,0.08366353436480117
A1,uni,2560.0,0.549687,2,0.5,0.09914395095472041,-0.0008560490452795971,FAIL,0.134625,0.315062,0.000856,0.03940645057958407,0.0,0.08366353436480117
A1,uni,2560.0,0.549687,3,0.5,0.09887119977633392,-0.001128800223666085,FAIL,0.134625,0.315062,0.001129,0.03940645057958407,0.0,0.08366353436480117
A1,uni,2560.0,0.549687,4,0.5,0.09820121718838566,-0.001798782811614344,FAIL,0.134625,0.315062,0.001799,0.03940645057958407,0.0,0.08366353436480117
A1,uni,2560.0,0.549687,0,1.0,0.10000008659798905,8.659798904353533e-08,PASS,0.134625,0.315062,0.0,0.03940645057958407,0.0,0.08366353436480117
A1,uni,2560.0,0.549687,1,1.0,0.09898086543236502,-0.0010191345676349856,FAIL,0.134625,0.315062,0.001019,0.03940645057958407,0.0,0.08366353436480117
A1,uni,2560.0,0.549687,2,1.0,0.09820052422743415,-0.0017994757725658533,FAIL,0.134625,0.315062,0.0018,0.03940645057958407,0.0,0.08366353436480117
A1,uni,2560.0,0.549687,3,1.0,0.09762721232177064,-0.0023727876782293628,FAIL,0.134625,0.315062,0.002373,0.03940645057958407,0.0,0.08366353436480117
A1,uni,2560.0,0.549687,4,1.0,0.0961977672383688,-0.003802232761631205,FAIL,0.134625,0.315062,0.003802,0.03940645057958407,0.0,0.08366353436480117
A1,uni,2560.0,0.549687,0,1.5,0.10000008659798905,8.659798904353533e-08,PASS,0.134625,0.315062,0.0,0.03940645057958407,0.0,0.08366353436480117
A1,uni,2560.0,0.549687,1,1.5,0.0983909218532867,-0.001609078146713308,FAIL,0.134625,0.315062,0.001609,0.03940645057958407,0.0,0.08366353436480117
A1,uni,2560.0,0.549687,2,1.5,0.09715890509562398,-0.002841094904376021,FAIL,0.134625,0.315062,0.002841,0.03940645057958407,0.0,0.08366353436480117
A1,uni,2560.0,0.549687,3,1.5,0.09625374992672893,-0.0037462500732710763,FAIL,0.134625,0.315062,0.003746,0.03940645057958407,0.0,0.08366353436480117
A1,uni,2560.0,0.549687,4,1.5,0.0939606309900385,-0.006039369009961507,FAIL,0.134625,0.315062,0.006039,0.03940645057958407,0.0,0.08366353436480117
A1,uni,2560.0,0.549687,0,2.0,0.10000008659798905,8.659798904353533e-08,PASS,0.134625,0.315062,0.0,0.03940645057958407,0.0,0.08366353436480117
A1,uni,2560.0,0.549687,1,2.0,0.09773827208593157,-0.002261727914068437,FAIL,0.134625,0.315062,0.002262,0.03940645057958407,0.0,0.08366353436480117
A1,uni,2560.0,0.549687,2,2.0,0.09600657035013761,-0.003993429649862393,FAIL,0.134625,0.315062,0.003994,0.03940645057958407,0.0,0.08366353436480117
A1,uni,2560.0,0.549687,3,2.0,0.0947342996871053,-0.005265700312894708,FAIL,0.134625,0.315062,0.005266,0.03940645057958407,0.0,0.08366353436480117
A1,uni,2560.0,0.549687,4,2.0,0.09145565531911122,-0.008544344680888785,FAIL,0.134625,0.315062,0.008544,0.03940645057958407,0.0,0.08366353436480117
A1,uni,2560.0,0.549687,0,2.5,0.10000008659798905,8.659798904353533e-08,PASS,0.134625,0.315062,0.0,0.03940645057958407,0.0,0.08366353436480117
A1,uni,2560.0,0.549687,1,2.5,0.09701474518327798,-0.00298525481672203,FAIL,0.134625,0.315062,0.002985,0.03940645057958407,0.0,0.08366353436480117
A1,uni,2560.0,0.549687,2,2.5,0.09472909316263985,-0.005270906837360159,FAIL,0.134625,0.315062,0.005271,0.03940645057958407,0.0,0.08366353436480117
A1,uni,2560.0,0.549687,3,2.5,0.09304983861686485,-0.006950161383135159,FAIL,0.134625,0.315062,0.00695,0.03940645057958407,0.0,0.08366353436480117
A1,uni,2560.0,0.549687,4,2.5,0.08864259294349515,-0.011357407056504856,FAIL,0.134625,0.315062,0.011357,0.03940645057958407,0.0,0.08366353436480117
A1,uni,2560.0,0.549687,0,3.0,0.10000008659798905,8.659798904353533e-08,PASS,0.134625,0.315062,0.0,0.03940645057958407,0.0,0.08366353436480117
A1,uni,2560.0,0.549687,1,3.0,0.09621090060816169,-0.003789099391838316,FAIL,0.134625,0.315062,0.003789,0.03940645057958407,0.0,0.08366353436480117
A1,uni,2560.0,0.549687,2,3.0,0.09330980508470017,-0.0066901949152998325,FAIL,0.134625,0.315062,0.00669,0.03940645057958407,0.0,0.08366353436480117
A1,uni,2560.0,0.549687,3,3.0,0.09117838796542228,-0.008821612034577722,FAIL,0.134625,0.315062,0.008822,0.03940645057958407,0.0,0.08366353436480117
A1,uni,2560.0,0.549687,4,3.0,0.08547379982544949,-0.014526200174550516,FAIL,0.134625,0.315062,0.014526,0.03940645057958407,0.0,0.08366353436480117
A1,bi,2560.0,0.549687,0,0.0,0.0906655795655227,-0.009334420434477311,FAIL,0.108483,0.3505389964309059,0.0,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.549687,1,0.0,0.0906655795655227,-0.009334420434477311,FAIL,0.108483,0.3505389964309059,0.0,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.549687,2,0.0,0.0906655795655227,-0.009334420434477311,FAIL,0.108483,0.3505389964309059,0.0,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.549687,3,0.0,0.0906655795655227,-0.009334420434477311,FAIL,0.108483,0.3505389964309059,0.0,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.549687,4,0.0,0.0906655795655227,-0.009334420434477311,FAIL,0.108483,0.3505389964309059,0.0,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.549687,0,0.5,0.0906655795655227,-0.009334420434477311,FAIL,0.108483,0.3505389964309059,0.0,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.549687,1,0.5,0.09018068858172452,-0.009819311418275481,FAIL,0.108483,0.3505389964309059,0.000485,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.549687,2,0.5,0.08980944392225405,-0.010190556077745952,FAIL,0.108483,0.3505389964309059,0.000856,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.549687,3,0.5,0.08953669274386757,-0.01046330725613244,FAIL,0.108483,0.3505389964309059,0.001129,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.549687,4,0.5,0.0888667101559193,-0.011133289844080699,FAIL,0.108483,0.3505389964309059,0.001799,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.549687,0,1.0,0.0906655795655227,-0.009334420434477311,FAIL,0.108483,0.3505389964309059,0.0,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.549687,1,1.0,0.08964635839989867,-0.01035364160010134,FAIL,0.108483,0.3505389964309059,0.001019,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.549687,2,1.0,0.0888660171949678,-0.011133982805032208,FAIL,0.108483,0.3505389964309059,0.0018,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.549687,3,1.0,0.08829270528930429,-0.011707294710695718,FAIL,0.108483,0.3505389964309059,0.002373,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.549687,4,1.0,0.08686326020590245,-0.01313673979409756,FAIL,0.108483,0.3505389964309059,0.003802,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.549687,0,1.5,0.0906655795655227,-0.009334420434477311,FAIL,0.108483,0.3505389964309059,0.0,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.549687,1,1.5,0.08905641482082034,-0.010943585179179663,FAIL,0.108483,0.3505389964309059,0.001609,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.549687,2,1.5,0.08782439806315763,-0.012175601936842376,FAIL,0.108483,0.3505389964309059,0.002841,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.549687,3,1.5,0.08691924289426257,-0.013080757105737431,FAIL,0.108483,0.3505389964309059,0.003746,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.549687,4,1.5,0.08462612395757214,-0.015373876042427861,FAIL,0.108483,0.3505389964309059,0.006039,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.549687,0,2.0,0.0906655795655227,-0.009334420434477311,FAIL,0.108483,0.3505389964309059,0.0,0.0029422567018097677,0.04243046206610476,0.08366353436480117
A1,bi,2560.0,0.549687,1,2.0,0.08840376505346521,-0.011596234946534792,FAIL,0.108483,0.3505389964309059,0.002262,0.0029422567018097677,0.04243046206610476,0.08366353436480117
