campaign,topology,total_flow_lpm,inlet_pressure_mpa,defect_count,bead_height_mm,terminal_mpa,pass_fail,loss_pipe_mpa,loss_fitting_mpa,loss_bead_mpa,cross_main_loss_mpa,tee_split_loss_mpa,equipment_loss_mpa
A2,uni,1600,0.549687,0,0.0,0.37229585478346305,PASS,0.05432,0.123072,0.0,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.549687,1,0.0,0.37229585478346305,PASS,0.05432,0.123072,0.0,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.549687,2,0.0,0.37229585478346305,PASS,0.05432,0.123072,0.0,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.549687,3,0.0,0.37229585478346305,PASS,0.05432,0.123072,0.0,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.549687,4,0.0,0.37229585478346305,PASS,0.05432,0.123072,0.0,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.549687,0,0.5,0.37229585478346305,PASS,0.05432,0.123072,0.0,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.549687,1,0.5,0.37210644424291683,PASS,0.05432,0.123072,0.000189,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.549687,2,0.5,0.3719614267978112,PASS,0.05432,0.123072,0.000334,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.549687,3,0.5,0.37185488336875394,PASS,0.05432,0.123072,0.000441,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.549687,4,0.5,0.37159317142033665,PASS,0.05432,0.123072,0.000703,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.549687,0,1.0,0.37229585478346305,PASS,0.05432,0.123072,0.0,0.01571437732359728,0.0,0.03268106811125047
A2,uni,1600,0.549687,1,1.0,0.37189772151564116,PASS,0.05432,0.123072,0.000398,0.01571437732359728,0.0,0.03268106811125047
